TIMESTAMP,JUNO_OPEN_PRICE_USD,JUNO_HIGH_PRICE_USD,JUNO_LOW_PRICE_USD,JUNO_CLOSE_PRICE_USD,JUNO_VOLUME_USD,JUNO_DIVIDENDS_USD,JUNO_STOCK_SPLITS_USD
2021-11-22 00:00:00+00:00,10.327418327331543,10.327949523925781,10.282421112060547,10.282421112060547,2006229,0.0,0.0
2021-11-23 00:00:00+00:00,10.278305053710938,10.675349235534668,9.801178932189941,10.343107223510742,2546245,0.0,0.0
2021-11-24 00:00:00+00:00,10.342780113220215,10.342780113220215,9.211956024169922,9.877520561218262,2450078,0.0,0.0
2021-11-25 00:00:00+00:00,9.294309616088867,9.540830612182617,9.084627151489258,9.439155578613281,2758869,0.0,0.0
2021-11-26 00:00:00+00:00,9.154447555541992,9.315125465393066,7.688116073608398,8.464694023132324,2914225,0.0,0.0
2021-11-27 00:00:00+00:00,8.46325397491455,8.762434959411621,8.325919151306152,8.371456146240234,1516266,0.0,0.0
2021-11-28 00:00:00+00:00,8.383647918701172,8.39321517944336,7.667294979095459,8.140556335449219,1702286,0.0,0.0
2021-11-29 00:00:00+00:00,8.135993003845215,8.597916603088379,7.958539962768555,8.521206855773926,1162010,0.0,0.0
2021-11-30 00:00:00+00:00,8.522049903869629,8.902767181396484,8.271527290344238,8.613883972167969,2372198,0.0,0.0
2021-12-01 00:00:00+00:00,8.61298656463623,9.431855201721191,8.545042991638184,9.16360092163086,2819643,0.0,0.0
2021-12-02 00:00:00+00:00,9.170823097229004,9.774938583374023,8.7750825881958,9.676176071166992,2060882,0.0,0.0
2021-12-03 00:00:00+00:00,9.682218551635742,11.591452598571777,9.463644981384277,11.007132530212402,2907206,0.0,0.0
2021-12-04 00:00:00+00:00,11.046957015991211,11.082915306091309,7.966352939605713,9.874704360961914,1758045,0.0,0.0
2021-12-05 00:00:00+00:00,9.887639045715332,10.271799087524414,8.105457305908203,8.44944953918457,2126943,0.0,0.0
2021-12-06 00:00:00+00:00,8.438255310058594,8.63403034210205,7.577322959899902,8.482817649841309,1302219,0.0,0.0
2021-12-07 00:00:00+00:00,8.49660587310791,8.991042137145996,8.371231079101562,8.554664611816406,1058257,0.0,0.0
