TIMESTAMP,WAYRU_OPEN_PRICE_USD,WAYRU_HIGH_PRICE_USD,WAYRU_LOW_PRICE_USD,WAYRU_CLOSE_PRICE_USD,WAYRU_VOLUME_USD,WAYRU_DIVIDENDS_USD,WAYRU_STOCK_SPLITS_USD
2025-04-29 00:00:00+00:00,0.00204299995675683,0.0020540000405162573,0.0005910000181756914,0.0006840000278316438,33866,0.0,0.0
2025-04-30 00:00:00+00:00,0.0006840000278316438,0.0006840000278316438,0.0003910000086762011,0.00041599999531172216,0,0.0,0.0
2025-05-01 00:00:00+00:00,0.00041599999531172216,0.0007730000070296228,0.0004030000127386302,0.0007239999831654131,41785,0.0,0.0
2025-05-02 00:00:00+00:00,0.0007239999831654131,0.0008030000026337802,0.0007239999831654131,0.0007999999797903001,18624,0.0,0.0
2025-05-03 00:00:00+00:00,0.0007999999797903001,0.0009490000084042549,0.0007859999896027148,0.0009399999980814755,39954,0.0,0.0
2025-05-04 00:00:00+00:00,0.0009399999980814755,0.000944000028539449,0.0009180000051856041,0.0009239999926649034,1883,0.0,0.0
2025-05-05 00:00:00+00:00,0.0009239999926649034,0.0009389999904669821,0.0008590000215917826,0.0008960000122897327,12449,0.0,0.0
2025-05-06 00:00:00+00:00,0.0008960000122897327,0.0008960000122897327,0.0008490000036545098,0.0008709999965503812,0,0.0,0.0
2025-05-07 00:00:00+00:00,0.0008709999965503812,0.000901999999769032,0.0008640000014565885,0.0008670000243000686,2488,0.0,0.0
2025-05-08 00:00:00+00:00,0.0008670000243000686,0.0009280000231228769,0.0008590000215917826,0.0008730000117793679,16897,0.0,0.0
2025-05-09 00:00:00+00:00,0.0008730000117793679,0.0009319999953731894,0.0008619999862276018,0.0009319999953731894,0,0.0,0.0
2025-05-10 00:00:00+00:00,0.0009319999953731894,0.0009420000133104622,0.0008929999894462526,0.0009379999828524888,0,0.0,0.0
2025-05-11 00:00:00+00:00,0.0009379999828524888,0.0009660000214353204,0.0008960000122897327,0.0008960000122897327,0,0.0,0.0
2025-05-12 00:00:00+00:00,0.0008960000122897327,0.0009510000236332417,0.0008909999742172658,0.0008909999742172658,3340,0.0,0.0
2025-05-13 00:00:00+00:00,0.0008909999742172658,0.0009079999872483313,0.000450999999884516,0.0008490000036545098,4577,0.0,0.0
2025-05-14 00:00:00+00:00,0.0008490000036545098,0.0009200000204145908,0.0005300000193528831,0.0008829999715089798,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.0008829999715089798,0.0008829999715089798,0.0004830000107176602,0.0004830000107176602,1848,0.0,0.0
2025-05-16 00:00:00+00:00,0.0004830000107176602,0.0006709999870508909,0.0004830000107176602,0.0006360000115819275,1867,0.0,0.0
2025-05-17 00:00:00+00:00,0.0006360000115819275,0.0006670000148005784,0.0006360000115819275,0.000661000027321279,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.000661000027321279,0.0006820000126026571,0.000653000024612993,0.0006559999892488122,0,0.0,0.0
2025-05-19 00:00:00+00:00,0.0006559999892488122,0.000674000009894371,0.0006280000088736415,0.0006360000115819275,0,0.0,0.0
2025-05-20 00:00:00+00:00,0.0006360000115819275,0.000678999989759177,0.0006360000115819275,0.0006600000197067857,1985,0.0,0.0
2025-05-21 00:00:00+00:00,0.0006600000197067857,0.0007009999826550484,0.0006559999892488122,0.0007009999826550484,1300,0.0,0.0
2025-05-22 00:00:00+00:00,0.0007009999826550484,0.0007440000190399587,0.0007009999826550484,0.0007379999733529985,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.0007379999733529985,0.0007590000168420374,0.0007229999755509198,0.0007229999755509198,786,0.0,0.0
2025-05-24 00:00:00+00:00,0.0007229999755509198,0.00072900002123788,0.0007060000207275152,0.0007110000005923212,960,0.0,0.0
2025-05-25 00:00:00+00:00,0.0007110000005923212,0.0007130000158213079,0.0006820000126026571,0.0006910000229254365,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.0006910000229254365,0.0007259999983943999,0.0006910000229254365,0.0007169999880716205,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.0007169999880716205,0.0007200000109151006,0.0007040000054985285,0.0007200000109151006,303,0.0,0.0
2025-05-28 00:00:00+00:00,0.0007200000109151006,0.0007200000109151006,0.0005000000237487257,0.0005000000237487257,3073,0.0,0.0
2025-05-29 00:00:00+00:00,0.0005000000237487257,0.0006670000148005784,0.0005000000237487257,0.0006370000191964209,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.0006370000191964209,0.0006389999762177467,0.0004560000088531524,0.0006189999985508621,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.0006189999985508621,0.0006189999985508621,0.0003279999946244061,0.0006070000235922635,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.000606826099101454,0.000606826099101454,0.0005081234849058092,0.0005081234849058092,305,0.0,0.0
