TIMESTAMP,MORTY34338_OPEN_PRICE_USD,MORTY34338_HIGH_PRICE_USD,MORTY34338_LOW_PRICE_USD,MORTY34338_CLOSE_PRICE_USD,MORTY34338_VOLUME_USD,MORTY34338_DIVIDENDS_USD,MORTY34338_STOCK_SPLITS_USD
2024-12-20 00:00:00+00:00,0.00014899999951012433,0.0001500000071246177,0.00011000000085914508,0.00014099999680183828,173853,0.0,0.0
2024-12-21 00:00:00+00:00,0.00014099999680183828,0.00016799999866634607,0.00011100000119768083,0.00012099999730708078,177606,0.0,0.0
2024-12-22 00:00:00+00:00,0.00012099999730708078,0.00014000000373926014,9.999999747378752e-05,0.00011899999663000926,174325,0.0,0.0
2024-12-23 00:00:00+00:00,0.00011899999663000926,0.00011899999663000926,9.999999747378752e-05,0.00010099999781232327,140614,0.0,0.0
2024-12-24 00:00:00+00:00,0.00010099999781232327,0.00011999999696854502,9.999999747378752e-05,0.00011000000085914508,142211,0.0,0.0
2024-12-25 00:00:00+00:00,0.00011000000085914508,0.00014800000644754618,9.999999747378752e-05,0.00012099999730708078,171333,0.0,0.0
2024-12-26 00:00:00+00:00,0.00012099999730708078,0.00022499999613501132,0.00011100000119768083,0.00014099999680183828,215498,0.0,0.0
2024-12-27 00:00:00+00:00,0.00014099999680183828,0.00016500000492669642,0.00011100000119768083,0.0001289999927394092,182199,0.0,0.0
2024-12-28 00:00:00+00:00,0.0001289999927394092,0.00015900000289548188,0.00011000000085914508,0.00014000000373926014,167883,0.0,0.0
2024-12-29 00:00:00+00:00,0.00014000000373926014,0.00015900000289548188,0.00013099999341648072,0.00014000000373926014,153356,0.0,0.0
2024-12-30 00:00:00+00:00,0.00014000000373926014,0.00014899999951012433,0.00010099999781232327,0.00012799999967683107,145188,0.0,0.0
2024-12-31 00:00:00+00:00,0.00012799999967683107,0.00015799999528098851,0.00011000000085914508,0.00012799999967683107,177181,0.0,0.0
2025-01-01 00:00:00+00:00,0.00012799999967683107,0.00013899999612476677,0.00010099999781232327,0.00013899999612476677,165073,0.0,0.0
2025-01-02 00:00:00+00:00,0.00013899999612476677,0.0001500000071246177,0.00011999999696854502,0.00011999999696854502,160528,0.0,0.0
2025-01-03 00:00:00+00:00,0.00011999999696854502,0.00014899999951012433,0.00011000000085914508,0.0001289999927394092,144869,0.0,0.0
2025-01-04 00:00:00+00:00,0.0001289999927394092,0.00014899999951012433,0.00011100000119768083,0.00013899999612476677,155514,0.0,0.0
2025-01-05 00:00:00+00:00,0.00013899999612476677,0.00014000000373926014,0.00011100000119768083,0.00011999999696854502,159689,0.0,0.0
2025-01-06 00:00:00+00:00,0.00011999999696854502,0.00015900000289548188,0.00011000000085914508,0.00012199999764561653,180365,0.0,0.0
2025-01-07 00:00:00+00:00,0.00013899999612476677,0.00014099999680183828,0.00010099999781232327,0.00010099999781232327,153360,0.0,0.0
2025-01-08 00:00:00+00:00,0.00010099999781232327,0.00011999999696854502,9.000000136438757e-05,9.000000136438757e-05,158720,0.0,0.0
2025-01-09 00:00:00+00:00,9.000000136438757e-05,0.00011000000085914508,7.000000186963007e-05,7.000000186963007e-05,159086,0.0,0.0
2025-01-10 00:00:00+00:00,7.000000186963007e-05,9.999999747378752e-05,5.999999848427251e-05,7.999999797903001e-05,159398,0.0,0.0
2025-01-11 00:00:00+00:00,7.999999797903001e-05,9.000000136438757e-05,5.999999848427251e-05,9.000000136438757e-05,156562,0.0,0.0
2025-01-12 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,7.000000186963007e-05,7.000000186963007e-05,140945,0.0,0.0
2025-01-13 00:00:00+00:00,7.000000186963007e-05,9.000000136438757e-05,5.999999848427251e-05,7.000000186963007e-05,142547,0.0,0.0
2025-01-14 00:00:00+00:00,7.000000186963007e-05,7.999999797903001e-05,5.999999848427251e-05,7.999999797903001e-05,102581,0.0,0.0
2025-01-15 00:00:00+00:00,7.999999797903001e-05,9.999999747378752e-05,5.999999848427251e-05,9.999999747378752e-05,148485,0.0,0.0
2025-01-16 00:00:00+00:00,9.999999747378752e-05,9.999999747378752e-05,7.000000186963007e-05,9.000000136438757e-05,152505,0.0,0.0
2025-01-17 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,7.999999797903001e-05,9.000000136438757e-05,81426,0.0,0.0
2025-01-18 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,5.999999848427251e-05,8.900000102585182e-05,135019,0.0,0.0
2025-01-19 00:00:00+00:00,8.900000102585182e-05,9.999999747378752e-05,7.000000186963007e-05,7.000000186963007e-05,201601,0.0,0.0
2025-01-20 00:00:00+00:00,7.000000186963007e-05,8.900000102585182e-05,5.999999848427251e-05,5.999999848427251e-05,169942,0.0,0.0
2025-01-21 00:00:00+00:00,5.999999848427251e-05,9.000000136438757e-05,4.999999873689376e-05,7.999999797903001e-05,171529,0.0,0.0
2025-01-22 00:00:00+00:00,7.999999797903001e-05,9.000000136438757e-05,5.999999848427251e-05,7.000000186963007e-05,147285,0.0,0.0
2025-01-23 00:00:00+00:00,7.000000186963007e-05,9.000000136438757e-05,4.999999873689376e-05,7.000000186963007e-05,124532,0.0,0.0
2025-01-24 00:00:00+00:00,7.000000186963007e-05,8.900000102585182e-05,5.0999999075429514e-05,8.900000102585182e-05,127652,0.0,0.0
2025-01-25 00:00:00+00:00,8.900000102585182e-05,9.000000136438757e-05,5.999999848427251e-05,9.000000136438757e-05,158559,0.0,0.0
2025-01-26 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,5.999999848427251e-05,5.999999848427251e-05,158303,0.0,0.0
2025-01-27 00:00:00+00:00,5.999999848427251e-05,7.899999764049426e-05,5.999999848427251e-05,5.999999848427251e-05,86848,0.0,0.0
2025-01-28 00:00:00+00:00,5.999999848427251e-05,7.999999797903001e-05,5.999999848427251e-05,7.000000186963007e-05,96316,0.0,0.0
2025-01-29 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.999999848427251e-05,7.000000186963007e-05,81737,0.0,0.0
2025-01-30 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.999999848427251e-05,7.000000186963007e-05,80749,0.0,0.0
2025-01-31 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.999999848427251e-05,5.999999848427251e-05,79318,0.0,0.0
2025-02-01 00:00:00+00:00,5.999999848427251e-05,7.000000186963007e-05,4.999999873689376e-05,4.999999873689376e-05,125570,0.0,0.0
2025-02-02 00:00:00+00:00,4.999999873689376e-05,7.000000186963007e-05,3.9999998989515007e-05,3.9999998989515007e-05,160621,0.0,0.0
2025-02-03 00:00:00+00:00,3.9999998989515007e-05,5.999999848427251e-05,3.9999998989515007e-05,4.999999873689376e-05,969,0.0,0.0
2025-02-04 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,1051,0.0,0.0
2025-02-05 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,136178,0.0,0.0
2025-02-06 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,135421,0.0,0.0
2025-02-07 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,135025,0.0,0.0
2025-02-08 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,134988,0.0,0.0
2025-02-09 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,136536,0.0,0.0
