TIMESTAMP,THT_OPEN_PRICE_USD,THT_HIGH_PRICE_USD,THT_LOW_PRICE_USD,THT_CLOSE_PRICE_USD,THT_VOLUME_USD,THT_DIVIDENDS_USD,THT_STOCK_SPLITS_USD
2022-03-21 00:00:00+00:00,0.05028500035405159,0.07126600295305252,0.050283998250961304,0.06969700008630753,17757,0.0,0.0
2022-03-22 00:00:00+00:00,0.06969799846410751,0.08487900346517563,0.06964000314474106,0.07970599830150604,5603,0.0,0.0
2022-03-23 00:00:00+00:00,0.07970599830150604,0.08013799786567688,0.050586000084877014,0.05077899992465973,1433,0.0,0.0
2022-03-24 00:00:00+00:00,0.05077899992465973,0.05838700011372566,0.0476440005004406,0.053449999541044235,20719,0.0,0.0
2022-03-25 00:00:00+00:00,0.0534529983997345,0.058171000331640244,0.05256799980998039,0.05322900041937828,1793,0.0,0.0
2022-03-26 00:00:00+00:00,0.05322900041937828,0.05322900041937828,0.04837099835276604,0.04908899962902069,3512,0.0,0.0
2022-03-27 00:00:00+00:00,0.04908899962902069,0.05150499939918518,0.049084000289440155,0.05000700056552887,3482,0.0,0.0
2022-03-28 00:00:00+00:00,0.050011999905109406,0.07030399888753891,0.04989200085401535,0.06942799687385559,112677,0.0,0.0
2022-03-29 00:00:00+00:00,0.06942799687385559,0.07030999660491943,0.058855000883340836,0.06751199811697006,14688,0.0,0.0
2022-03-30 00:00:00+00:00,0.0675240010023117,0.06820400059223175,0.06139500066637993,0.06582699716091156,26506,0.0,0.0
2022-03-31 00:00:00+00:00,0.06584499776363373,0.06584499776363373,0.05922999978065491,0.06358300149440765,3428,0.0,0.0
2022-04-01 00:00:00+00:00,0.06358300149440765,0.06361400336027145,0.058508001267910004,0.06142500042915344,7055,0.0,0.0
2022-04-02 00:00:00+00:00,0.06142500042915344,0.06142500042915344,0.05794699862599373,0.060357000678777695,2863,0.0,0.0
2022-04-03 00:00:00+00:00,0.060357000678777695,0.060357000678777695,0.05736500024795532,0.05894500017166138,9212,0.0,0.0
2022-04-04 00:00:00+00:00,0.058945998549461365,0.05896599963307381,0.055257998406887054,0.055535998195409775,2860,0.0,0.0
2022-04-05 00:00:00+00:00,0.05553499981760979,0.05592000111937523,0.05209999904036522,0.054882001131772995,10768,0.0,0.0
2022-04-06 00:00:00+00:00,0.05488400161266327,0.055514998733997345,0.04911300167441368,0.0544699989259243,10321,0.0,0.0
2022-04-07 00:00:00+00:00,0.054471999406814575,0.055511001497507095,0.049949001520872116,0.05001699924468994,23964,0.0,0.0
2022-04-08 00:00:00+00:00,0.04999300092458725,0.05230199918150902,0.04921000078320503,0.052003998309373856,6038,0.0,0.0
2022-04-09 00:00:00+00:00,0.052003998309373856,0.054267000406980515,0.049504999071359634,0.054267000406980515,17695,0.0,0.0
2022-04-10 00:00:00+00:00,0.054267000406980515,0.054267000406980515,0.05170400068163872,0.05187699943780899,5698,0.0,0.0
2022-04-11 00:00:00+00:00,0.05187699943780899,0.05571499839425087,0.04985399916768074,0.0508820004761219,6400,0.0,0.0
2022-04-12 00:00:00+00:00,0.05088299885392189,0.06049000099301338,0.050602998584508896,0.05264599993824959,65896,0.0,0.0
2022-04-13 00:00:00+00:00,0.05264599993824959,0.05386099964380264,0.048861000686883926,0.051600001752376556,32633,0.0,0.0
2022-04-14 00:00:00+00:00,0.051600001752376556,0.05421299859881401,0.04697300121188164,0.04971599951386452,6251,0.0,0.0
2022-04-15 00:00:00+00:00,0.04971599951386452,0.05177399888634682,0.04518499970436096,0.04931800067424774,7927,0.0,0.0
2022-04-16 00:00:00+00:00,0.04931800067424774,0.04941200092434883,0.0455080009996891,0.04616599902510643,4080,0.0,0.0
2022-04-17 00:00:00+00:00,0.04616599902510643,0.04828700050711632,0.04398199915885925,0.045527998358011246,7296,0.0,0.0
