TIMESTAMP,DIABLO32811_OPEN_PRICE_USD,DIABLO32811_HIGH_PRICE_USD,DIABLO32811_LOW_PRICE_USD,DIABLO32811_CLOSE_PRICE_USD,DIABLO32811_VOLUME_USD,DIABLO32811_DIVIDENDS_USD,DIABLO32811_STOCK_SPLITS_USD
2024-08-23 00:00:00+00:00,,,,0.0,194164,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,33403,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,19008,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,15561,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,4660,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,3230,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,2778,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,811,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1827,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,2891,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,2187,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1632,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,728,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,891,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,812,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,1242,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,8309,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,2245,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,417,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,380,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,905,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,256,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,2109,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,685,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,158,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,96494,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,13057,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,18477,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,29422,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,10448,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,6369,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,4378,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,1047,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,2779,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,1977,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,7599,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,2671,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,2806,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,2849,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,937,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,1041,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,520,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,691,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,2274,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,1726,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,787,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,13048,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,2663,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,4661,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1247,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,3148,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,2462,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2435,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,2077,0.0,0.0
