,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),2348.0,145.89813032367974,117.875,88.81506516517847,30.21,44.2327,52.444500000000005,55.94,67.76,117.875,217.46,266.379,287.0940000000001,412.36950000000024,493.65
XMR High Price ($),2348.0,150.11390545144803,120.89,91.89453945074028,34.07,45.7435,53.264,57.335,68.9775,120.89,223.7,273.321,295.065,422.6669000000001,519.13
XMR Low Price ($),2348.0,141.29804940374785,115.38,85.23856749805626,25.08,41.963899999999995,51.6135,54.844,66.43,115.38,210.225,259.749,276.98100000000005,399.4091000000001,467.02
XMR Close Price ($),2348.0,145.9605706984668,117.985,88.80055106366031,30.21,44.2327,52.532000000000004,55.975,67.7675,117.985,217.46,266.379,287.0940000000001,412.36950000000024,493.65
