,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),1826.0,142.30768893756846,113.49,90.48524845322781,29.2,39.6825,45.61,50.125,66.02250000000001,113.49,208.5875,268.725,314.15749999999997,405.3225,484.29
XMR High Price ($),1826.0,148.66190580503834,117.52000000000001,95.5725807717863,32.76,41.2675,46.8,52.06,68.2975,117.52000000000001,217.75,278.9,328.6825,426.3625,519.13
XMR Low Price ($),1826.0,135.44311062431544,108.63,84.71128250624565,25.08,36.685,43.9625,48.275000000000006,64.07499999999999,108.63,199.0225,258.615,290.135,382.955,451.24
XMR Close Price ($),1826.0,142.38917853231106,113.645,90.45909555324506,29.2,39.6825,45.61,50.125,66.0125,113.645,208.7375,268.765,314.0,404.865,484.0
