,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),28172.0,145.85726998438167,117.86500000000001,88.72543399245426,27.02,44.3213,52.4155,56.1,67.72,117.86500000000001,217.525,266.3,287.3,412.4148000000001,515.99
XMR High Price ($),28172.0,147.04435325855462,118.59,89.6184777526104,30.39,44.6813,52.6655,56.503000000000014,68.0,118.59,219.4475,268.1,289.6,416.2593000000001,519.13
XMR Low Price ($),28172.0,144.60470467130486,117.055,87.74384159441624,25.08,43.821,52.2,55.75,67.35,117.055,215.3525,264.269,285.1,408.65930000000014,500.36
XMR Close Price ($),28172.0,145.8624740877467,117.88,88.7242277290246,27.02,44.3213,52.42,56.1,67.72,117.88,217.525,266.3,287.3,412.4148000000001,515.99
