,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),14086.0,145.8712863836433,117.86500000000001,88.76101831029001,27.02,44.3255,52.4,56.085,67.73,117.86500000000001,217.51500000000001,266.3,287.48,412.39799999999997,515.99
XMR High Price ($),14086.0,147.55446045719157,118.985,90.00451682510607,31.57,44.9425,52.7825,56.67,68.13,118.985,220.0325,268.945,290.4,416.96599999999995,519.13
XMR Low Price ($),14086.0,144.06633181882722,116.78,87.33695928898771,25.08,43.738,52.1,55.575,67.22,116.78,214.4975,263.495,283.9825,407.03899999999993,498.97
XMR Close Price ($),14086.0,145.8816945903734,117.88,88.75860469974937,27.02,44.3255,52.4,56.095,67.73,117.88,217.51500000000001,266.3,287.48,412.39799999999997,515.99
