TIMESTAMP,MAGAPEPE31554_OPEN_PRICE_USD,MAGAPEPE31554_HIGH_PRICE_USD,MAGAPEPE31554_LOW_PRICE_USD,MAGAPEPE31554_CLOSE_PRICE_USD,MAGAPEPE31554_VOLUME_USD,MAGAPEPE31554_DIVIDENDS_USD,MAGAPEPE31554_STOCK_SPLITS_USD
2024-05-31 00:00:00+00:00,,,,0.0,784450,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,1265788,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,1521173,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,636216,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,471747,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,2082571,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,420016,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,191795,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,167465,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,144145,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,118144,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,64786,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,41982,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,75477,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,58799,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,39773,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,26020,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,28828,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,22412,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,32675,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,14889,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,6819,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,14689,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,16548,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,9268,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,33091,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,15422,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,112298,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,138811,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,50512,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,24002,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,19811,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,25638,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,8472,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,11270,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,12148,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,6597,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,11823,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,36945,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,18962,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,17532,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,6455,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,26605,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,9960,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,20629,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,12259,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,20801,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,27486,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,6907,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,36475,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,26515,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,7785,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,3856,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,21758,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,6405,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,7482,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,5797,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,6261,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,12369,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1500,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,11946,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,7454,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,10653,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,2853,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,2304,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,1457,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,995,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,7496,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,1015,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,2800,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,2172,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,3855,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1606,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,278,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,974,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,1087,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,621,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1259,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,945,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,380,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,1254,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,464,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1176,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,366,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,908,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,787,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9177,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,648,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,1552,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,3447,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,8345,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,9389,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,18075,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,15744,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,3363,0.0,0.0
