Lag,BTC,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XRP
1,0.5040685724919893,0.23854797206078465,0.44291361171952254,0.3716807557608478,0.21799937422125615,0.14692622695786653,0.2233445042613486,0.40176746300378474,0.35460880652836785
2,0.3279480890261688,0.36223055513578384,0.5171890670971887,0.33121966108644846,0.2397417948874117,0.010250366342519216,0.25822825535229826,0.5079539916647908,0.3675989439864727
3,0.4038080575755791,0.4523930888275292,0.32431635735901493,0.4853249869964338,0.21088617968357437,0.0075084512431446565,0.05889968329535271,0.5446190863990638,0.13420141763680732
4,0.46728737112596286,0.2758964415486179,0.3987834001976314,0.14514645513443508,0.13852038214192852,0.020580141471130096,0.06733414173586322,0.19113386388316322,0.13950398699212876
5,0.4136270760302967,0.3228473610806433,0.4450057648806584,0.1884327899252956,0.1997539060887501,0.030745261846250725,0.08205537901579205,0.2701665357531021,0.1189940192854439
6,0.4939109438384598,0.37598220624771483,0.46230230701290354,0.22091081402070212,0.08265911875326046,0.055792867964282136,0.1311483937668663,0.27701827123973727,0.03551469549978461
7,0.4970361757112395,0.4651749138383048,0.5410576457246142,0.28792242155852876,0.006955582632165269,0.06337996248381732,0.10795399107604596,0.3649615439286905,0.06828991241154037
8,0.426552917899219,0.44989821126693047,0.5146905723247492,0.24280586636812773,0.002934372991701034,0.08368244221862498,0.16961190785692332,0.4377214057788444,0.06198655717915095
9,0.30678836962659123,0.5237149436460982,0.5160381085296556,0.22292363016158084,0.0022595137695785063,0.10467551545700338,0.11443083277039313,0.47226747232471356,0.06139287427392125
10,0.23850899160889552,0.565103733964256,0.44527466626717327,0.25533429985101497,0.002733854799822611,0.0670259410583119,0.11656908473507002,0.44662052811474895,0.06609314490082371
11,0.2664701878060279,0.5848433747957987,0.4966785713595734,0.29853953752546664,0.003443433803156106,0.0008835109782635215,0.10212069827285115,0.41721654953781795,0.06897155934983631
12,0.30804811125852716,0.6138490416282143,0.537866051360406,0.26743619909464883,0.003251249722583678,0.001713357207146087,0.09149520656698375,0.4572485294631037,0.08157191258052571
13,0.2847273948287443,0.4693139043988215,0.5160704316000968,0.08659901430474518,0.003525681401667467,0.0016828303777864598,0.006311980285679986,0.186991060172211,0.09774728340791178
14,0.30929177253629975,0.4822507983405392,0.5110637191105797,0.13154260928912037,0.0031042663545488643,0.0020253860128460035,0.012180145541467619,0.218241437915712,0.11626963232972067
15,0.2777733225514006,0.47077951307642363,0.5580111482959729,0.22185343929148674,0.0012825368657491485,0.0019097374600905777,0.017631961250415655,0.28428988173270336,0.12267154082721832
16,0.28908146849637795,0.30910756285243357,0.5256569955185648,0.17798750945990857,0.000954007495617053,0.0016941677699821305,0.0112483274789385,0.13559225883914044,0.05970432714672045
17,0.19954024745190163,0.2956317785095022,0.4866420921893039,0.14347340036668021,0.0006619674177767538,0.003566601562523464,0.005664864935500396,0.16406778133250113,0.05421733990479826
18,0.21752878589143335,0.1442638788887145,0.4323134257384696,0.09884503984222837,0.0008150759448222143,0.003505839409214911,0.0025371979554510353,0.1864808516421606,0.03248093534368891
19,0.19055406938532082,0.16475620959784895,0.4161257518486131,0.058564664441555676,0.0009358574563885597,0.002297616158063576,0.000958155175102787,0.2100977384239878,0.04004507765120871
20,0.164035376226715,0.004716177581514352,0.41101890666888974,0.06823979071058445,0.0008517791237444962,0.00252798743119091,0.0011883177757333696,0.2471183204882712,0.05233631334181129
21,0.11753769412225841,0.0064330303686407405,0.37757999279071275,0.06605822336365748,0.0008651470784996741,0.001704867794717312,0.001478326642385501,0.08982228968972814,0.06038652831647066
22,0.14764564836776606,0.005028289443411441,0.3290292538195173,0.07375953845124034,0.0014789641349896943,0.001213080625143843,0.0018958944130044006,0.08984435348936845,0.052287450494023203
23,0.18669584246585852,0.0050337893294238835,0.3554907378480161,0.07654489748245316,0.0012883907576541776,0.001963087646287557,0.0019643408904166985,0.08831022063509864,0.04863199518169285
24,0.2083464453254007,0.0021199655123547963,0.3483185843191588,0.08790959636433295,0.002200619976573364,0.0017347750446640262,0.002986682927379282,0.058724084513457495,0.04762018490862298
25,0.2260436758427139,0.0006251181859284311,0.32850784616775863,0.05263377049678512,0.0022538954187356504,0.0025570665636416526,0.0035376563550895464,0.04182014935922153,0.056903820024865215
26,0.2620791884847996,0.0008113008007307183,0.34026897559779845,0.05890165656763783,0.0029497140467709074,0.0026397742465802745,0.005195260992133307,0.054196910428799816,0.05749021373790184
27,0.2931952844930552,0.0009968010547611252,0.19467077689944345,0.055282357208064736,0.004379542444123596,0.0027733810492091633,0.0060952419922592595,0.06415534510764374,0.0691825100596905
28,0.31439836539943977,0.0009397433412033996,0.06477730960269217,0.05737515045599593,0.004598772106011584,0.0030908184560020195,0.006801002864201203,0.052414181523690484,0.06841644313520213
29,0.2995783929164414,0.0015317476147825226,0.05716910406353303,0.06824845904022885,0.0019475660825597554,0.001388903483677658,0.007618081524779566,0.06363268479946371,0.0771149323380051
30,0.3066131837771498,0.002153256166522321,0.06046404360189328,0.04144877738373766,0.0015562535015771007,0.0014563038467251693,0.004957268736151213,0.0797874839098107,0.08104217472764631
