Lag,BTC,DOGE,ETH,LTC,MIOTA,USDT,XEM,XLM,XRP
1,0.007296842773343209,0.005333364872759872,0.026817308269165254,2.4686908840189146e-05,9.881787387109781e-11,1.4326361736678021e-11,0.7228218827684214,0.046926923031491735,0.9739263855131484
2,0.02383990749016814,0.020679943390609273,0.057664585813267395,6.941671397347081e-05,5.10490414752356e-10,1.393063972257384e-13,0.8183232225190351,0.08553953942880443,0.6717152157146566
3,0.028217199487434244,0.04956321030644104,0.12258186010274422,1.313925940768508e-06,9.141701455406365e-10,2.9611653107212534e-13,0.1057300241637381,0.16671500465777572,0.2066432880657753
4,0.012680045418561332,0.013603188059254563,0.1125573487638749,4.259596418431539e-06,1.4010061971137848e-09,1.5636496571037684e-12,0.11334557810272441,0.0077157532711983196,0.1392763410795237
5,0.040518043073275,0.034734273966786265,0.19146173895355798,1.2316602440002292e-05,1.993789222919279e-09,1.5439878602242843e-14,0.19612860017428316,0.017599443769480017,0.14639084364446264
6,0.05254185889640651,0.06727308581583821,0.10166049395930099,4.394538139829281e-05,6.913099113295322e-09,8.738284956008848e-14,0.29756085759325124,0.02799369739621243,0.1070662781652362
7,0.11284850101791119,0.09234956984177403,0.16394811730161218,0.00015220571674153357,2.9519769839928647e-09,1.8966349819250754e-13,0.16017462779889308,0.05042379299404384,0.22288790435471775
8,0.0360871199543929,0.049559849466431695,0.08678593854118415,6.76121466214954e-05,5.560043554897549e-13,9.161003738819146e-14,0.2661451554161728,0.07507542628893661,0.2178424694371309
9,0.046947245177917964,0.07861138069505967,0.11507871899882674,7.91018339694563e-05,8.016495776362031e-13,3.003215161603375e-14,0.04900865464768356,0.1141484148818205,0.2378873672667971
10,0.04093359569316238,0.11428858684302573,0.11517671739520147,0.0001515841531011208,1.3244294798518955e-12,4.368683957923042e-14,0.06782988677210668,0.09282566289357654,0.2567461842026009
11,0.03421630633565262,0.1513209881335246,0.17079092783150832,0.0002537120890420224,1.099604019876443e-12,1.6557959314999372e-14,0.05330721151509091,0.09641058282770361,0.2733977695973339
12,0.05525648916325316,0.18428313286052636,0.2290257029207072,0.0005053753627087014,2.9223151408610283e-12,4.994605754591344e-14,0.02448904167053996,0.08228053187812479,0.3238958236195121
13,0.07364825957116744,0.08157842486067099,0.20009781212166278,0.00026703432255709446,1.489042618582744e-11,4.928468471059651e-13,0.011539948176704732,0.12228567240958177,0.38871347841153214
14,0.06499887121889854,0.07638053251424935,0.2583952527830832,0.001359788265251052,3.592377521016685e-12,3.093140104790698e-12,0.032741541426829106,0.14268587199763572,0.460372026183275
15,0.09972315766738214,0.04307199006641436,0.40449832714899897,0.001268296404447221,1.3863840030881346e-13,1.867998547664251e-11,0.05019768732549061,0.16477145743001018,0.48534824849790714
16,0.03276652715806525,0.04001995473772346,0.4203393103580751,0.0014701134534498008,2.6721695894038763e-13,1.7356207642001123e-11,0.040411885957563204,0.1197742590133053,0.2364423370909432
17,0.013528017663881852,0.03346399780409339,0.31074772858877125,0.0007480623845696812,5.246589850168177e-13,2.3743081158763998e-11,0.017721464594758724,0.16000330686200037,0.21307857974861663
18,0.01713091194610241,0.016600449505884875,0.2600646179449943,0.00048474303628879596,2.9623780697874446e-13,2.950142864972517e-11,0.0032614608539995238,0.19753081487832772,0.1282419924441917
19,0.024991455152856227,0.0223906320532731,0.22376252761505186,0.0007341895068738924,3.175130368233012e-13,9.005775372368502e-13,8.770558100198632e-05,0.25040294658067863,0.15764652647439026
20,0.015637326013062437,0.0023891063404264993,0.2488217986020195,0.000494886969575093,4.659820388560898e-13,1.544194521558456e-13,0.00013667223465550042,0.3026476551632495,0.2064459272494089
21,0.019184246676057806,0.002427252611907539,0.19008127697318508,0.0006560083895910393,3.629712587284443e-13,1.952125978081578e-14,6.242065770473868e-05,0.07517823575999599,0.2372879504413502
22,0.008674561183212257,0.0036085220345535743,0.18480551295221645,0.0007792673195741294,4.278418085529076e-13,1.3985895321748092e-14,0.00010025456346468929,0.07581295795782333,0.20362735508416835
23,0.010187763349833335,0.004683780814610328,0.15553156397579082,0.0013466021406569426,3.7337668237856897e-13,3.041268470622051e-14,0.00021712333856063312,0.07424125516685541,0.1880670367657401
24,0.009744963251877322,0.0017307951278194658,0.10697935145337269,0.0019005065507655466,8.366250968525052e-13,4.897656757089694e-14,0.00027607812567813345,0.0536258087042359,0.1805399953896136
25,0.008489862102456822,0.0011883677062952528,0.07214288570090023,0.0013264424218760974,1.1168427590770922e-12,1.224067805857557e-13,0.00034844179852470936,0.046956379817964446,0.21294052867151123
26,0.007284142671989956,0.001591824477088332,0.08008236307172562,0.0012462677606021287,2.1975636072250998e-12,2.325817283011629e-13,0.0004234142160059357,0.05444981216519318,0.22571176410900323
27,0.007465274916029635,0.002178536727815762,0.111405908833765,0.0013342823204815862,5.428325868884085e-12,5.500131449873289e-14,0.0007860154798190876,0.061611577074309164,0.2706159355094242
28,0.007827364533289216,0.001478300515153234,0.047094803374645736,0.0011746960307180401,6.299179117997765e-12,1.719956545783213e-14,0.00043924904367039055,0.07482523337378376,0.2661978947309416
29,0.010749484071280437,0.0018998695604799552,0.04717243081749529,0.0016954604176749293,4.225366486113815e-12,2.351762581371587e-14,0.0005985957043021079,0.08677844894144839,0.3006761664345961
30,0.01133107801655876,0.00256323052968376,0.03643903118585829,0.000332648267410248,8.272147949368845e-12,6.949483648317669e-15,0.0006133911031368931,0.11156726526845376,0.31405082359659536
