TIMESTAMP,DOGL_OPEN_PRICE_USD,DOGL_HIGH_PRICE_USD,DOGL_LOW_PRICE_USD,DOGL_CLOSE_PRICE_USD,DOGL_VOLUME_USD,DOGL_DIVIDENDS_USD,DOGL_STOCK_SPLITS_USD
2025-02-18 00:00:00+00:00,,,,0.0,52962,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,35184,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,27349,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,27956,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,19486,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,26525,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,25931,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,22847,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,43765,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,46000,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,43151,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,35813,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,44327,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,35352,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,22808,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,12709,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,11561,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,10960,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,4922,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,2108,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,2768,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,1639,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,946,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,871,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,9410,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,13738,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,787,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1607,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,913,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,1026,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,942,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,1000,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,2314,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,2075,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,1878,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,1567,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,2013,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,3413,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1018,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,1905,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,1170,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,4419,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,1816,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,5023,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,1844,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,1640,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,865,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,6963,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,11729,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,9793,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,9150,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,9972,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,9921,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,11226,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,9020,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,9231,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,8904,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,12189,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,11050,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,9905,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,5896,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,652,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,7200,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,5622,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,8985,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,10438,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,4513,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,3973,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,4901,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,4918,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,4106,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,3601,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,3325,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,2963,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,4423,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,833,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,4878,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,3897,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,3845,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,3416,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,2751,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,7807,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,3747,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,2769,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,3013,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,700,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,2137,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,4115,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,3960,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,5744,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,1255,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,938,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,1060,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,953,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,1053,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,2684,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,771,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,786,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,1499,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,1040,0.0,0.0
2025-06-01 00:00:00+00:00,1.092995827178811e-08,0.5441130995750427,1.0260631455594194e-08,1.0807499783993535e-08,2028,0.0,0.0
