TIMESTAMP,CHINAZILLA_OPEN_PRICE_USD,CHINAZILLA_HIGH_PRICE_USD,CHINAZILLA_LOW_PRICE_USD,CHINAZILLA_CLOSE_PRICE_USD,CHINAZILLA_VOLUME_USD,CHINAZILLA_DIVIDENDS_USD,CHINAZILLA_STOCK_SPLITS_USD
2022-01-14 00:00:00+00:00,,,,0.0,311678,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,358366,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,166157,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,114319,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,63095,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,37984,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,37933,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,39942,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,45051,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,68524,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,55595,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,33040,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,28506,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,21865,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,15761,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,15538,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,13406,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,11812,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,25544,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,24109,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,12367,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,17413,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,25338,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,29818,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,24180,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,16194,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,16272,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,20681,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,19298,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,66272,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,73491,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,21515,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,27778,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,20599,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,14099,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,16336,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,15184,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,14074,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,12085,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,18248,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,16091,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,6579,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,8491,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,14716,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,10884,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,19802,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,23950,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,10012,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,9420,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,8878,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,6380,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,5163,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,6451,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,4594,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,10636,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,11877,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,5850,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,6116,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,5522,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,12906,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,15761,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,13486,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,11482,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,5654,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,6556,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,8937,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,12254,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,11150,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,8903,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,7130,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,2832,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,5867,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,6866,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,6785,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,6978,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,4738,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,4430,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,3929,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,3863,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,3374,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,4818,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,4192,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,2061,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,4277,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,4142,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,2137,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,1222,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,661,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,1268,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,1455,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,2291,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,2361,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,1369,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,1633,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,1480,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,6128,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,7146,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,3482,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,2361,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,818,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,496,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,1476,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,2923,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,4256,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,3452,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,2073,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,1764,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,2835,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,2723,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,1493,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,2089,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1916,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,1543,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,3088,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,3723,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,2564,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,2904,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,1787,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,1475,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,1243,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,1090,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,897,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,355,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,639,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,471,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,450,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,3398,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,4001,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,1376,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,777,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,638,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,435,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,434,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,480,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,2427,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,2887,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,1473,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,1205,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,429,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,158,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,400,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,712,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,394,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,308,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,11713,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,14001,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,5008,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,4318,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,4024,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,2820,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,1114,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,1482,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,2750,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,3817,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,3169,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,3701,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,3386,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,2091,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,1132,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,819,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,909,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,635,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,626,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,464,0.0,0.0
