TIMESTAMP,BD_OPEN_PRICE_USD,BD_HIGH_PRICE_USD,BD_LOW_PRICE_USD,BD_CLOSE_PRICE_USD,BD_VOLUME_USD,BD_DIVIDENDS_USD,BD_STOCK_SPLITS_USD
2024-03-01 00:00:00+00:00,8.399999933317304e-05,0.0007099999929778278,8.399999933317304e-05,0.0006350000039674342,390436,0.0,0.0
2024-03-02 00:00:00+00:00,0.0006319999811239541,0.0021879998967051506,0.0004720000142697245,0.0016349999932572246,756548,0.0,0.0
2024-03-03 00:00:00+00:00,0.0016240000259131193,0.002015999983996153,0.000742000003810972,0.001057000015862286,414261,0.0,0.0
2024-03-04 00:00:00+00:00,0.001057000015862286,0.0016899999463930726,0.0005099999834783375,0.0005709999823011458,250140,0.0,0.0
2024-03-05 00:00:00+00:00,0.0005709999823011458,0.0009379999828524888,0.0005489999894052744,0.0007430000114254653,122210,0.0,0.0
2024-03-06 00:00:00+00:00,0.0007430000114254653,0.004087999928742647,0.00021899999410379678,0.0003060000017285347,120855,0.0,0.0
2024-03-07 00:00:00+00:00,0.0003060000017285347,0.0004579999949783087,2.9999999242136255e-05,8.399999933317304e-05,104011,0.0,0.0
2024-03-08 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,6.800000119255856e-05,6.800000119255856e-05,1610,0.0,0.0
2024-03-09 00:00:00+00:00,6.800000119255856e-05,0.00010099999781232327,5.8000001445179805e-05,5.8000001445179805e-05,61,0.0,0.0
2024-03-10 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.500000042957254e-05,5.6000000768108293e-05,12,0.0,0.0
2024-03-11 00:00:00+00:00,5.6000000768108293e-05,0.00014200000441633165,5.6000000768108293e-05,0.00014200000441633165,12,0.0,0.0
2024-03-12 00:00:00+00:00,0.00014200000441633165,0.00014200000441633165,0.00014200000441633165,0.00014200000441633165,0,0.0,0.0
2024-03-13 00:00:00+00:00,0.00014200000441633165,0.00014200000441633165,6.199999916134402e-05,6.199999916134402e-05,202,0.0,0.0
2024-03-14 00:00:00+00:00,6.199999916134402e-05,0.00014200000441633165,6.199999916134402e-05,0.00014200000441633165,202,0.0,0.0
2024-03-15 00:00:00+00:00,0.00014200000441633165,0.00014200000441633165,5.500000042957254e-05,5.500000042957254e-05,28,0.0,0.0
2024-03-16 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.500000042957254e-05,5.700000110664405e-05,4,0.0,0.0
2024-03-17 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.700000110664405e-05,5.700000110664405e-05,4,0.0,0.0
2024-03-18 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.6000000768108293e-05,5.6000000768108293e-05,41,0.0,0.0
2024-03-19 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,4.8999998398358e-05,4.8999998398358e-05,333,0.0,0.0
2024-03-20 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2024-03-21 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2024-03-22 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,3.7000001611886546e-05,4.8000001697801054e-05,16,0.0,0.0
2024-03-23 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,16,0.0,0.0
2024-03-24 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.999999873689376e-05,279,0.0,0.0
2024-03-25 00:00:00+00:00,4.999999873689376e-05,5.6000000768108293e-05,4.999999873689376e-05,5.500000042957254e-05,23,0.0,0.0
2024-03-26 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.500000042957254e-05,5.500000042957254e-05,56,0.0,0.0
2024-03-27 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.8000001697801054e-05,4.8000001697801054e-05,6,0.0,0.0
2024-03-28 00:00:00+00:00,4.8000001697801054e-05,5.6000000768108293e-05,4.8000001697801054e-05,5.6000000768108293e-05,243,0.0,0.0
2024-03-29 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.400000009103678e-05,5.400000009103678e-05,91,0.0,0.0
2024-03-30 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,49,0.0,0.0
2024-03-31 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,38,0.0,0.0
2024-04-01 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,5.400000009103678e-05,0,0.0,0.0
2024-04-02 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,4.999999873689376e-05,4.999999873689376e-05,6,0.0,0.0
2024-04-03 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.999999873689376e-05,5.0999999075429514e-05,198,0.0,0.0
2024-04-04 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,1,0.0,0.0
2024-04-05 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.999999873689376e-05,5.0999999075429514e-05,10,0.0,0.0
2024-04-06 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.999999873689376e-05,4.999999873689376e-05,154,0.0,0.0
2024-04-07 00:00:00+00:00,4.999999873689376e-05,5.6000000768108293e-05,4.999999873689376e-05,5.6000000768108293e-05,465,0.0,0.0
2024-04-08 00:00:00+00:00,5.6000000768108293e-05,6.70000008540228e-05,5.400000009103678e-05,5.400000009103678e-05,1653,0.0,0.0
2024-04-09 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,5.2999999752501026e-05,5.2999999752501026e-05,44,0.0,0.0
2024-04-10 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.199999941396527e-05,55,0.0,0.0
2024-04-11 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,5.199999941396527e-05,5.2999999752501026e-05,84,0.0,0.0
2024-04-12 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.70000013592653e-05,4.8000001697801054e-05,112,0.0,0.0
2024-04-13 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,27,0.0,0.0
2024-04-14 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.5000000682193786e-05,4.5000000682193786e-05,1,0.0,0.0
2024-04-15 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.400000034365803e-05,4.400000034365803e-05,154,0.0,0.0
2024-04-16 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,24,0.0,0.0
2024-04-17 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,1,0.0,0.0
2024-04-18 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,1,0.0,0.0
2024-04-19 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,4.400000034365803e-05,17,0.0,0.0
