TIMESTAMP,SHROOM_OPEN_PRICE_USD,SHROOM_HIGH_PRICE_USD,SHROOM_LOW_PRICE_USD,SHROOM_CLOSE_PRICE_USD,SHROOM_VOLUME_USD,SHROOM_DIVIDENDS_USD,SHROOM_STOCK_SPLITS_USD
2020-09-04 00:00:00+00:00,0.029812999069690704,0.02993899956345558,0.024488000199198723,0.029830999672412872,1128058,0.0,0.0
2020-09-05 00:00:00+00:00,0.0298250000923872,0.029955999925732613,0.00980599969625473,0.0098860003054142,354016,0.0,0.0
2020-09-06 00:00:00+00:00,0.009875000454485416,0.009988999925553799,0.006291000172495842,0.006393000017851591,139461,0.0,0.0
2020-09-07 00:00:00+00:00,0.006393000017851591,0.007410999853163958,0.006045999936759472,0.006963999941945076,245471,0.0,0.0
2020-09-08 00:00:00+00:00,0.006965000182390213,0.007953999564051628,0.0047240001149475574,0.007938999682664871,124606,0.0,0.0
2020-09-09 00:00:00+00:00,0.007942000404000282,0.014399000443518162,0.007922000251710415,0.014348999597132206,181253,0.0,0.0
2020-09-10 00:00:00+00:00,0.014348999597132206,0.01724799908697605,0.011157999746501446,0.011157999746501446,73045,0.0,0.0
2020-09-11 00:00:00+00:00,0.011164000257849693,0.019262000918388367,0.010089999996125698,0.019255999475717545,291022,0.0,0.0
2020-09-12 00:00:00+00:00,0.01925400085747242,0.027712000533938408,0.01923700049519539,0.027712000533938408,167887,0.0,0.0
2020-09-13 00:00:00+00:00,0.027713999152183533,0.028164999559521675,0.019013000652194023,0.019231000915169716,102913,0.0,0.0
2020-09-14 00:00:00+00:00,0.019255999475717545,0.019443999975919724,0.012319999746978283,0.012334000319242477,141374,0.0,0.0
2020-09-15 00:00:00+00:00,0.012334000319242477,0.01660200022161007,0.011761000379920006,0.015255999751389027,49745,0.0,0.0
2020-09-16 00:00:00+00:00,0.015250000171363354,0.015250000171363354,0.011250999756157398,0.011486999690532684,28942,0.0,0.0
2020-09-17 00:00:00+00:00,0.01148299966007471,0.014694999903440475,0.011442000046372414,0.013850999996066093,21971,0.0,0.0
2020-09-18 00:00:00+00:00,0.013830999843776226,0.015990000218153,0.011156000196933746,0.01488099992275238,40918,0.0,0.0
2020-09-19 00:00:00+00:00,0.01488099992275238,0.02527100034058094,0.01488099992275238,0.025217000395059586,234453,0.0,0.0
2020-09-20 00:00:00+00:00,0.025245999917387962,0.026386000216007233,0.019758999347686768,0.0197759997099638,35045,0.0,0.0
2020-09-21 00:00:00+00:00,0.0197759997099638,0.04178899899125099,0.017020000144839287,0.04178899899125099,481494,0.0,0.0
2020-09-22 00:00:00+00:00,0.043783999979496,0.07762599736452103,0.043783999979496,0.07762599736452103,3544496,0.0,0.0
