TIMESTAMP,ASPIRIN_OPEN_PRICE_USD,ASPIRIN_HIGH_PRICE_USD,ASPIRIN_LOW_PRICE_USD,ASPIRIN_CLOSE_PRICE_USD,ASPIRIN_VOLUME_USD,ASPIRIN_DIVIDENDS_USD,ASPIRIN_STOCK_SPLITS_USD
2024-12-07 00:00:00+00:00,,,,0.0,362329,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,220272,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,35855,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,19690,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,23829,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,12299,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,9981,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,5598,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,4380,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,8909,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,4149,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,6401,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2790,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1070,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,842,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,565,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1768,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,7539,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,2359,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,878,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,486,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2932,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1298,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,2119,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,3224,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,2035,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2283,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,754,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1029,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,931,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1908,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,12377,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,2332,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,5193,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,220,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,239,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,277,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,939,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,938,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,1606,0.0,0.0
