TIMESTAMP,ASPIRIN_OPEN_PRICE_USD,ASPIRIN_HIGH_PRICE_USD,ASPIRIN_LOW_PRICE_USD,ASPIRIN_CLOSE_PRICE_USD,ASPIRIN_VOLUME_USD,ASPIRIN_DIVIDENDS_USD,ASPIRIN_STOCK_SPLITS_USD
2025-01-20 00:00:00+00:00,,,,0.0,929,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,398,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,603,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,375,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,270,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,230,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,188,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,252,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,127,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,243,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,830,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,286,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,656,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2191,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,130,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,290,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,99,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,218,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,8077,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-06-01 00:00:00+00:00,1.6253999827933047e-13,1.625402964349279e-13,1.6253999827933047e-13,1.625402964349279e-13,0,0.0,0.0
