TIMESTAMP,LOFI34187_OPEN_PRICE_USD,LOFI34187_HIGH_PRICE_USD,LOFI34187_LOW_PRICE_USD,LOFI34187_CLOSE_PRICE_USD,LOFI34187_VOLUME_USD,LOFI34187_DIVIDENDS_USD,LOFI34187_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,0.029148999601602554,0.03549100086092949,0.028880000114440918,0.03412200137972832,6712201,0.0,0.0
2024-12-04 00:00:00+00:00,0.03412400186061859,0.03631899878382683,0.030636999756097794,0.033649999648332596,6256250,0.0,0.0
2024-12-05 00:00:00+00:00,0.033649999648332596,0.0388140007853508,0.026304999366402626,0.038391999900341034,7781047,0.0,0.0
2024-12-06 00:00:00+00:00,0.03937099874019623,0.04185599833726883,0.03162200003862381,0.04182500019669533,6966737,0.0,0.0
2024-12-07 00:00:00+00:00,0.041776999831199646,0.06291499733924866,0.04160799831151962,0.06283599883317947,8865604,0.0,0.0
2024-12-08 00:00:00+00:00,0.06528200209140778,0.08179300278425217,0.06305400282144547,0.06913699954748154,9740688,0.0,0.0
2024-12-09 00:00:00+00:00,0.06913699954748154,0.0722460001707077,0.06128299981355667,0.06522499769926071,6684428,0.0,0.0
2024-12-10 00:00:00+00:00,0.06522499769926071,0.07131499797105789,0.05784900113940239,0.0668950006365776,7860781,0.0,0.0
2024-12-11 00:00:00+00:00,0.06691599637269974,0.09423500299453735,0.06284599751234055,0.09358099848031998,13398087,0.0,0.0
2024-12-12 00:00:00+00:00,0.0936020016670227,0.10537099838256836,0.08790399879217148,0.09221799671649933,7902576,0.0,0.0
2024-12-13 00:00:00+00:00,0.0919559970498085,0.221343994140625,0.09190300107002258,0.1933089941740036,22018520,0.0,0.0
2024-12-14 00:00:00+00:00,0.19255900382995605,0.20494000613689423,0.15341900289058685,0.1852719932794571,14904319,0.0,0.0
2024-12-15 00:00:00+00:00,0.18396300077438354,0.2530759871006012,0.15985199809074402,0.21386800706386566,13799134,0.0,0.0
2024-12-16 00:00:00+00:00,0.21350200474262238,0.22067099809646606,0.1701209992170334,0.18456299602985382,12308768,0.0,0.0
2024-12-17 00:00:00+00:00,0.18497900664806366,0.18638299405574799,0.1636279970407486,0.1791660040616989,9999352,0.0,0.0
2024-12-18 00:00:00+00:00,0.1797890067100525,0.19898100197315216,0.12348800152540207,0.17289400100708008,14733183,0.0,0.0
2024-12-19 00:00:00+00:00,0.17289400100708008,0.20087599754333496,0.15441900491714478,0.16103099286556244,9756444,0.0,0.0
2024-12-20 00:00:00+00:00,0.16050300002098083,0.17964300513267517,0.121847003698349,0.17218400537967682,10938339,0.0,0.0
2024-12-21 00:00:00+00:00,0.17218400537967682,0.17931300401687622,0.13462400436401367,0.13573099672794342,6701479,0.0,0.0
2024-12-22 00:00:00+00:00,0.13573099672794342,0.14738500118255615,0.1286119967699051,0.1357090026140213,5648614,0.0,0.0
2024-12-23 00:00:00+00:00,0.1357090026140213,0.15482200682163239,0.12787500023841858,0.15482200682163239,6671037,0.0,0.0
2024-12-24 00:00:00+00:00,0.15482200682163239,0.173444002866745,0.15137900412082672,0.15550799667835236,6274122,0.0,0.0
2024-12-25 00:00:00+00:00,0.15550799667835236,0.1677200049161911,0.1509619951248169,0.15521399676799774,4840687,0.0,0.0
2024-12-26 00:00:00+00:00,0.15521399676799774,0.15609799325466156,0.1323920041322708,0.13390199840068817,4649934,0.0,0.0
2024-12-27 00:00:00+00:00,0.13390199840068817,0.14211100339889526,0.11126399785280228,0.11231900006532669,4194144,0.0,0.0
2024-12-28 00:00:00+00:00,0.11231900006532669,0.14666099846363068,0.10022299736738205,0.14436399936676025,5459864,0.0,0.0
2024-12-29 00:00:00+00:00,0.14436399936676025,0.1457740068435669,0.12766000628471375,0.129830002784729,3981105,0.0,0.0
2024-12-30 00:00:00+00:00,0.129830002784729,0.1428930014371872,0.12444999814033508,0.12780900299549103,4692481,0.0,0.0
2024-12-31 00:00:00+00:00,0.12780900299549103,0.13334999978542328,0.11742199957370758,0.12664000689983368,4525101,0.0,0.0
2025-01-01 00:00:00+00:00,0.12664000689983368,0.13189899921417236,0.11748600006103516,0.11910399794578552,4445398,0.0,0.0
2025-01-02 00:00:00+00:00,0.11910399794578552,0.14138199388980865,0.10703100264072418,0.11689600348472595,6939986,0.0,0.0
2025-01-03 00:00:00+00:00,0.11689600348472595,0.16035400331020355,0.11356399953365326,0.139847993850708,10854735,0.0,0.0
2025-01-04 00:00:00+00:00,0.139847993850708,0.18269099295139313,0.13030900061130524,0.17850099503993988,10039915,0.0,0.0
2025-01-05 00:00:00+00:00,0.17850099503993988,0.18295300006866455,0.15860000252723694,0.16732600331306458,6040249,0.0,0.0
2025-01-06 00:00:00+00:00,0.16732600331306458,0.1699959933757782,0.1499820053577423,0.16126100718975067,7385701,0.0,0.0
2025-01-07 00:00:00+00:00,0.16126100718975067,0.17168499529361725,0.13143299520015717,0.1357640027999878,11728948,0.0,0.0
2025-01-08 00:00:00+00:00,0.1357640027999878,0.14824999868869781,0.12178599834442139,0.13070900738239288,9592831,0.0,0.0
2025-01-09 00:00:00+00:00,0.13070900738239288,0.1355700045824051,0.10234600305557251,0.12311200052499771,7400005,0.0,0.0
2025-01-10 00:00:00+00:00,0.12311200052499771,0.15605799853801727,0.1201850026845932,0.14408700168132782,9564655,0.0,0.0
2025-01-11 00:00:00+00:00,0.14408700168132782,0.14818799495697021,0.12941700220108032,0.13650399446487427,7238949,0.0,0.0
2025-01-12 00:00:00+00:00,0.13650399446487427,0.13687099516391754,0.12131199985742569,0.12233699858188629,4916948,0.0,0.0
2025-01-13 00:00:00+00:00,0.12233699858188629,0.12392199784517288,0.10040300339460373,0.1171329990029335,12067089,0.0,0.0
2025-01-14 00:00:00+00:00,0.1171329990029335,0.12281399965286255,0.10451000183820724,0.11006200313568115,17631396,0.0,0.0
2025-01-15 00:00:00+00:00,0.11006200313568115,0.13862699270248413,0.10901500284671783,0.13724200427532196,13982852,0.0,0.0
2025-01-16 00:00:00+00:00,0.13724400103092194,0.15671999752521515,0.1233920007944107,0.1501220017671585,18250572,0.0,0.0
2025-01-17 00:00:00+00:00,0.1487639993429184,0.15033499896526337,0.1294099986553192,0.1298139989376068,18851096,0.0,0.0
2025-01-18 00:00:00+00:00,0.1298139989376068,0.1298159956932068,0.0998150035738945,0.10706699639558792,15181890,0.0,0.0
2025-01-19 00:00:00+00:00,0.10706699639558792,0.10746099799871445,0.04948600009083748,0.07218299806118011,30248627,0.0,0.0
2025-01-20 00:00:00+00:00,0.07215999811887741,0.07913099974393845,0.06001000106334686,0.06657499819993973,26804353,0.0,0.0
