TIMESTAMP,OAKMONT_OPEN_PRICE_USD,OAKMONT_HIGH_PRICE_USD,OAKMONT_LOW_PRICE_USD,OAKMONT_CLOSE_PRICE_USD,OAKMONT_VOLUME_USD,OAKMONT_DIVIDENDS_USD,OAKMONT_STOCK_SPLITS_USD
2025-01-09 00:00:00+00:00,0.00011000000085914508,0.00016199999663513154,5.999999848427251e-05,0.00015700000221841037,19541,0.0,0.0
2025-01-10 00:00:00+00:00,0.00015700000221841037,0.0002739999908953905,0.00014800000644754618,0.0001939999929163605,36036,0.0,0.0
2025-01-11 00:00:00+00:00,0.0001939999929163605,0.00020199999562464654,0.00012799999967683107,0.00013099999341648072,19368,0.0,0.0
2025-01-12 00:00:00+00:00,0.00013099999341648072,0.00013099999341648072,9.899999713525176e-05,9.899999713525176e-05,8671,0.0,0.0
2025-01-13 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,7.599999662488699e-05,8.800000068731606e-05,3819,0.0,0.0
2025-01-14 00:00:00+00:00,8.800000068731606e-05,9.500000305706635e-05,8.600000001024455e-05,8.600000001024455e-05,1437,0.0,0.0
2025-01-15 00:00:00+00:00,8.600000001024455e-05,8.900000102585182e-05,7.999999797903001e-05,8.900000102585182e-05,3094,0.0,0.0
2025-01-16 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,7.400000322377309e-05,7.500000356230885e-05,3885,0.0,0.0
2025-01-17 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,6.600000051548705e-05,6.70000008540228e-05,4674,0.0,0.0
2025-01-18 00:00:00+00:00,6.70000008540228e-05,9.699999645818025e-05,6.70000008540228e-05,9.200000204145908e-05,4312,0.0,0.0
2025-01-19 00:00:00+00:00,9.200000204145908e-05,0.00013600000238511711,8.299999899463728e-05,9.500000305706635e-05,7644,0.0,0.0
2025-01-20 00:00:00+00:00,9.500000305706635e-05,9.7999996796716e-05,6.600000051548705e-05,6.800000119255856e-05,2100,0.0,0.0
2025-01-21 00:00:00+00:00,6.800000119255856e-05,0.00011000000085914508,6.299999949987978e-05,9.200000204145908e-05,8073,0.0,0.0
2025-01-22 00:00:00+00:00,9.200000204145908e-05,0.00010099999781232327,8.399999933317304e-05,8.399999933317304e-05,2763,0.0,0.0
2025-01-23 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,6.299999949987978e-05,6.399999983841553e-05,4923,0.0,0.0
2025-01-24 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,6.299999949987978e-05,6.500000017695129e-05,4502,0.0,0.0
2025-01-25 00:00:00+00:00,6.500000017695129e-05,7.200000254670158e-05,6.500000017695129e-05,6.800000119255856e-05,2606,0.0,0.0
2025-01-26 00:00:00+00:00,6.800000119255856e-05,8.70000003487803e-05,5.999999848427251e-05,5.999999848427251e-05,9251,0.0,0.0
2025-01-27 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.400000009103678e-05,5.400000009103678e-05,1280,0.0,0.0
2025-01-28 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.400000009103678e-05,5.400000009103678e-05,1081,0.0,0.0
2025-01-29 00:00:00+00:00,5.400000009103678e-05,6.399999983841553e-05,5.400000009103678e-05,6.199999916134402e-05,3096,0.0,0.0
2025-01-30 00:00:00+00:00,6.199999916134402e-05,6.800000119255856e-05,6.199999916134402e-05,6.70000008540228e-05,792,0.0,0.0
2025-01-31 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,5.999999848427251e-05,5.999999848427251e-05,751,0.0,0.0
2025-02-01 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.6000000768108293e-05,5.6000000768108293e-05,240,0.0,0.0
2025-02-02 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,4.199999966658652e-05,4.199999966658652e-05,557,0.0,0.0
2025-02-03 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.9999998989515007e-05,4.199999966658652e-05,539,0.0,0.0
2025-02-04 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.600000127335079e-05,3.600000127335079e-05,1152,0.0,0.0
2025-02-05 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.400000059627928e-05,3.400000059627928e-05,41,0.0,0.0
2025-02-06 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,353,0.0,0.0
2025-02-07 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,258,0.0,0.0
2025-02-08 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,588,0.0,0.0
2025-02-09 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,1.8999999156221747e-05,1.8999999156221747e-05,2620,0.0,0.0
2025-02-10 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,2234,0.0,0.0
2025-02-11 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,283,0.0,0.0
2025-02-12 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,1,0.0,0.0
2025-02-13 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,164,0.0,0.0
2025-02-14 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.4000000192027073e-05,222,0.0,0.0
2025-02-15 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,2,0.0,0.0
2025-02-16 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,0,0.0,0.0
2025-02-17 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,20,0.0,0.0
2025-02-18 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,489,0.0,0.0
2025-02-19 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,3,0.0,0.0
2025-02-20 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,0,0.0,0.0
2025-02-21 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,0,0.0,0.0
