TIMESTAMP,VERI_OPEN_PRICE_USD,VERI_HIGH_PRICE_USD,VERI_LOW_PRICE_USD,VERI_CLOSE_PRICE_USD,VERI_VOLUME_USD,VERI_DIVIDENDS_USD,VERI_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,70.3228988647461,83.37480163574219,69.8551025390625,74.41010284423828,469943,0.0,0.0
2017-11-10 00:00:00+00:00,75.10299682617188,79.07319641113281,67.10929870605469,69.49189758300781,268427,0.0,0.0
2017-11-11 00:00:00+00:00,69.28369903564453,76.143798828125,65.46050262451172,71.6187973022461,392282,0.0,0.0
2017-11-12 00:00:00+00:00,71.61830139160156,75.16950225830078,62.78889846801758,65.93299865722656,302348,0.0,0.0
2017-11-13 00:00:00+00:00,66.03610229492188,72.33879852294922,65.27339935302734,72.08049774169922,362643,0.0,0.0
2017-11-14 00:00:00+00:00,72.0968017578125,80.73500061035156,72.0968017578125,78.91069793701172,443397,0.0,0.0
2017-11-15 00:00:00+00:00,78.95480346679688,86.59049987792969,77.2074966430664,83.19419860839844,525776,0.0,0.0
2017-11-16 00:00:00+00:00,83.19149780273438,111.89800262451172,82.44090270996094,99.41179656982422,775330,0.0,0.0
2017-11-17 00:00:00+00:00,99.30940246582031,105.36399841308594,93.65630340576172,104.4749984741211,664781,0.0,0.0
2017-11-18 00:00:00+00:00,104.61299896240234,113.09200286865234,98.72930145263672,112.37899780273438,527856,0.0,0.0
2017-11-19 00:00:00+00:00,112.1050033569336,124.49099731445312,108.88099670410156,109.61699676513672,515638,0.0,0.0
2017-11-20 00:00:00+00:00,109.60800170898438,114.56099700927734,97.92389678955078,102.96600341796875,634032,0.0,0.0
2017-11-21 00:00:00+00:00,102.83699798583984,102.83699798583984,89.72669982910156,89.78520202636719,568294,0.0,0.0
2017-11-22 00:00:00+00:00,89.91850280761719,97.11509704589844,86.13990020751953,92.47859954833984,432472,0.0,0.0
2017-11-23 00:00:00+00:00,92.64129638671875,100.28199768066406,86.54570007324219,89.19930267333984,508324,0.0,0.0
2017-11-24 00:00:00+00:00,90.44819641113281,98.59629821777344,86.595703125,90.6417007446289,499804,0.0,0.0
