TIMESTAMP,CATI33057_OPEN_PRICE_USD,CATI33057_HIGH_PRICE_USD,CATI33057_LOW_PRICE_USD,CATI33057_CLOSE_PRICE_USD,CATI33057_VOLUME_USD,CATI33057_DIVIDENDS_USD,CATI33057_STOCK_SPLITS_USD
2024-09-18 00:00:00+00:00,,,,0.0,191994,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,125348,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,258064,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,43616,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,28117,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,15634,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,11754,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,8773,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,5225,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,2053,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,5931,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,1529,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,1328,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,1772,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,599,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,2397,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,1252,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,775,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,178,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,597,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,969,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,849,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,997,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,2377,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,1220,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,1167,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,540,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,660,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,12942,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,8413,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,4154,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,7660,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,4204,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,3095,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,4442,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,1175,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,596,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1658,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,849,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,1802,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,434,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,1988,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,668,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,734,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,533,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,190,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,753,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,448,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,779,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,163,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,525,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,341,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,329,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,544,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,683,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,6297,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,1700,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,372,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,652,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,611,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,581,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,494,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,7215,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,80550,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,5954,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2112,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,3196,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,4387,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,2487,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,3354,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,656,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,4684,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,1597,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,5330,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,3167,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,6865,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,5193,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,1576,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,3356,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1483,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,8402,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1250,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1084,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,2163,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1694,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,554,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1025,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,522,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,267,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1912,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,980,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,697,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,505,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,496,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1313,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1141,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,538,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,313,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,325,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,587,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,774,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1194,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,88,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,459,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,497,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,759,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,348,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,82,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,177,0.0,0.0
