TIMESTAMP,BUILD21113_OPEN_PRICE_USD,BUILD21113_HIGH_PRICE_USD,BUILD21113_LOW_PRICE_USD,BUILD21113_CLOSE_PRICE_USD,BUILD21113_VOLUME_USD,BUILD21113_DIVIDENDS_USD,BUILD21113_STOCK_SPLITS_USD
2022-07-27 00:00:00+00:00,0.0011080000549554825,0.0011660000309348106,0.0010979999788105488,0.00113800005055964,937,0.0,0.0
2022-07-28 00:00:00+00:00,0.00113800005055964,0.001196000026538968,0.0011060000397264957,0.001164000015705824,4892,0.0,0.0
2022-07-29 00:00:00+00:00,0.001164000015705824,0.0011899999808520079,0.0010939999483525753,0.0011739999754354358,3939,0.0,0.0
2022-07-30 00:00:00+00:00,0.0011739999754354358,0.001196000026538968,0.0011109999613836408,0.0011180000146850944,3719,0.0,0.0
2022-07-31 00:00:00+00:00,0.0011180000146850944,0.001133000012487173,0.0010989999864250422,0.0011269999668002129,618,0.0,0.0
2022-08-01 00:00:00+00:00,0.0011269999668002129,0.0011399999493733048,0.0010760000441223383,0.0011030000168830156,486,0.0,0.0
2022-08-02 00:00:00+00:00,0.0011030000168830156,0.0011500000255182385,0.0010730000212788582,0.001142999972216785,2096,0.0,0.0
2022-08-03 00:00:00+00:00,0.001142999972216785,0.0011660000309348106,0.0011259999591857195,0.0011289999820291996,2747,0.0,0.0
2022-08-04 00:00:00+00:00,0.0011289999820291996,0.001158999977633357,0.0010989999864250422,0.0011360000353306532,2826,0.0,0.0
2022-08-05 00:00:00+00:00,0.0011360000353306532,0.0011749999830499291,0.0011289999820291996,0.0011749999830499291,7070,0.0,0.0
2022-08-06 00:00:00+00:00,0.0011749999830499291,0.0011790000135079026,0.0011409999569877982,0.001145999995060265,39150,0.0,0.0
2022-08-07 00:00:00+00:00,0.001145999995060265,0.00120900000911206,0.0010779999429360032,0.0010890000266954303,27110,0.0,0.0
2022-08-08 00:00:00+00:00,0.001095999963581562,0.0012009999481961131,0.0010689999908208847,0.0011249999515712261,31942,0.0,0.0
2022-08-09 00:00:00+00:00,0.0011259999591857195,0.0011500000255182385,0.0010519999777898192,0.0011099999537691474,29965,0.0,0.0
2022-08-10 00:00:00+00:00,0.0011099999537691474,0.0011419999646022916,0.0010420000180602074,0.0011190000222995877,16653,0.0,0.0
2022-08-11 00:00:00+00:00,0.001117000007070601,0.001142999972216785,0.0010639999527484179,0.0010969999711960554,12500,0.0,0.0
2022-08-12 00:00:00+00:00,0.0010969999711960554,0.0011239999439567327,0.0010450000409036875,0.0010509999701753259,19365,0.0,0.0
2022-08-13 00:00:00+00:00,0.0010519999777898192,0.00113800005055964,0.00101200002245605,0.0010519999777898192,77503,0.0,0.0
2022-08-14 00:00:00+00:00,0.0010519999777898192,0.001142999972216785,0.0010489999549463391,0.0010900000343099236,28275,0.0,0.0
2022-08-15 00:00:00+00:00,0.0010890000266954303,0.0011060000397264957,0.0010509999701753259,0.0010969999711960554,34644,0.0,0.0
2022-08-16 00:00:00+00:00,0.0010969999711960554,0.001101000001654029,0.001044000033289194,0.001066999975591898,26272,0.0,0.0
2022-08-17 00:00:00+00:00,0.001066999975591898,0.0010860000038519502,0.0010359999723732471,0.001066999975591898,23836,0.0,0.0
