TIMESTAMP,FUNDX_OPEN_PRICE_USD,FUNDX_HIGH_PRICE_USD,FUNDX_LOW_PRICE_USD,FUNDX_CLOSE_PRICE_USD,FUNDX_VOLUME_USD,FUNDX_DIVIDENDS_USD,FUNDX_STOCK_SPLITS_USD
2021-05-11 00:00:00+00:00,3985.877685546875,4171.94140625,3985.877685546875,4162.44775390625,265498,0.0,0.0
2021-05-12 00:00:00+00:00,4162.44775390625,4362.3505859375,3824.9140625,3824.9140625,390840,0.0,0.0
2021-05-13 00:00:00+00:00,3785.8486328125,4032.5634765625,3549.4072265625,3720.355712890625,380156,0.0,0.0
2021-05-14 00:00:00+00:00,3715.1484375,4171.01708984375,3703.39990234375,4076.099609375,416507,0.0,0.0
2021-05-15 00:00:00+00:00,4079.057373046875,4129.185546875,3646.040771484375,3647.669677734375,372729,0.0,0.0
2021-05-16 00:00:00+00:00,3638.1220703125,3878.89599609375,3350.95166015625,3586.125,366440,0.0,0.0
2021-05-17 00:00:00+00:00,3587.506103515625,3587.765625,3128.696044921875,3264.118896484375,684157,0.0,0.0
2021-05-18 00:00:00+00:00,3279.443603515625,3559.259033203125,3243.482421875,3377.028076171875,707823,0.0,0.0
2021-05-19 00:00:00+00:00,3377.028076171875,3434.841552734375,1952.2650146484375,2476.5361328125,264941,0.0,0.0
2021-05-20 00:00:00+00:00,2460.43310546875,2992.845947265625,2170.011962890625,2778.74755859375,175188,0.0,0.0
2021-05-21 00:00:00+00:00,2784.015625,2937.911376953125,2113.1357421875,2428.29248046875,29387,0.0,0.0
2021-05-22 00:00:00+00:00,2430.37841796875,2610.666259765625,2278.69873046875,2411.2900390625,641157,0.0,0.0
2021-05-23 00:00:00+00:00,2412.78662109375,2506.0166015625,1824.5159912109375,2219.313720703125,772180,0.0,0.0
2021-05-24 00:00:00+00:00,2215.269775390625,2807.561767578125,2195.380615234375,2774.38427734375,1931355,0.0,0.0
2021-05-25 00:00:00+00:00,2777.09228515625,2889.43701171875,2515.2705078125,2845.4365234375,372881,0.0,0.0
2021-05-26 00:00:00+00:00,2855.76416015625,3061.621337890625,2674.46630859375,2885.947998046875,1331071,0.0,0.0
2021-05-27 00:00:00+00:00,2888.409912109375,2888.463623046875,2642.343505859375,2738.28564453125,904005,0.0,0.0
2021-05-28 00:00:00+00:00,2736.21484375,2761.087158203125,2330.520263671875,2412.97119140625,496008,0.0,0.0
2021-05-29 00:00:00+00:00,2408.031982421875,2566.681884765625,2208.27001953125,2277.212646484375,627388,0.0,0.0
2021-05-30 00:00:00+00:00,2278.060791015625,2471.940673828125,2188.61572265625,2387.53125,250559,0.0,0.0
2021-05-31 00:00:00+00:00,2386.7197265625,2674.979248046875,2276.0859375,2656.22900390625,681379,0.0,0.0
2021-06-01 00:00:00+00:00,2664.71875,2689.052490234375,2488.130859375,2590.496826171875,399785,0.0,0.0
2021-06-02 00:00:00+00:00,2592.698974609375,2762.1728515625,2515.792724609375,2675.471923828125,564749,0.0,0.0
2021-06-03 00:00:00+00:00,2672.29833984375,2862.342529296875,2634.338134765625,2825.38818359375,564229,0.0,0.0
2021-06-04 00:00:00+00:00,2826.5751953125,2828.593994140625,2537.010986328125,2665.233642578125,130197,0.0,0.0
2021-06-05 00:00:00+00:00,2664.8076171875,2792.972900390625,2535.97705078125,2605.13134765625,127261,0.0,0.0
2021-06-06 00:00:00+00:00,2607.690673828125,2719.5732421875,2593.40185546875,2699.232421875,278871,0.0,0.0
