TIMESTAMP,DNFLX_OPEN_PRICE_USD,DNFLX_HIGH_PRICE_USD,DNFLX_LOW_PRICE_USD,DNFLX_CLOSE_PRICE_USD,DNFLX_VOLUME_USD,DNFLX_DIVIDENDS_USD,DNFLX_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,423.55029296875,424.8524475097656,413.6591796875,417.53961181640625,138881,0.0,0.0
2022-03-25 00:00:00+00:00,417.53961181640625,421.8072204589844,409.946533203125,421.0184326171875,101204,0.0,0.0
2022-03-26 00:00:00+00:00,421.0184326171875,422.2314453125,399.34344482421875,404.07080078125,132294,0.0,0.0
2022-03-27 00:00:00+00:00,404.07080078125,409.9794921875,400.6145935058594,404.2262878417969,20735,0.0,0.0
2022-03-28 00:00:00+00:00,404.2262878417969,407.6811828613281,381.3359375,399.9125061035156,179974,0.0,0.0
2022-03-29 00:00:00+00:00,399.9125061035156,431.970458984375,376.1815490722656,415.4732666015625,273931,0.0,0.0
2022-03-30 00:00:00+00:00,415.4732666015625,434.814208984375,401.0887756347656,418.4016418457031,304316,0.0,0.0
2022-03-31 00:00:00+00:00,418.4016418457031,445.4088439941406,378.234130859375,412.2738037109375,465102,0.0,0.0
2022-04-01 00:00:00+00:00,412.2738037109375,417.8636779785156,364.6666259765625,374.8757019042969,129512,0.0,0.0
2022-04-02 00:00:00+00:00,374.8757019042969,394.3726501464844,366.5223388671875,370.3670654296875,23729,0.0,0.0
2022-04-03 00:00:00+00:00,370.3670654296875,399.6476745605469,369.0097961425781,396.01629638671875,62832,0.0,0.0
2022-04-04 00:00:00+00:00,396.01629638671875,413.1232604980469,386.7101135253906,409.21527099609375,117537,0.0,0.0
2022-04-05 00:00:00+00:00,409.21527099609375,415.9103698730469,390.404541015625,392.39434814453125,154170,0.0,0.0
2022-04-06 00:00:00+00:00,392.39434814453125,405.9439697265625,382.45611572265625,388.8015441894531,275429,0.0,0.0
2022-04-07 00:00:00+00:00,388.8015441894531,399.1667175292969,376.37939453125,383.5091247558594,81007,0.0,0.0
