TIMESTAMP,AMERICAI_OPEN_PRICE_USD,AMERICAI_HIGH_PRICE_USD,AMERICAI_LOW_PRICE_USD,AMERICAI_CLOSE_PRICE_USD,AMERICAI_VOLUME_USD,AMERICAI_DIVIDENDS_USD,AMERICAI_STOCK_SPLITS_USD
2025-03-26 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,275,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,901,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,376,0.0,0.0
2025-06-01 00:00:00+00:00,9.845299759909248e-14,9.845299759909248e-14,9.422099737791192e-14,9.657738205080119e-14,10,0.0,0.0
