TIMESTAMP,QIE_OPEN_PRICE_USD,QIE_HIGH_PRICE_USD,QIE_LOW_PRICE_USD,QIE_CLOSE_PRICE_USD,QIE_VOLUME_USD,QIE_DIVIDENDS_USD,QIE_STOCK_SPLITS_USD
2022-09-28 00:00:00+00:00,0.16489599645137787,0.16489799320697784,0.1249919980764389,0.12509700655937195,7366,0.0,0.0
2022-09-29 00:00:00+00:00,0.1251000016927719,0.2354079931974411,0.1086919978260994,0.1376110017299652,10438,0.0,0.0
2022-09-30 00:00:00+00:00,0.13761000335216522,0.17991399765014648,0.09870400279760361,0.12110599875450134,3161,0.0,0.0
2022-10-01 00:00:00+00:00,0.12110699713230133,0.16690899431705475,0.09890300035476685,0.13990600407123566,3366,0.0,0.0
2022-10-02 00:00:00+00:00,0.13990600407123566,0.145905002951622,0.10150499641895294,0.11370699852705002,1219,0.0,0.0
2022-10-03 00:00:00+00:00,0.11370600014925003,0.14501099288463593,0.11370199918746948,0.11731000244617462,2994,0.0,0.0
2022-10-04 00:00:00+00:00,0.11731100082397461,0.13522900640964508,0.11511500179767609,0.11992999911308289,6148,0.0,0.0
2022-10-05 00:00:00+00:00,0.11992999911308289,0.19872400164604187,0.11522100120782852,0.17881900072097778,7736,0.0,0.0
2022-10-06 00:00:00+00:00,0.17881900072097778,0.20003199577331543,0.1375180035829544,0.16342300176620483,4060,0.0,0.0
2022-10-07 00:00:00+00:00,0.16342100501060486,0.20141899585723877,0.16342100501060486,0.19632400572299957,18559,0.0,0.0
2022-10-08 00:00:00+00:00,0.19632400572299957,0.19732700288295746,0.18991899490356445,0.19371600449085236,22258,0.0,0.0
2022-10-09 00:00:00+00:00,0.19371500611305237,0.2057339996099472,0.19351300597190857,0.2022320032119751,23306,0.0,0.0
2022-10-10 00:00:00+00:00,0.2022320032119751,0.20912699401378632,0.1739960014820099,0.174003005027771,20468,0.0,0.0
2022-10-11 00:00:00+00:00,0.174002006649971,0.1998099982738495,0.05839499831199646,0.093190997838974,45484,0.0,0.0
