TIMESTAMP,MIST9218_OPEN_PRICE_USD,MIST9218_HIGH_PRICE_USD,MIST9218_LOW_PRICE_USD,MIST9218_CLOSE_PRICE_USD,MIST9218_VOLUME_USD,MIST9218_DIVIDENDS_USD,MIST9218_STOCK_SPLITS_USD
2021-04-21 00:00:00+00:00,0.06378400325775146,0.1433809995651245,0.06080000102519989,0.10521499812602997,3536268,0.0,0.0
2021-04-22 00:00:00+00:00,0.10517899692058563,0.15504099428653717,0.09414800256490707,0.10304900258779526,3456803,0.0,0.0
2021-04-23 00:00:00+00:00,0.10302700102329254,0.10789299756288528,0.08026999980211258,0.09506099671125412,1099541,0.0,0.0
2021-04-24 00:00:00+00:00,0.09511300176382065,0.11255999654531479,0.08774299919605255,0.09463199973106384,568873,0.0,0.0
2021-04-25 00:00:00+00:00,0.09461899846792221,0.10051999986171722,0.07729600369930267,0.08213599771261215,587891,0.0,0.0
2021-04-26 00:00:00+00:00,0.08230199664831161,0.08798500150442123,0.06587400287389755,0.07432500272989273,814645,0.0,0.0
2021-04-27 00:00:00+00:00,0.07447099685668945,0.08981399983167648,0.06407900154590607,0.07824599742889404,744274,0.0,0.0
2021-04-28 00:00:00+00:00,0.07803600281476974,0.08466699719429016,0.06911999732255936,0.07197099924087524,311447,0.0,0.0
2021-04-29 00:00:00+00:00,0.0719740018248558,0.08502499759197235,0.06705299764871597,0.06736800074577332,534820,0.0,0.0
2021-04-30 00:00:00+00:00,0.06732799857854843,0.0742579996585846,0.06392800062894821,0.07129199802875519,237720,0.0,0.0
2021-05-01 00:00:00+00:00,0.07139900326728821,0.07415000349283218,0.06378500163555145,0.06845299899578094,301537,0.0,0.0
2021-05-02 00:00:00+00:00,0.06835100054740906,0.07744699716567993,0.06835100054740906,0.07241900265216827,287641,0.0,0.0
2021-05-03 00:00:00+00:00,0.0724639967083931,0.0765480026602745,0.06548500061035156,0.07026199996471405,224189,0.0,0.0
2021-05-04 00:00:00+00:00,0.0699860006570816,0.07640399783849716,0.06722699850797653,0.07269400358200073,315774,0.0,0.0
2021-05-05 00:00:00+00:00,0.07274799793958664,0.1283079981803894,0.07236599922180176,0.1217769980430603,1124890,0.0,0.0
