TIMESTAMP,WECO_OPEN_PRICE_USD,WECO_HIGH_PRICE_USD,WECO_LOW_PRICE_USD,WECO_CLOSE_PRICE_USD,WECO_VOLUME_USD,WECO_DIVIDENDS_USD,WECO_STOCK_SPLITS_USD
2023-05-23 00:00:00+00:00,1.2000000424450263e-05,1.700000029813964e-05,9.999999747378752e-06,1.1000000085914508e-05,37332,0.0,0.0
2023-05-24 00:00:00+00:00,1.1000000085914508e-05,1.700000029813964e-05,1.1000000085914508e-05,1.2999999853491317e-05,29259,0.0,0.0
2023-05-25 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4999999621068127e-05,14837,0.0,0.0
2023-05-26 00:00:00+00:00,1.4999999621068127e-05,3.9999998989515007e-05,1.4000000192027073e-05,2.700000004551839e-05,99790,0.0,0.0
2023-05-27 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.499999936844688e-05,2.9000000722589903e-05,16787,0.0,0.0
2023-05-28 00:00:00+00:00,2.9000000722589903e-05,5.500000042957254e-05,2.9000000722589903e-05,5.199999941396527e-05,87449,0.0,0.0
2023-05-29 00:00:00+00:00,5.199999941396527e-05,6.600000051548705e-05,3.899999865097925e-05,4.3000000005122274e-05,97363,0.0,0.0
2023-05-30 00:00:00+00:00,4.3000000005122274e-05,5.2999999752501026e-05,4.3000000005122274e-05,4.70000013592653e-05,23788,0.0,0.0
2023-05-31 00:00:00+00:00,4.70000013592653e-05,5.199999941396527e-05,2.8000000384054147e-05,3.7999998312443495e-05,43353,0.0,0.0
2023-06-01 00:00:00+00:00,3.7999998312443495e-05,4.8999998398358e-05,3.199999991920777e-05,3.9999998989515007e-05,29041,0.0,0.0
2023-06-02 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.7999998312443495e-05,4.099999932805076e-05,23577,0.0,0.0
2023-06-03 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.8000000384054147e-05,2.9999999242136255e-05,22119,0.0,0.0
2023-06-04 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.5999999706982635e-05,2.9000000722589903e-05,41927,0.0,0.0
2023-06-05 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.2000000171829015e-05,2.5999999706982635e-05,15441,0.0,0.0
2023-06-06 00:00:00+00:00,2.5999999706982635e-05,3.5000000934815034e-05,2.4000000848900527e-05,2.700000004551839e-05,52240,0.0,0.0
2023-06-07 00:00:00+00:00,2.8000000384054147e-05,3.600000127335079e-05,2.2000000171829015e-05,3.099999958067201e-05,69406,0.0,0.0
2023-06-08 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.5999999706982635e-05,2.5999999706982635e-05,17525,0.0,0.0
2023-06-09 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.099999983329326e-05,2.300000051036477e-05,21500,0.0,0.0
2023-06-10 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.5999999959603883e-05,1.8000000636675395e-05,25478,0.0,0.0
2023-06-11 00:00:00+00:00,1.8000000636675395e-05,2.8000000384054147e-05,1.8000000636675395e-05,2.300000051036477e-05,25288,0.0,0.0
2023-06-12 00:00:00+00:00,2.300000051036477e-05,2.9000000722589903e-05,1.8999999156221747e-05,2.700000004551839e-05,17430,0.0,0.0
2023-06-13 00:00:00+00:00,2.700000004551839e-05,3.099999958067201e-05,2.499999936844688e-05,2.9999999242136255e-05,9275,0.0,0.0
2023-06-14 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.5999999706982635e-05,2.700000004551839e-05,6734,0.0,0.0
2023-06-15 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,5246,0.0,0.0
2023-06-16 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.300000051036477e-05,2.499999936844688e-05,6838,0.0,0.0
2023-06-17 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.4999999621068127e-05,2.099999983329326e-05,19805,0.0,0.0
2023-06-18 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.700000029813964e-05,1.9999999494757503e-05,22708,0.0,0.0
2023-06-19 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.8999999156221747e-05,2.2000000171829015e-05,10028,0.0,0.0
2023-06-20 00:00:00+00:00,2.2000000171829015e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.5999999706982635e-05,15509,0.0,0.0
2023-06-21 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,4206,0.0,0.0
2023-06-22 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.8999999156221747e-05,2.2000000171829015e-05,9910,0.0,0.0
2023-06-23 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,12551,0.0,0.0
2023-06-24 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8000000636675395e-05,2.2000000171829015e-05,12253,0.0,0.0
2023-06-25 00:00:00+00:00,2.2000000171829015e-05,2.499999936844688e-05,2.099999983329326e-05,2.300000051036477e-05,13660,0.0,0.0
2023-06-26 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.2000000171829015e-05,5143,0.0,0.0
2023-06-27 00:00:00+00:00,2.2000000171829015e-05,5.2999999752501026e-05,2.2000000171829015e-05,3.9999998989515007e-05,97871,0.0,0.0
2023-06-28 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2023-06-29 00:00:00+00:00,2.5999999706982635e-05,4.3000000005122274e-05,2.5999999706982635e-05,3.5000000934815034e-05,42715,0.0,0.0
2023-06-30 00:00:00+00:00,3.5000000934815034e-05,4.70000013592653e-05,3.199999991920777e-05,3.7000001611886546e-05,84629,0.0,0.0
2023-07-01 00:00:00+00:00,3.7000001611886546e-05,6.0999998822808266e-05,3.400000059627928e-05,5.2999999752501026e-05,105723,0.0,0.0
2023-07-02 00:00:00+00:00,5.2999999752501026e-05,8.800000068731606e-05,4.999999873689376e-05,6.399999983841553e-05,228215,0.0,0.0
2023-07-03 00:00:00+00:00,6.399999983841553e-05,8.099999831756577e-05,4.999999873689376e-05,6.500000017695129e-05,115160,0.0,0.0
2023-07-04 00:00:00+00:00,6.600000051548705e-05,8.800000068731606e-05,6.600000051548705e-05,7.500000356230885e-05,105756,0.0,0.0
2023-07-05 00:00:00+00:00,7.500000356230885e-05,0.00015300000086426735,7.000000186963007e-05,0.00012099999730708078,334088,0.0,0.0
2023-07-06 00:00:00+00:00,0.00012199999764561653,0.00017800000205170363,0.00011899999663000926,0.00013699999544769526,488251,0.0,0.0
2023-07-07 00:00:00+00:00,0.00013699999544769526,0.00017800000205170363,0.00013600000238511711,0.00015999999595806003,216876,0.0,0.0
2023-07-08 00:00:00+00:00,0.00015999999595806003,0.0001880000054370612,8.399999933317304e-05,0.00011500000255182385,199255,0.0,0.0
