TIMESTAMP,YOOSHI_OPEN_PRICE_USD,YOOSHI_HIGH_PRICE_USD,YOOSHI_LOW_PRICE_USD,YOOSHI_CLOSE_PRICE_USD,YOOSHI_VOLUME_USD,YOOSHI_DIVIDENDS_USD,YOOSHI_STOCK_SPLITS_USD
2021-05-18 00:00:00+00:00,,,,0.0,17055826,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,8853309,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,8794844,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,7008507,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,5911795,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,6067836,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,7718779,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,5464630,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,5183398,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,4920589,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,4691382,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,3399607,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,3665274,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,3365047,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,3325594,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,3281095,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,3943234,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,3938996,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,3498434,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,3398933,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,4013774,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,5048532,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,5232806,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,4492087,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,3811784,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,3789359,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,3853110,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,3870556,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,3522228,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,2968279,0.0,0.0
