TIMESTAMP,KINGDOG_OPEN_PRICE_USD,KINGDOG_HIGH_PRICE_USD,KINGDOG_LOW_PRICE_USD,KINGDOG_CLOSE_PRICE_USD,KINGDOG_VOLUME_USD,KINGDOG_DIVIDENDS_USD,KINGDOG_STOCK_SPLITS_USD
2022-01-26 00:00:00+00:00,9.300000237999484e-05,0.00012399999832268804,6.199999916134402e-05,7.000000186963007e-05,107845,0.0,0.0
2022-01-27 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,3.5000000934815034e-05,4.099999932805076e-05,133555,0.0,0.0
2022-01-28 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.899999865097925e-05,3.9999998989515007e-05,22414,0.0,0.0
2022-01-29 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.899999865097925e-05,3.9999998989515007e-05,1555,0.0,0.0
2022-01-30 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,2.300000051036477e-05,2.300000051036477e-05,3334,0.0,0.0
2022-01-31 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,3629,0.0,0.0
2022-02-01 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,1053,0.0,0.0
2022-02-02 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,546,0.0,0.0
2022-02-03 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,346,0.0,0.0
2022-02-04 00:00:00+00:00,1.700000029813964e-05,2.9999999242136255e-05,1.700000029813964e-05,2.9000000722589903e-05,2220,0.0,0.0
2022-02-05 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.099999983329326e-05,2.2000000171829015e-05,4027,0.0,0.0
2022-02-06 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.2000000171829015e-05,1852,0.0,0.0
2022-02-07 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,470,0.0,0.0
2022-02-08 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,318,0.0,0.0
2022-02-09 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,2.099999983329326e-05,2.300000051036477e-05,368,0.0,0.0
2022-02-10 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,354,0.0,0.0
2022-02-11 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2022-02-12 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,189,0.0,0.0
2022-02-13 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,215,0.0,0.0
2022-02-14 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.300000051036477e-05,277,0.0,0.0
2022-02-15 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,538,0.0,0.0
2022-02-16 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,0,0.0,0.0
2022-02-17 00:00:00+00:00,2.499999936844688e-05,6.199999916134402e-05,1.700000029813964e-05,1.700000029813964e-05,33847,0.0,0.0
2022-02-18 00:00:00+00:00,1.700000029813964e-05,4.099999932805076e-05,1.700000029813964e-05,2.300000051036477e-05,50912,0.0,0.0
2022-02-19 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.2999999853491317e-05,1.2999999853491317e-05,23372,0.0,0.0
2022-02-20 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2000000424450263e-05,1.700000029813964e-05,6876,0.0,0.0
2022-02-21 00:00:00+00:00,1.700000029813964e-05,2.8000000384054147e-05,1.700000029813964e-05,2.2000000171829015e-05,5531,0.0,0.0
2022-02-22 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8999999156221747e-05,1.8999999156221747e-05,5693,0.0,0.0
2022-02-23 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.4999999621068127e-05,1874,0.0,0.0
2022-02-24 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,1100,0.0,0.0
2022-02-25 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,314,0.0,0.0
2022-02-26 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,235,0.0,0.0
2022-02-27 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,161,0.0,0.0
