TIMESTAMP,BULLISH_OPEN_PRICE_USD,BULLISH_HIGH_PRICE_USD,BULLISH_LOW_PRICE_USD,BULLISH_CLOSE_PRICE_USD,BULLISH_VOLUME_USD,BULLISH_DIVIDENDS_USD,BULLISH_STOCK_SPLITS_USD
2024-07-27 00:00:00+00:00,0.0006590000120922923,0.0009609999833628535,0.0005339999916031957,0.00072900002123788,1354505,0.0,0.0
2024-07-28 00:00:00+00:00,0.00072900002123788,0.0013559999642893672,0.0005080000264570117,0.0013170000165700912,792568,0.0,0.0
2024-07-29 00:00:00+00:00,0.0013210000470280647,0.0025319999549537897,0.0009350000182166696,0.0017140000127255917,2850116,0.0,0.0
2024-07-30 00:00:00+00:00,0.0017140000127255917,0.0017630000365898013,0.0010310000507161021,0.0013620000099763274,953082,0.0,0.0
2024-07-31 00:00:00+00:00,0.0013620000099763274,0.0016540000215172768,0.000977999996393919,0.001142999972216785,915166,0.0,0.0
2024-08-01 00:00:00+00:00,0.001142999972216785,0.0012639999622479081,0.0006009999779053032,0.0007179999956861138,637911,0.0,0.0
2024-08-02 00:00:00+00:00,0.0007179999956861138,0.0007190000033006072,0.0002859999949578196,0.00031999999191612005,372859,0.0,0.0
2024-08-03 00:00:00+00:00,0.00031900001340545714,0.0007309999782592058,0.000291000003926456,0.0006189999985508621,226353,0.0,0.0
2024-08-04 00:00:00+00:00,0.0006230000290088356,0.000699999975040555,0.00042799999937415123,0.0004330000083427876,127082,0.0,0.0
2024-08-05 00:00:00+00:00,0.00042600001324899495,0.00042699999175965786,0.00020599999697878957,0.0002519999979995191,138958,0.0,0.0
2024-08-06 00:00:00+00:00,0.0002519999979995191,0.0004459999909158796,0.0002519999979995191,0.00035200000274926424,140466,0.0,0.0
2024-08-07 00:00:00+00:00,0.00037799999699927866,0.0008880000095814466,0.00035700001171790063,0.00044999999227002263,606150,0.0,0.0
2024-08-08 00:00:00+00:00,0.00044999999227002263,0.0004990000161342323,0.0002730000123847276,0.0003220000071451068,127708,0.0,0.0
2024-08-09 00:00:00+00:00,0.0003499999875202775,0.00035799999022856355,0.00027099999715574086,0.0002800000074785203,47866,0.0,0.0
2024-08-10 00:00:00+00:00,0.0002800000074785203,0.00034100000630132854,0.0001740000006975606,0.0002589999930933118,177817,0.0,0.0
2024-08-11 00:00:00+00:00,0.0002589999930933118,0.00026000000070780516,0.00014099999680183828,0.00016199999663513154,80776,0.0,0.0
2024-08-12 00:00:00+00:00,0.00016199999663513154,0.00033099998836405575,0.00014699999883305281,0.0001740000006975606,221707,0.0,0.0
2024-08-13 00:00:00+00:00,0.0001740000006975606,0.00018600000475998968,4.400000034365803e-05,4.70000013592653e-05,191845,0.0,0.0
2024-08-14 00:00:00+00:00,4.70000013592653e-05,5.500000042957254e-05,4.099999932805076e-05,5.0999999075429514e-05,43074,0.0,0.0
2024-08-15 00:00:00+00:00,5.0999999075429514e-05,8.70000003487803e-05,4.70000013592653e-05,6.800000119255856e-05,85620,0.0,0.0
2024-08-16 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,4.8999998398358e-05,4.8999998398358e-05,15921,0.0,0.0
2024-08-17 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,2.9000000722589903e-05,3.099999958067201e-05,13356,0.0,0.0
2024-08-18 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,2.9999999242136255e-05,2.9999999242136255e-05,12081,0.0,0.0
2024-08-19 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.8000000384054147e-05,2.9000000722589903e-05,8418,0.0,0.0
2024-08-20 00:00:00+00:00,2.9000000722589903e-05,3.899999865097925e-05,2.9000000722589903e-05,3.199999991920777e-05,8396,0.0,0.0
2024-08-21 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9999999242136255e-05,1458,0.0,0.0
2024-08-22 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.499999936844688e-05,2.700000004551839e-05,3743,0.0,0.0
2024-08-23 00:00:00+00:00,2.700000004551839e-05,4.199999966658652e-05,2.499999936844688e-05,3.7000001611886546e-05,9385,0.0,0.0
2024-08-24 00:00:00+00:00,3.7000001611886546e-05,4.8999998398358e-05,3.099999958067201e-05,3.600000127335079e-05,26703,0.0,0.0
2024-08-25 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,2.9000000722589903e-05,3.199999991920777e-05,10724,0.0,0.0
2024-08-26 00:00:00+00:00,3.199999991920777e-05,4.199999966658652e-05,3.099999958067201e-05,3.400000059627928e-05,10653,0.0,0.0
