TIMESTAMP,SWP33114_OPEN_PRICE_USD,SWP33114_HIGH_PRICE_USD,SWP33114_LOW_PRICE_USD,SWP33114_CLOSE_PRICE_USD,SWP33114_VOLUME_USD,SWP33114_DIVIDENDS_USD,SWP33114_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,0.0063299997709691525,0.006508999969810247,0.006006000097841024,0.006196000147610903,3342,0.0,0.0
2024-12-01 00:00:00+00:00,0.006196000147610903,0.006196000147610903,0.004850999917834997,0.004947999957948923,11043,0.0,0.0
2024-12-02 00:00:00+00:00,0.004947999957948923,0.004947999957948923,0.00033599999733269215,0.00036199999158270657,943,0.0,0.0
2024-12-03 00:00:00+00:00,0.00036199999158270657,0.00036199999158270657,3.000000106112566e-06,2.499999936844688e-05,20,0.0,0.0
2024-12-04 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.4000000192027073e-05,1.4000000192027073e-05,3,0.0,0.0
2024-12-05 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-06 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-07 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-08 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-09 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-10 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-11 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2024-12-12 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.008562999777495861,0.008562999777495861,0.007796000223606825,0.008224000222980976,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.008224000222980976,0.008422999642789364,0.007579000201076269,0.007794000208377838,0,0.0,0.0
2025-03-14 00:00:00+00:00,0.007794000208377838,0.00813599955290556,0.007342999801039696,0.0078940000385046,3442,0.0,0.0
2025-03-15 00:00:00+00:00,0.0078940000385046,0.010240999981760979,0.007747000083327293,0.009748999960720539,59022,0.0,0.0
2025-03-16 00:00:00+00:00,0.009748999960720539,0.009996999986469746,0.008825999684631824,0.009139000438153744,15387,0.0,0.0
2025-03-17 00:00:00+00:00,0.009139000438153744,0.014322999864816666,0.007890000008046627,0.01399100013077259,58652,0.0,0.0
2025-03-18 00:00:00+00:00,0.01399100013077259,0.017544999718666077,0.011029000394046307,0.014082999899983406,187668,0.0,0.0
2025-03-19 00:00:00+00:00,0.014082999899983406,0.015500999987125397,0.012896000407636166,0.015500999987125397,27028,0.0,0.0
2025-03-20 00:00:00+00:00,0.015500999987125397,0.015500999987125397,0.009452000260353088,0.01231599971652031,88014,0.0,0.0
2025-03-21 00:00:00+00:00,0.01231599971652031,0.01243900042027235,0.011175000108778477,0.011738000437617302,0,0.0,0.0
2025-03-22 00:00:00+00:00,0.011738000437617302,0.01532800029963255,0.011738000437617302,0.012771000154316425,14609,0.0,0.0
2025-03-23 00:00:00+00:00,0.012771000154316425,0.013515000231564045,0.011250000447034836,0.01155799999833107,4465,0.0,0.0
2025-03-24 00:00:00+00:00,0.01155799999833107,0.012086999602615833,0.00989300012588501,0.010134000331163406,5373,0.0,0.0
2025-03-25 00:00:00+00:00,0.010134000331163406,0.011389000341296196,0.01006499957293272,0.010928000323474407,1897,0.0,0.0
2025-03-26 00:00:00+00:00,0.010928000323474407,0.0110470000654459,0.00989499967545271,0.010010999627411366,3851,0.0,0.0
2025-03-27 00:00:00+00:00,0.010010999627411366,0.010452999733388424,0.009325999766588211,0.009483999572694302,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.009483999572694302,0.009483999572694302,0.008728999644517899,0.008728999644517899,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.008728999644517899,0.009968000464141369,0.008395000360906124,0.009224999696016312,4680,0.0,0.0
2025-03-30 00:00:00+00:00,0.009224999696016312,0.00964799989014864,0.009224999696016312,0.0095229996368289,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.0095229996368289,0.00953300017863512,0.007877999916672707,0.00801900029182434,5738,0.0,0.0
2025-04-01 00:00:00+00:00,0.00801900029182434,0.008623000234365463,0.00801900029182434,0.008113999851047993,1216,0.0,0.0
2025-04-02 00:00:00+00:00,0.008113999851047993,0.0087890001013875,0.0076419999822974205,0.007726000156253576,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.007726000156253576,0.007904999889433384,0.007158999796956778,0.007449999917298555,3026,0.0,0.0
2025-04-04 00:00:00+00:00,0.007449999917298555,0.007809000089764595,0.007319999858736992,0.00750399986281991,2134,0.0,0.0
2025-04-05 00:00:00+00:00,0.00750399986281991,0.007786000147461891,0.007127999793738127,0.007786000147461891,2150,0.0,0.0
2025-04-06 00:00:00+00:00,0.007786000147461891,0.007809000089764595,0.006738999858498573,0.006738999858498573,1312,0.0,0.0
2025-04-07 00:00:00+00:00,0.006738999858498573,0.0073739998042583466,0.006120000034570694,0.00710699986666441,0,0.0,0.0
2025-04-08 00:00:00+00:00,0.00710699986666441,0.007460999768227339,0.006928000133484602,0.0070580001920461655,872,0.0,0.0
2025-04-09 00:00:00+00:00,0.0070580001920461655,0.00954699981957674,0.006965000182390213,0.009398000314831734,0,0.0,0.0
2025-04-10 00:00:00+00:00,0.009398000314831734,0.009398000314831734,0.008221999742090702,0.008379999548196793,793,0.0,0.0
2025-04-11 00:00:00+00:00,0.008379999548196793,0.00892299972474575,0.008200000040233135,0.00892299972474575,0,0.0,0.0
2025-04-12 00:00:00+00:00,0.00892299972474575,0.009314999915659428,0.008462999947369099,0.00885200034826994,1814,0.0,0.0
