TIMESTAMP,PIP34625_OPEN_PRICE_USD,PIP34625_HIGH_PRICE_USD,PIP34625_LOW_PRICE_USD,PIP34625_CLOSE_PRICE_USD,PIP34625_VOLUME_USD,PIP34625_DIVIDENDS_USD,PIP34625_STOCK_SPLITS_USD
2025-01-30 00:00:00+00:00,12.433534622192383,15.988823890686035,10.507448196411133,13.03524112701416,970831,0.0,0.0
2025-01-31 00:00:00+00:00,13.03524112701416,15.387153625488281,11.480819702148438,13.996967315673828,858247,0.0,0.0
2025-02-01 00:00:00+00:00,13.996967315673828,14.291017532348633,9.160785675048828,9.772756576538086,935873,0.0,0.0
2025-02-02 00:00:00+00:00,9.772756576538086,10.574357032775879,8.605920791625977,8.915873527526855,415780,0.0,0.0
2025-02-03 00:00:00+00:00,8.915873527526855,11.01329517364502,7.767632007598877,10.05390739440918,684924,0.0,0.0
2025-02-04 00:00:00+00:00,10.05390739440918,10.173627853393555,7.820469856262207,8.37777042388916,472944,0.0,0.0
2025-02-05 00:00:00+00:00,8.37777042388916,10.855294227600098,8.203594207763672,9.814958572387695,602474,0.0,0.0
2025-02-06 00:00:00+00:00,9.814958572387695,12.000638961791992,8.364409446716309,8.402515411376953,522569,0.0,0.0
2025-02-07 00:00:00+00:00,8.402515411376953,9.846916198730469,6.4594879150390625,7.345613956451416,455858,0.0,0.0
2025-02-08 00:00:00+00:00,7.345613956451416,8.082401275634766,7.107017993927002,7.798628807067871,142457,0.0,0.0
2025-02-09 00:00:00+00:00,7.798628807067871,7.870481967926025,6.755165100097656,7.14926815032959,118237,0.0,0.0
2025-02-10 00:00:00+00:00,7.14926815032959,7.258825778961182,6.556447982788086,6.7350358963012695,157001,0.0,0.0
2025-02-11 00:00:00+00:00,6.7350358963012695,7.938385963439941,6.5365681648254395,7.500042915344238,258556,0.0,0.0
2025-02-12 00:00:00+00:00,7.500042915344238,9.596753120422363,6.635625839233398,8.86693000793457,242679,0.0,0.0
2025-02-13 00:00:00+00:00,8.86693000793457,14.121150016784668,8.20376205444336,12.323822975158691,374158,0.0,0.0
2025-02-14 00:00:00+00:00,12.323822975158691,14.760409355163574,11.112478256225586,11.254321098327637,645307,0.0,0.0
2025-02-15 00:00:00+00:00,11.254321098327637,12.620307922363281,10.632376670837402,10.632376670837402,207980,0.0,0.0
2025-02-16 00:00:00+00:00,10.632376670837402,13.229647636413574,10.508017539978027,12.768339157104492,148123,0.0,0.0
2025-02-17 00:00:00+00:00,12.768339157104492,14.161395072937012,11.08134937286377,11.114426612854004,233017,0.0,0.0
2025-02-18 00:00:00+00:00,11.114426612854004,14.499225616455078,6.995133876800537,7.96176290512085,1229305,0.0,0.0
2025-02-19 00:00:00+00:00,7.96176290512085,8.999774932861328,7.1273908615112305,7.89122200012207,432531,0.0,0.0
2025-02-20 00:00:00+00:00,7.89122200012207,10.633659362792969,7.820371150970459,9.554802894592285,445059,0.0,0.0
2025-02-21 00:00:00+00:00,9.554802894592285,9.998488426208496,7.726973056793213,7.728002071380615,181110,0.0,0.0
2025-02-22 00:00:00+00:00,7.728002071380615,8.894062042236328,7.433675765991211,8.254364013671875,159406,0.0,0.0
2025-02-23 00:00:00+00:00,8.254364013671875,8.452622413635254,7.236607074737549,7.4560089111328125,126439,0.0,0.0
2025-02-24 00:00:00+00:00,7.4560089111328125,7.4581990242004395,4.609307765960693,5.2402567863464355,331073,0.0,0.0
2025-02-25 00:00:00+00:00,5.2402567863464355,6.4977569580078125,4.214280128479004,6.0480451583862305,221606,0.0,0.0
2025-02-26 00:00:00+00:00,6.0480451583862305,7.522745132446289,4.4600749015808105,4.848473072052002,440531,0.0,0.0
2025-02-27 00:00:00+00:00,4.848473072052002,7.613760948181152,4.486554145812988,7.106375217437744,200029,0.0,0.0
2025-02-28 00:00:00+00:00,7.106375217437744,7.544741153717041,4.540276050567627,5.8003830909729,222535,0.0,0.0
2025-03-01 00:00:00+00:00,5.8003830909729,5.8187079429626465,5.116438865661621,5.350749969482422,58463,0.0,0.0
2025-03-02 00:00:00+00:00,5.350749969482422,7.635921955108643,5.131648063659668,6.899456024169922,282536,0.0,0.0
2025-03-03 00:00:00+00:00,6.899456024169922,6.921158790588379,4.50060510635376,4.581984996795654,163191,0.0,0.0
