TIMESTAMP,REAU_OPEN_PRICE_USD,REAU_HIGH_PRICE_USD,REAU_LOW_PRICE_USD,REAU_CLOSE_PRICE_USD,REAU_VOLUME_USD,REAU_DIVIDENDS_USD,REAU_STOCK_SPLITS_USD
2021-04-23 00:00:00+00:00,,,,0.0,901715,0.0,0.0
2021-04-24 00:00:00+00:00,,,,0.0,1358048,0.0,0.0
2021-04-25 00:00:00+00:00,,,,0.0,2530658,0.0,0.0
2021-04-26 00:00:00+00:00,,,,0.0,2188852,0.0,0.0
2021-04-27 00:00:00+00:00,,,,0.0,1513920,0.0,0.0
2021-04-28 00:00:00+00:00,,,,0.0,612507,0.0,0.0
2021-04-29 00:00:00+00:00,,,,0.0,402960,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,240117,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,226719,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,123035,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,319501,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,144038,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,201131,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,254433,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,170808,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,105660,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,153368,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,153238,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,216067,0.0,0.0
2021-05-12 00:00:00+00:00,,,,0.0,324199,0.0,0.0
2021-05-13 00:00:00+00:00,,,,0.0,285221,0.0,0.0
2021-05-14 00:00:00+00:00,,,,0.0,205040,0.0,0.0
2021-05-15 00:00:00+00:00,,,,0.0,225572,0.0,0.0
2021-05-16 00:00:00+00:00,,,,0.0,364254,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,257499,0.0,0.0
2021-05-18 00:00:00+00:00,,,,0.0,206118,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,191992,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,256360,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,193092,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,46430,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,102242,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,57401,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,51862,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,40168,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,36390,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,44376,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,39917,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,42055,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,54001,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,53371,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,40676,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,49277,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,45191,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,42670,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,54483,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,29372,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,19551,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,22806,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,22323,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,19760,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,19203,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,15912,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,16158,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,93441,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,88165,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,78368,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,43242,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,44679,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,34067,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,40077,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,41712,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,29107,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,27857,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,35452,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,30301,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,30117,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,33839,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,43801,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,37893,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,20804,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,45685,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,81774,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,120750,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,82595,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,37845,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,28190,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,15051,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,15905,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,10146,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,13622,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,19599,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,25223,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,27131,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,20580,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,17016,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,15225,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,16169,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,14012,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,16890,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,35832,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,28621,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,21277,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,22999,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,31030,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,33876,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,22961,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,13472,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,17293,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,16137,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,6687,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,10291,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,16438,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,14221,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,11085,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,11135,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,11732,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,14587,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,20724,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,24476,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,14509,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,17014,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,16767,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,70762,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,129997,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,85927,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,39607,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,60818,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,77093,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,41196,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,22832,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,23053,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,19355,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,27352,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,24874,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,20041,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,20099,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,20132,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,20507,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,8868,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,10647,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,22820,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,27467,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,23257,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,12769,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,7743,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,8355,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,7926,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,27826,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,29349,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,10214,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,30788,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,33271,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,17647,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,11456,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,13657,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,13698,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,9002,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,15621,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,12994,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,10060,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,13098,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,20801,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,16803,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,5540,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,8664,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,7107,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,4591,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,8826,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,7916,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,8668,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,9247,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,11506,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,10306,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,3386,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,6316,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,8160,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,7463,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,5663,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,5513,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,7721,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,8199,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,10941,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,16260,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,17237,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,10288,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,6656,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,7116,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,4358,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,12095,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,11898,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,5058,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,9133,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,8150,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,2936,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,12527,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,11904,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,2054,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,3428,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,7790,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,11744,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,27308,0.0,0.0
