,MSE,MAE,RMSE,MAPE,R2
0,0.0016823077842449,0.0310805855567962,0.0410159454876385,0.0663419298568281,0.62482215065092
1,0.0002189997669845,0.0125956285866702,0.0147986407140829,0.0319207857837707,0.7870095224456959
2,0.0006573732267102,0.0219008325646483,0.0256392906826668,0.0403289615740721,0.7625109953937508
3,0.0010148072071834,0.0209184240379212,0.0318560387867584,0.0423764249938984,0.7057850484616569
4,0.0003900848403296,0.0152558734137666,0.0197505655698667,0.0288614938113627,0.1191997276274748
5,0.000574845883516,0.0192745899480037,0.0239759438503698,0.0397374613961914,0.5830056572866926
6,0.0003653812082284,0.0140218923733769,0.0191149472462907,0.0362936832698232,0.7032390947791626
7,0.0005762663423633,0.0204205824140129,0.0240055481579433,0.0570457247922971,0.8852822454357484
8,0.000313874384212,0.0135788889010049,0.0177165003375949,0.0449526285508869,0.6243388855818213
9,0.0005730003291152,0.0163358243167268,0.0239374252816635,0.0465711054818303,0.6181385098653511
10,0.0005274685781188,0.0179026176267665,0.0229666840906304,0.0386958631263577,0.6803957426054401
11,0.0009772211570064,0.0260072858919763,0.0312605367357376,0.0786232567969697,0.6282303303315581
Mean,0.000655969225667725,0.01910775213597254,0.024669838911770287,0.04597910995285736,0.6434964925387727
