,MSE,MAE,RMSE,MAPE,R2
0,0.0009397151785657,0.0263729394069141,0.0306547741561689,0.0496061530780873,0.8217436622048877
1,0.0004699062101941,0.0168606464088538,0.0216773201801831,0.033880035697481,0.770377926637821
2,0.0009902950602256,0.0252754291818176,0.031468953910571,0.0342046901132529,0.68761162623619
3,0.0021202801062959,0.0370859933110933,0.0460464993924177,0.0475274036931807,0.7221069224854733
4,0.0012439192065234,0.02846660830129,0.0352692388140639,0.0308600658584076,0.8006644581435571
5,0.0021306406262213,0.036874500223423,0.0461588629216678,0.0353440505283419,0.2474316747947398
6,0.0013761529339295,0.029687207146402,0.0370965353359249,0.0307741671710652,0.5488701085216303
7,0.0009954042767802,0.024762259238567,0.0315500281581533,0.0350569066922195,0.916325248292822
8,0.0011424319261667,0.0257627532478589,0.0337998805643865,0.0375420197799308,0.5138557713274747
9,0.0004766478211555,0.017909036048946,0.0218322655983183,0.0268155396318092,0.8953187225535809
10,0.0006003172191059,0.0196932195471824,0.0245013717800856,0.0269619874989555,0.7645546237691984
11,0.0008279963890087,0.0244440674349701,0.0287749263944969,0.0479771938735257,0.891552235010965
Mean,0.0011094755795143748,0.02609955495810985,0.032402554767203155,0.03637918446802144,0.715034414998195
