,XMR
USDT,3.4262777101853437e-16
BAT,3.58797095973292e-07
LTC,4.917816463614061e-07
VEC2,1.9110653145963874e-06
TRST,2.0169627385214143e-05
QTUM,7.736054452595504e-05
LTCR,8.258262122266165e-05
ETC,0.0001826867939112243
XLM,0.00047822400624951525
BTC,0.0007162736786478258
DOGE,0.0008188854507616721
RLC,0.0012082073605301363
GRS,0.0017408674762998818
QBC,0.0025471888717112103
DGB,0.0033960452411810256
DCY,0.0038356347122144945
VIDZ,0.004539813619494537
NMC,0.0048073391683543945
WDC,0.005415361460627514
DASH,0.005548279640211663
SWING,0.007684271338983106
GBYTE,0.007718091984562278
EUC,0.009249260933359751
IMS,0.011969875460724857
SC,0.01260525131636359
RBT,0.014198431871629112
TAJ,0.014711180611476287
IOTA,0.015471435212342843
ETH,0.016631423050072758
EVIL,0.01748823741303045
ACES,0.017678210421129235
PXC,0.019062155978800822
MONA,0.01997439306615096
ICON,0.02120902225139178
XDN,0.023965942045892977
WBB,0.026417874897619778
WGR,0.027427007043643845
UNIT,0.033215367407540955
CARBON,0.033582131329397066
CREVA,0.03601992180515527
NAV,0.03816609277233105
NETKO,0.038833167872123764
ENT,0.039341820896163116
ZUR,0.042071095023214725
XMS,0.04746610778064513
ALIAS,0.04991515780046884
SYS,0.0499565482530738
ZET,0.05130209735727354
NEWB,0.05298609545727317
SXC,0.05349323605260917
HBD,0.05375121479241092
BITS,0.05550285106713708
BTS,0.056372175163851325
XPM,0.05761503524748861
PAK,0.05957646018910038
XEM,0.059964318556021266
PUT,0.06114928884254556
DCR,0.06383363430045617
WYZ,0.0647190331391897
XPY,0.06677108958507617
DIME,0.06770723070146947
IBANK,0.07030145556891926
BERN,0.07276440948906734
ANT,0.07317940565802039
KOBO,0.07594626413770651
BLAZR,0.07993807688949227
IXC,0.08045421226466701
ZEC,0.08700182347270453
C2,0.09096568097606084
GNO,0.09367499509178115
AMBER,0.09429101429602833
EDRC,0.09481524162039105
START,0.09528907886211838
PZM,0.09538734960192981
XRP,0.09840041431994834
TECH,0.0990981191849452
SIGNA,0.10267926326974536
FOREX,0.10875597755303469
XPTX,0.11141764092109495
SWT,0.12095347789603846
WAVES,0.1275493700724508
MOTO,0.1277420773524721
ACOIN,0.13285781521321816
VTC,0.14300230712820475
HMQ,0.15328372262852039
CJ,0.15396664079871022
HVCO,0.1596914194738321
BLU,0.16620958298424296
ADC,0.17155290454600733
AE,0.1772303042530666
AV,0.18614997420450827
VLT,0.1868935884299086
XHI,0.18791428642040264
CAB,0.18979427800488188
ARGUS,0.19856564917063976
TES,0.20693349343242093
SKR,0.20718665309567436
NXT,0.20957855427183528
HBN,0.21466727690770535
BCN,0.216345613178308
DCT,0.22611525559292964
KIN,0.22751423684779473
MAY,0.22983895208893598
CYT,0.23375115071200442
BTB,0.24364352175872886
IFC,0.24499698454080815
PXI,0.2508579772205945
FRN,0.2534569363226743
AXIOM,0.2535063358731008
DEM,0.2599648844689744
PKB,0.2687658085447055
NOBL,0.26919583541972064
SPR,0.27122617593353643
XWC,0.27352429618571905
SANDG,0.27662742006841495
SILK,0.2838825888500163
FIRO,0.2935079277056952
OPAL,0.30856059558035304
KMD,0.3104694748106933
XTO,0.3152658035859641
MAID,0.31592826990546236
PIVX,0.31673209953145487
GLC,0.317807524870145
CLOAK,0.3210797002822488
FRC,0.32550772561400143
POST,0.33581602806076266
LUNC,0.36262255439141705
SLS,0.3668169384493894
CKC,0.37410829867886775
LAMB,0.40707517995427644
FTC,0.4167562508915615
MST,0.4281562274313137
TAB,0.43020923689606966
ILC,0.43642240022278894
ADZ,0.4377396467529018
VAL,0.4443839624588757
BTCS,0.4506755080993473
STEEM,0.458071897918131
EFL,0.4657840392279432
CSC,0.48446013415132944
XQN,0.4884643090467486
ZOOM,0.4918110188014607
ZEN,0.49268839416668186
XPX,0.5014921781231523
RRT,0.5046829946628851
PTOY,0.5057845882505736
JLP,0.5099478507781199
LSK,0.5209513898635495
SKULL,0.5214058278544536
KURT,0.5229264116966171
BRIT,0.5255753974979915
ZYD,0.5256856947853173
ZENI,0.5284113503485556
QTZ,0.5331158766680341
RBY,0.5336598643988569
INF,0.5341937782733693
ARK,0.5379127116324994
XBC,0.540002628332567
LUN,0.5409253141094823
AMS,0.5409425842103202
CRW,0.5588952876226668
2GIVE,0.5632346496247362
DGC,0.5677796868931864
PLU,0.5785438934135819
COOL,0.5813888350748232
VERI,0.5929294572859243
LOOK,0.5987240846457451
NVC,0.6005844323156851
WC,0.6019091509634347
SIB,0.6150318870056505
ICOB,0.6284081714036993
ZCL,0.6337682089464746
SHND,0.6430398224198839
SNRG,0.6446644388080149
NXS,0.6508238643833809
GAS,0.6531099046842724
EQB,0.6788569710320446
HUSH,0.6915672534716252
XCP,0.712690288600512
CF,0.7301726942480221
OZO,0.731607283443655
MCN,0.7493974641490474
LBC,0.7505864662431162
IRL,0.7532591591661767
LMC,0.7668851925917408
CANN,0.7788879431353345
AGRS,0.7856654800074842
LANA,0.7886129533992138
BTA,0.8011990594771706
ZER,0.8264766885039614
RBIES,0.8367621387489835
LOG,0.8428359735774081
GCC,0.8554493596180297
BCDN,0.8560493907783867
PHR,0.8591917316617119
POT,0.8669078855556136
LDOGE,0.8682399391596559
BOLI,0.8721493816464678
PIE,0.8824486778802374
XST,0.8978638652037264
CLUB,0.9050977252818233
RDD,0.9173626838799973
BIS,0.9196167418741116
BSTY,0.9230482684824378
HNC,0.9259411625510483
CLAM,0.9293875940416788
BS,0.9302871372162685
WINGS,0.9352868611801968
NEVA,0.9555297088881718
PPC,0.9597332403050712
BLK,0.9620762685936869
NYC,0.9636145789844492
CNT,0.9658173454969654
42,0.9687544695750064
XBY,0.9699193005967325
CETI,0.9766946888768139
SWIFT,0.9810485077092881
PASC,0.9871544505739839
OK,0.9876006235820018
MNTC,0.9897074576916157
SONG,0.9976904075667086
