TIMESTAMP,LIXX_OPEN_PRICE_USD,LIXX_HIGH_PRICE_USD,LIXX_LOW_PRICE_USD,LIXX_CLOSE_PRICE_USD,LIXX_VOLUME_USD,LIXX_DIVIDENDS_USD,LIXX_STOCK_SPLITS_USD
2023-04-07 00:00:00+00:00,0.001500000013038516,0.0015450000064447522,0.0011050000321120024,0.001246000058017671,23874,0.0,0.0
2023-04-08 00:00:00+00:00,0.001246000058017671,0.0015660000499337912,0.0007949999999254942,0.001386999967508018,15078,0.0,0.0
2023-04-09 00:00:00+00:00,0.001386999967508018,0.002452000044286251,0.0008340000058524311,0.001554999966174364,26800,0.0,0.0
2023-04-10 00:00:00+00:00,0.001554999966174364,0.0018220000201836228,0.0013800000306218863,0.0017960000550374389,179102,0.0,0.0
2023-04-11 00:00:00+00:00,0.0017960000550374389,0.004143000114709139,0.0012240000069141388,0.0024059999268501997,105190,0.0,0.0
2023-04-12 00:00:00+00:00,0.0024059999268501997,0.0033390000462532043,0.0013000000035390258,0.0019039999460801482,262121,0.0,0.0
2023-04-13 00:00:00+00:00,0.0023610000498592854,0.0029299999587237835,0.0019030000548809767,0.002369999885559082,285553,0.0,0.0
2023-04-14 00:00:00+00:00,0.002369999885559082,0.003350999904796481,0.002107999986037612,0.0021089999936521053,171854,0.0,0.0
2023-04-15 00:00:00+00:00,0.0021089999936521053,0.0033340000081807375,0.002107999986037612,0.0030640000477433205,206122,0.0,0.0
2023-04-16 00:00:00+00:00,0.0030640000477433205,0.009390000253915787,0.0027280000504106283,0.005386000033468008,322288,0.0,0.0
2023-04-17 00:00:00+00:00,0.005386000033468008,0.008117999881505966,0.0030219999607652426,0.005026999861001968,571713,0.0,0.0
2023-04-18 00:00:00+00:00,0.005026999861001968,0.005834999959915876,0.004327999893575907,0.005528999958187342,2381185,0.0,0.0
2023-04-19 00:00:00+00:00,0.005528999958187342,0.007209000177681446,0.0042050001211464405,0.005634999834001064,160163,0.0,0.0
2023-04-20 00:00:00+00:00,0.005636000074446201,0.006295999977737665,0.004373000003397465,0.005001999903470278,165635,0.0,0.0
2023-04-21 00:00:00+00:00,0.005001999903470278,0.006575999781489372,0.004776999820023775,0.005098999943584204,406584,0.0,0.0
2023-04-22 00:00:00+00:00,0.005098999943584204,0.006151000037789345,0.005096999928355217,0.005708999931812286,877407,0.0,0.0
2023-04-23 00:00:00+00:00,0.005708999931812286,0.005803000181913376,0.00432599987834692,0.004652999807149172,391904,0.0,0.0
2023-04-24 00:00:00+00:00,0.004652999807149172,0.006213000044226646,0.004170000087469816,0.004910999909043312,259526,0.0,0.0
2023-04-25 00:00:00+00:00,0.004910000134259462,0.036285001784563065,0.004116999916732311,0.007753000129014254,413669,0.0,0.0
2023-04-26 00:00:00+00:00,0.007753999903798103,0.01460300013422966,0.005297000054270029,0.009007999673485756,638368,0.0,0.0
2023-04-27 00:00:00+00:00,0.009007000364363194,0.009012999944388866,0.00481700012460351,0.006767000071704388,792915,0.0,0.0
2023-04-28 00:00:00+00:00,0.006765999831259251,0.007162999827414751,0.0047519998624920845,0.0052189999260008335,496649,0.0,0.0
