TIMESTAMP,SNRG_OPEN_PRICE_USD,SNRG_HIGH_PRICE_USD,SNRG_LOW_PRICE_USD,SNRG_CLOSE_PRICE_USD,SNRG_VOLUME_USD,SNRG_DIVIDENDS_USD,SNRG_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,1.5149099826812744,1.7158499956130981,1.458340048789978,1.559630036354065,77839,0.0,0.0
2017-11-10 00:00:00+00:00,1.5642600059509277,1.5763700008392334,1.3359299898147583,1.361590027809143,108866,0.0,0.0
2017-11-11 00:00:00+00:00,1.3567500114440918,1.5164799690246582,1.2652699947357178,1.2960799932479858,49439,0.0,0.0
2017-11-12 00:00:00+00:00,1.2951300144195557,1.3075000047683716,1.0938199758529663,1.19760000705719,19071,0.0,0.0
2017-11-13 00:00:00+00:00,1.1993399858474731,1.383180022239685,1.1418299674987793,1.324530005455017,18853,0.0,0.0
2017-11-14 00:00:00+00:00,1.3273299932479858,1.366379976272583,1.2883399724960327,1.3412400484085083,14280,0.0,0.0
2017-11-15 00:00:00+00:00,1.3421599864959717,1.4458400011062622,1.3421599864959717,1.4166899919509888,11969,0.0,0.0
2017-11-16 00:00:00+00:00,1.4241100549697876,1.572409987449646,1.3899699449539185,1.493340015411377,12941,0.0,0.0
2017-11-17 00:00:00+00:00,1.4908900260925293,1.5951800346374512,1.4270000457763672,1.516260027885437,20579,0.0,0.0
2017-11-18 00:00:00+00:00,1.510450005531311,1.510450005531311,1.4290599822998047,1.492550015449524,11434,0.0,0.0
2017-11-19 00:00:00+00:00,1.4897899627685547,1.5827800035476685,1.4573999643325806,1.53656005859375,18036,0.0,0.0
2017-11-20 00:00:00+00:00,1.5358400344848633,1.5918699502944946,1.5136200189590454,1.5664299726486206,14687,0.0,0.0
2017-11-21 00:00:00+00:00,1.5667200088500977,1.5690799951553345,1.4169100522994995,1.4411100149154663,18296,0.0,0.0
2017-11-22 00:00:00+00:00,1.4877599477767944,1.5663000345230103,1.4458400011062622,1.5486400127410889,15948,0.0,0.0
2017-11-23 00:00:00+00:00,1.548140048980713,1.555709958076477,1.4443800449371338,1.4667799472808838,17071,0.0,0.0
2017-11-24 00:00:00+00:00,1.4647799730300903,1.6051599979400635,1.4550399780273438,1.5551700592041016,20176,0.0,0.0
2017-11-25 00:00:00+00:00,1.5520299673080444,1.6395200490951538,1.4840999841690063,1.617840051651001,37690,0.0,0.0
2017-11-26 00:00:00+00:00,1.617300033569336,1.7622599601745605,1.5964900255203247,1.7105000019073486,43861,0.0,0.0
2017-11-27 00:00:00+00:00,1.7108299732208252,1.836959958076477,1.6975599527359009,1.7948399782180786,31268,0.0,0.0
2017-11-28 00:00:00+00:00,1.7624900341033936,1.816849946975708,1.6875,1.744189977645874,43754,0.0,0.0
2017-11-29 00:00:00+00:00,1.7424499988555908,1.853600025177002,1.4130100011825562,1.4851700067520142,30153,0.0,0.0
2017-11-30 00:00:00+00:00,1.5079900026321411,1.6125799417495728,1.3027199506759644,1.465559959411621,31984,0.0,0.0
2017-12-01 00:00:00+00:00,1.458299994468689,1.6302000284194946,1.401729941368103,1.5959500074386597,22248,0.0,0.0
