TIMESTAMP,VEUR_OPEN_PRICE_USD,VEUR_HIGH_PRICE_USD,VEUR_LOW_PRICE_USD,VEUR_CLOSE_PRICE_USD,VEUR_VOLUME_USD,VEUR_DIVIDENDS_USD,VEUR_STOCK_SPLITS_USD
2023-04-04 00:00:00+00:00,1.0918769836425781,1.0984749794006348,1.0884519815444946,1.0955489873886108,316139,0.0,0.0
2023-04-05 00:00:00+00:00,1.0955610275268555,1.1035579442977905,1.0859580039978027,1.0889110565185547,309728,0.0,0.0
2023-04-06 00:00:00+00:00,1.088942050933838,1.0948460102081299,1.0859849452972412,1.092473030090332,317578,0.0,0.0
2023-04-07 00:00:00+00:00,1.092445969581604,1.0952680110931396,1.089110016822815,1.091691017150879,300033,0.0,0.0
2023-04-08 00:00:00+00:00,1.0916199684143066,1.0932430028915405,1.0894449949264526,1.0915440320968628,310576,0.0,0.0
2023-04-09 00:00:00+00:00,1.0915709733963013,1.0946040153503418,1.0869090557098389,1.092399001121521,299278,0.0,0.0
2023-04-10 00:00:00+00:00,1.0923789739608765,1.0942440032958984,1.0833840370178223,1.0882129669189453,310889,0.0,0.0
2023-04-11 00:00:00+00:00,1.0882970094680786,1.0951759815216064,1.0866990089416504,1.0923830270767212,310478,0.0,0.0
2023-04-12 00:00:00+00:00,1.0923919677734375,1.1036720275878906,1.0881320238113403,1.099200963973999,313147,0.0,0.0
2023-04-13 00:00:00+00:00,1.1000679731369019,1.1070760488510132,1.0985809564590454,1.1050269603729248,289990,0.0,0.0
2023-04-14 00:00:00+00:00,1.1050269603729248,1.1151390075683594,1.093464970588684,1.1073180437088013,268267,0.0,0.0
2023-04-15 00:00:00+00:00,1.1073180437088013,1.1091970205307007,1.0926480293273926,1.0957560539245605,278502,0.0,0.0
2023-04-16 00:00:00+00:00,1.0957560539245605,1.1069689989089966,1.0918769836425781,1.0983630418777466,286904,0.0,0.0
2023-04-17 00:00:00+00:00,1.0983630418777466,1.104045033454895,1.0848239660263062,1.091452956199646,281126,0.0,0.0
2023-04-18 00:00:00+00:00,1.091452956199646,1.1050820350646973,1.0860739946365356,1.0943050384521484,264346,0.0,0.0
2023-04-19 00:00:00+00:00,1.0943050384521484,1.1033040285110474,1.083878993988037,1.0934350490570068,260263,0.0,0.0
2023-04-20 00:00:00+00:00,1.0934350490570068,1.1030739545822144,1.0862430334091187,1.0936369895935059,254290,0.0,0.0
