TIMESTAMP,ELITE_OPEN_PRICE_USD,ELITE_HIGH_PRICE_USD,ELITE_LOW_PRICE_USD,ELITE_CLOSE_PRICE_USD,ELITE_VOLUME_USD,ELITE_DIVIDENDS_USD,ELITE_STOCK_SPLITS_USD
2021-10-28 00:00:00+00:00,3304.9150390625,3514.916259765625,2382.176025390625,3214.15380859375,52753,0.0,0.0
2021-10-29 00:00:00+00:00,3211.899169921875,3328.443359375,3132.46923828125,3139.18310546875,468,0.0,0.0
2021-10-30 00:00:00+00:00,3140.270263671875,3192.25341796875,2866.920654296875,2892.156982421875,792,0.0,0.0
2021-10-31 00:00:00+00:00,2892.114013671875,3072.702392578125,2825.163818359375,3072.702392578125,703,0.0,0.0
2021-11-01 00:00:00+00:00,3072.048828125,3150.46484375,3002.620849609375,3036.543701171875,2661,0.0,0.0
2021-11-02 00:00:00+00:00,3034.428955078125,3100.514404296875,3001.341796875,3093.09765625,404,0.0,0.0
2021-11-03 00:00:00+00:00,3095.37158203125,4486.7001953125,1956.4305419921875,4346.18798828125,160943,0.0,0.0
2021-11-04 00:00:00+00:00,4346.19677734375,4352.73779296875,2938.552001953125,4310.43310546875,86841,0.0,0.0
2021-11-05 00:00:00+00:00,4308.0732421875,4623.10302734375,3624.167236328125,4366.65966796875,8111,0.0,0.0
2021-11-06 00:00:00+00:00,4367.72119140625,4904.72412109375,3411.2177734375,4904.72412109375,12006,0.0,0.0
2021-11-07 00:00:00+00:00,4904.1875,6151.95947265625,4667.609375,5715.9453125,7269,0.0,0.0
2021-11-08 00:00:00+00:00,5717.48291015625,7873.814453125,5033.7138671875,7836.91357421875,17657,0.0,0.0
2021-11-09 00:00:00+00:00,7836.328125,7960.18408203125,6440.94873046875,7791.41455078125,9836,0.0,0.0
2021-11-10 00:00:00+00:00,7781.90185546875,8102.79541015625,5767.4267578125,7919.12451171875,30057,0.0,0.0
2021-11-11 00:00:00+00:00,7919.68994140625,7919.68994140625,5476.28564453125,5765.5869140625,10469,0.0,0.0
2021-11-12 00:00:00+00:00,5767.15576171875,6144.388671875,4198.560546875,6142.5927734375,12803,0.0,0.0
2021-11-13 00:00:00+00:00,6142.52392578125,8245.1796875,6142.52392578125,6720.609375,93373,0.0,0.0
2021-11-14 00:00:00+00:00,6709.490234375,6766.3017578125,6358.00146484375,6368.76611328125,1258,0.0,0.0
2021-11-15 00:00:00+00:00,6372.49462890625,6567.7763671875,6004.71875,6004.71875,1148,0.0,0.0
2021-11-16 00:00:00+00:00,6006.302734375,8614.7265625,4566.75537109375,7754.701171875,23439,0.0,0.0
2021-11-17 00:00:00+00:00,7769.47265625,8582.8994140625,6543.43017578125,6574.72607421875,2599,0.0,0.0
2021-11-18 00:00:00+00:00,6574.1826171875,9410.1796875,4854.3994140625,8247.9833984375,24026,0.0,0.0
2021-11-19 00:00:00+00:00,8244.037109375,8553.916015625,6597.7509765625,7121.49951171875,11188,0.0,0.0
2021-11-20 00:00:00+00:00,7131.6875,7235.88330078125,6607.7568359375,6815.28466796875,376,0.0,0.0
2021-11-21 00:00:00+00:00,6815.103515625,6824.40966796875,5636.67626953125,5958.9921875,3332,0.0,0.0
2021-11-22 00:00:00+00:00,5939.0830078125,5957.69873046875,5317.73095703125,5401.38134765625,520,0.0,0.0
2021-11-23 00:00:00+00:00,5399.30712890625,6652.24072265625,5111.15576171875,5223.802734375,16693,0.0,0.0
2021-11-24 00:00:00+00:00,5222.9306640625,6046.55078125,4924.45849609375,5088.271484375,14247,0.0,0.0
2021-11-25 00:00:00+00:00,6039.310546875,6151.68017578125,5263.6552734375,5948.59130859375,15625,0.0,0.0
2021-11-26 00:00:00+00:00,5333.06298828125,5480.220703125,4555.029296875,4639.6357421875,4879,0.0,0.0
2021-11-27 00:00:00+00:00,4638.39892578125,4730.0888671875,4191.12353515625,4207.14501953125,6782,0.0,0.0
2021-11-28 00:00:00+00:00,4207.05712890625,4228.580078125,3511.254638671875,3824.168701171875,13194,0.0,0.0
2021-11-29 00:00:00+00:00,3823.1396484375,4262.59814453125,3812.7763671875,4112.23193359375,10571,0.0,0.0
2021-11-30 00:00:00+00:00,4112.8935546875,4261.1640625,3962.5517578125,4069.8876953125,3596,0.0,0.0
2021-12-01 00:00:00+00:00,4069.732421875,4226.83203125,3708.541748046875,3735.49169921875,7991,0.0,0.0
2021-12-02 00:00:00+00:00,3736.23779296875,3737.62646484375,2822.135009765625,2822.135009765625,26783,0.0,0.0
2021-12-03 00:00:00+00:00,2822.587158203125,2916.623291015625,2531.41357421875,2543.656005859375,5431,0.0,0.0
2021-12-04 00:00:00+00:00,2543.601806640625,2578.884765625,1806.453857421875,2544.53515625,13640,0.0,0.0
2021-12-05 00:00:00+00:00,2543.690185546875,2572.94873046875,2031.9014892578125,2082.13623046875,3722,0.0,0.0
