,0
0,3.7587626139322916
1,3.5230885167275705
2,3.9218538345829135
3,3.7644630432128907
4,3.6133326868857107
5,3.779344940185547
6,3.9402859595514115
7,3.6727577947801158
8,4.107593263898577
9,3.6917180707377772
10,3.883622487386068
11,4.387918912447416
