,0
0,3.791121164957682
1,3.8664917484406502
2,3.717648413873488
3,3.89925537109375
4,3.6184195241620465
5,3.984008534749349
6,3.5892191240864415
7,3.737368675970262
8,4.093732561383929
9,3.6802230342741935
10,3.8536532084147135
11,4.325218494121845
