,0
0,92.5582421875
1,73.9559453125
2,90.9669765625
3,91.0979921875
4,59.0128359375
5,95.471265625
6,99.2899375
7,98.4260390625
8,102.7341015625
9,101.824015625
10,37.6524765625
11,41.46942578125
