TIMESTAMP,POKERFI_OPEN_PRICE_USD,POKERFI_HIGH_PRICE_USD,POKERFI_LOW_PRICE_USD,POKERFI_CLOSE_PRICE_USD,POKERFI_VOLUME_USD,POKERFI_DIVIDENDS_USD,POKERFI_STOCK_SPLITS_USD
2021-10-10 00:00:00+00:00,0.002128999913111329,0.003700000001117587,0.0020959998946636915,0.003700000001117587,3615917,0.0,0.0
2021-10-11 00:00:00+00:00,0.0036949999630451202,0.008077999576926231,0.0035170000046491623,0.005903000012040138,8328830,0.0,0.0
2021-10-12 00:00:00+00:00,0.005896999966353178,0.0072730001993477345,0.0034290000330656767,0.0049430001527071,10467352,0.0,0.0
2021-10-13 00:00:00+00:00,0.00494999997317791,0.005286999978125095,0.0022150001022964716,0.0030360000673681498,6265603,0.0,0.0
2021-10-14 00:00:00+00:00,0.003037000074982643,0.0031500000040978193,0.0011139999842271209,0.0019399999873712659,4167462,0.0,0.0
2021-10-15 00:00:00+00:00,0.0019409999949857593,0.0020389999262988567,0.0018080000299960375,0.001883000019006431,2102400,0.0,0.0
2021-10-16 00:00:00+00:00,0.0018820000113919377,0.0018850000342354178,0.00120599998626858,0.0013310000067576766,862567,0.0,0.0
2021-10-17 00:00:00+00:00,0.0013289999915286899,0.0013620000099763274,0.0008580000139772892,0.0011579999700188637,939092,0.0,0.0
2021-10-18 00:00:00+00:00,0.0011579999700188637,0.00228899996727705,0.0011579999700188637,0.0015920000150799751,1448400,0.0,0.0
2021-10-19 00:00:00+00:00,0.0015930000226944685,0.002076999982818961,0.0015920000150799751,0.0016959999920800328,1570473,0.0,0.0
2021-10-20 00:00:00+00:00,0.0016959999920800328,0.0017659999430179596,0.0015719999792054296,0.0015719999792054296,877629,0.0,0.0
2021-10-21 00:00:00+00:00,0.001572999986819923,0.0015829999465495348,0.0011790000135079026,0.0012580000329762697,542217,0.0,0.0
2021-10-22 00:00:00+00:00,0.001256000017747283,0.0013699999544769526,0.0011940000113099813,0.0012100000167265534,419945,0.0,0.0
2021-10-23 00:00:00+00:00,0.0012100000167265534,0.0012159999459981918,0.0011249999515712261,0.0011749999830499291,274803,0.0,0.0
2021-10-24 00:00:00+00:00,0.0011749999830499291,0.0011879999656230211,0.001041000010445714,0.001066999975591898,218623,0.0,0.0
