,MSE,MAE,RMSE,MAPE,R2
ARIMA,505890.0029789059,258.1879940111136,339.7845800848239,0.03505023940055544,0.7076428807630368
GRU,508740.66869044595,264.2574185346363,340.6874225820774,0.035691748696906125,0.7011391045515174
HYBRID,509543.8801812697,264.5751695374458,341.04013673329894,0.035723330500957176,0.7010946994169829
KNN,499008.1958387567,259.66979440592496,337.9418536712817,0.03517559817038682,0.7075616260103385
LSTM,509932.9501457818,265.67593945542166,341.2972530452753,0.035990200827792945,0.7009188307722743
RF,538731.3728987946,269.4210451422539,350.6448322971733,0.03614991927111828,0.6900420143449945
SVR,521154.83146980376,261.9618478798014,346.514313933948,0.03577161501397006,0.6958448493056862
TCN,500166.4479459628,257.98370056955315,338.09750091295814,0.034842623859458674,0.7102968756519542
TFT,501919.47410992114,258.0609794802641,338.9085441106742,0.035053650201883155,0.7075654566386211
