TIMESTAMP,XAI28285_OPEN_PRICE_USD,XAI28285_HIGH_PRICE_USD,XAI28285_LOW_PRICE_USD,XAI28285_CLOSE_PRICE_USD,XAI28285_VOLUME_USD,XAI28285_DIVIDENDS_USD,XAI28285_STOCK_SPLITS_USD
2023-10-25 00:00:00+00:00,,,,0.0,216184,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,215427,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,48687,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,60091,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,52353,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,17411,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,6131,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,10288,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,4173,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,45559,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,82210,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,34803,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,79597,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,325827,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,180137,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,36973,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,23749,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,16266,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,19902,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,18383,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,19664,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,10459,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,2862,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,1044,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,5799,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,8962,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,1984,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1851,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,8481,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,224,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,965,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,2459,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,5069,0.0,0.0
