TIMESTAMP,ELEPHANT_OPEN_PRICE_USD,ELEPHANT_HIGH_PRICE_USD,ELEPHANT_LOW_PRICE_USD,ELEPHANT_CLOSE_PRICE_USD,ELEPHANT_VOLUME_USD,ELEPHANT_DIVIDENDS_USD,ELEPHANT_STOCK_SPLITS_USD
2021-05-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,137219,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,120789,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,75458,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,24414,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,42349,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,34955,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,10086,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,6302,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,8791,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,11786,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,22107,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,22632,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,21637,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,18846,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,13129,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,15133,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,9295,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,6651,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,16954,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,12155,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,25106,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,24654,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,26439,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,29378,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,41848,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,19277,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,21930,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,21268,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,20240,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,30460,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,35813,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,33701,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,35955,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,57458,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,72029,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,52756,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,39692,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,48532,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,46238,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,35336,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,34291,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,33290,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,21910,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,11028,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,10774,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,81536,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,103217,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,43391,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,157919,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,196939,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,85266,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,56291,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,43551,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,25612,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,42728,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,40309,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,30760,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,34732,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,33719,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,25914,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,29146,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,44613,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,44831,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,76234,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,82859,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,86876,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,84738,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,77661,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,156637,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,174621,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,132777,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,103761,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,33524,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,42133,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,79333,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,75238,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,45865,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,22108,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,7824,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,22261,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,49303,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,103518,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,79839,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,18562,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,14668,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,48185,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,49361,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,13914,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,23767,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,35761,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,28816,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,10012,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,7373,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,19120,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,17913,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,6645,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,55798,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,82232,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,26664,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,14876,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,39559,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,54987,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,48291,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,26968,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,15192,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,46613,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,45470,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,26754,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,21101,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,11599,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,21855,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,19594,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,12845,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,30425,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,36338,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,31308,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,117591,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,161582,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,91106,0.0,0.0
