TIMESTAMP,RADAR15188_OPEN_PRICE_USD,RADAR15188_HIGH_PRICE_USD,RADAR15188_LOW_PRICE_USD,RADAR15188_CLOSE_PRICE_USD,RADAR15188_VOLUME_USD,RADAR15188_DIVIDENDS_USD,RADAR15188_STOCK_SPLITS_USD
2021-12-16 00:00:00+00:00,0.02999499998986721,0.03292600065469742,0.021407000720500946,0.029870999976992607,2218750,0.0,0.0
2021-12-17 00:00:00+00:00,0.02987300045788288,0.03174300119280815,0.026570999994874,0.027276000007987022,2163626,0.0,0.0
2021-12-18 00:00:00+00:00,0.027288999408483505,0.03242100030183792,0.024397000670433044,0.029942000284790993,2548554,0.0,0.0
2021-12-19 00:00:00+00:00,0.02993899956345558,0.04131599888205528,0.028898000717163086,0.0315140001475811,3600594,0.0,0.0
2021-12-20 00:00:00+00:00,0.031536001712083817,0.032531000673770905,0.02802100032567978,0.03215999901294708,1786238,0.0,0.0
2021-12-21 00:00:00+00:00,0.03216100111603737,0.035064999014139175,0.030750999227166176,0.032829999923706055,2148837,0.0,0.0
2021-12-22 00:00:00+00:00,0.03282599896192551,0.053286001086235046,0.03252900019288063,0.05001400038599968,4132476,0.0,0.0
2021-12-23 00:00:00+00:00,0.05000799894332886,0.058487001806497574,0.04374700039625168,0.045951999723911285,4780443,0.0,0.0
2021-12-24 00:00:00+00:00,0.046007998287677765,0.053745001554489136,0.04309999942779541,0.04945800080895424,3817729,0.0,0.0
2021-12-25 00:00:00+00:00,0.049479998648166656,0.049883000552654266,0.036687999963760376,0.03850900009274483,3305177,0.0,0.0
2021-12-26 00:00:00+00:00,0.03845600038766861,0.03913699835538864,0.03472200036048889,0.03663399815559387,2614767,0.0,0.0
2021-12-27 00:00:00+00:00,0.03663000091910362,0.03685300052165985,0.034219998866319656,0.035521000623703,1337350,0.0,0.0
2021-12-28 00:00:00+00:00,0.03552800044417381,0.03743699938058853,0.03316200152039528,0.033920999616384506,1888424,0.0,0.0
2021-12-29 00:00:00+00:00,0.03394100069999695,0.034728001803159714,0.031204000115394592,0.03398500010371208,2026318,0.0,0.0
2021-12-30 00:00:00+00:00,0.03397500142455101,0.034021999686956406,0.031108999624848366,0.03184400126338005,2263772,0.0,0.0
2021-12-31 00:00:00+00:00,0.031853001564741135,0.03276799991726875,0.02894200012087822,0.030055999755859375,1863773,0.0,0.0
