TIMESTAMP,MEN_OPEN_PRICE_USD,MEN_HIGH_PRICE_USD,MEN_LOW_PRICE_USD,MEN_CLOSE_PRICE_USD,MEN_VOLUME_USD,MEN_DIVIDENDS_USD,MEN_STOCK_SPLITS_USD
2024-09-10 00:00:00+00:00,0.25180500745773315,0.25481000542640686,0.2473450005054474,0.25007501244544983,100633,0.0,0.0
2024-09-11 00:00:00+00:00,0.25007501244544983,0.2601720094680786,0.2379090040922165,0.24287199974060059,54276,0.0,0.0
2024-09-12 00:00:00+00:00,0.24287199974060059,0.2529659867286682,0.23816600441932678,0.24264000356197357,50472,0.0,0.0
2024-09-13 00:00:00+00:00,0.24264000356197357,0.24293500185012817,0.22519099712371826,0.23345200717449188,43933,0.0,0.0
2024-09-14 00:00:00+00:00,0.23345200717449188,0.2348940074443817,0.216729998588562,0.22083500027656555,27901,0.0,0.0
2024-09-15 00:00:00+00:00,0.22083500027656555,0.259676992893219,0.17980100214481354,0.23954500257968903,260092,0.0,0.0
2024-09-16 00:00:00+00:00,0.23954500257968903,0.24909399449825287,0.23123300075531006,0.23148700594902039,108927,0.0,0.0
2024-09-17 00:00:00+00:00,0.23148700594902039,0.23523299396038055,0.22394999861717224,0.22650399804115295,98073,0.0,0.0
2024-09-18 00:00:00+00:00,0.22650399804115295,0.22650399804115295,0.2093849927186966,0.21185000240802765,78145,0.0,0.0
2024-09-19 00:00:00+00:00,0.21185000240802765,0.21185000240802765,0.19925400614738464,0.2003519982099533,69393,0.0,0.0
2024-09-20 00:00:00+00:00,0.2003519982099533,0.20043200254440308,0.1911340057849884,0.19700400531291962,62333,0.0,0.0
2024-09-21 00:00:00+00:00,0.19700400531291962,0.19700400531291962,0.18317699432373047,0.18333299458026886,50879,0.0,0.0
2024-09-22 00:00:00+00:00,0.18333299458026886,0.18333299458026886,0.1593630015850067,0.15972499549388885,51352,0.0,0.0
2024-09-23 00:00:00+00:00,0.15972499549388885,0.15972499549388885,0.13736100494861603,0.1375419944524765,66823,0.0,0.0
