TIMESTAMP,CTCN_OPEN_PRICE_USD,CTCN_HIGH_PRICE_USD,CTCN_LOW_PRICE_USD,CTCN_CLOSE_PRICE_USD,CTCN_VOLUME_USD,CTCN_DIVIDENDS_USD,CTCN_STOCK_SPLITS_USD
2020-03-13 00:00:00+00:00,1.0585960149765015,1.0796730518341064,1.0552699565887451,1.060791015625,25951,0.0,0.0
2020-03-14 00:00:00+00:00,1.0599030256271362,1.0858490467071533,1.0244410037994385,1.071727991104126,65213,0.0,0.0
2020-03-15 00:00:00+00:00,1.071727991104126,1.0859570503234863,1.0600559711456299,1.070343017578125,36354,0.0,0.0
2020-03-16 00:00:00+00:00,1.0683269500732422,1.0764989852905273,0.4977720081806183,0.8982229828834534,79847,0.0,0.0
2020-03-17 00:00:00+00:00,0.8969159722328186,0.9607179760932922,0.41293901205062866,0.7147889733314514,20260,0.0,0.0
2020-03-18 00:00:00+00:00,0.7136780023574829,0.7184690237045288,0.5967209935188293,0.6065490245819092,18333,0.0,0.0
2020-03-19 00:00:00+00:00,0.6065490245819092,0.6630560159683228,0.38707199692726135,0.40158599615097046,4568,0.0,0.0
2020-03-20 00:00:00+00:00,0.40155598521232605,0.7397500276565552,0.3084070086479187,0.42337098717689514,9599,0.0,0.0
2020-03-21 00:00:00+00:00,0.42337098717689514,0.7041609883308411,0.418628990650177,0.6977919936180115,7583,0.0,0.0
2020-03-22 00:00:00+00:00,0.6964930295944214,0.7429230213165283,0.4999240040779114,0.6949790120124817,7196,0.0,0.0
2020-03-23 00:00:00+00:00,0.6949790120124817,0.7025049924850464,0.5214189887046814,0.5427299737930298,16288,0.0,0.0
2020-03-24 00:00:00+00:00,0.5437179803848267,0.9437519907951355,0.5269730091094971,0.9382460117340088,39825,0.0,0.0
2020-03-25 00:00:00+00:00,0.9384589791297913,0.9451919794082642,0.816195011138916,0.9380620121955872,5736,0.0,0.0
2020-03-26 00:00:00+00:00,0.9380620121955872,1.0601580142974854,0.9150729775428772,1.0277669429779053,53942,0.0,0.0
2020-03-27 00:00:00+00:00,1.0280569791793823,1.048746943473816,1.0044759511947632,1.037093997001648,27229,0.0,0.0
2020-03-28 00:00:00+00:00,1.0354299545288086,1.0437699556350708,1.0125700235366821,1.0169930458068848,23016,0.0,0.0
2020-03-29 00:00:00+00:00,1.017356038093567,1.0293769836425781,1.0124380588531494,1.0204099416732788,21391,0.0,0.0
2020-03-30 00:00:00+00:00,1.0208159685134888,1.0477449893951416,1.003432035446167,1.0469050407409668,7843,0.0,0.0
2020-03-31 00:00:00+00:00,1.047104001045227,1.0487949848175049,1.0063480138778687,1.0168869495391846,10,0.0,0.0
2020-04-01 00:00:00+00:00,1.0168869495391846,1.058624029159546,0.9473239779472351,0.9940909743309021,21818,0.0,0.0
2020-04-02 00:00:00+00:00,1.0119669437408447,1.050544023513794,0.9123309850692749,1.0011570453643799,28362,0.0,0.0
2020-04-03 00:00:00+00:00,0.9903960227966309,1.1325980424880981,0.956570029258728,0.9906409978866577,28803,0.0,0.0
2020-04-04 00:00:00+00:00,0.9843040108680725,1.023535966873169,0.9330289959907532,0.9931269884109497,30689,0.0,0.0
2020-04-05 00:00:00+00:00,0.9526119828224182,1.0287829637527466,0.925154983997345,1.0002110004425049,22526,0.0,0.0
2020-04-06 00:00:00+00:00,1.001723051071167,1.021136999130249,0.8474699854850769,0.8788740038871765,22917,0.0,0.0
2020-04-07 00:00:00+00:00,0.8884029984474182,1.1121269464492798,0.8464249968528748,0.9233760237693787,23091,0.0,0.0
2020-04-08 00:00:00+00:00,0.9059919714927673,1.1419119834899902,0.8564370274543762,0.9006419777870178,22683,0.0,0.0
2020-04-09 00:00:00+00:00,0.9043530225753784,1.0948009490966797,0.8457900285720825,0.9512330293655396,21275,0.0,0.0
2020-04-10 00:00:00+00:00,0.9002159833908081,0.963595986366272,0.8893610239028931,0.922353982925415,21114,0.0,0.0
2020-04-11 00:00:00+00:00,0.922353982925415,0.952655017375946,0.8714050054550171,0.9397140145301819,22568,0.0,0.0
2020-04-12 00:00:00+00:00,0.9316009879112244,1.189972996711731,0.6708030104637146,1.0567790269851685,27567,0.0,0.0
2020-04-13 00:00:00+00:00,1.0556750297546387,1.22878897190094,0.8746979832649231,1.120082974433899,36017,0.0,0.0
2020-04-14 00:00:00+00:00,1.120082974433899,1.244271993637085,1.0921180248260498,1.2027130126953125,46636,0.0,0.0
2020-04-15 00:00:00+00:00,1.2209919691085815,1.4289870262145996,0.9754949808120728,1.343222975730896,48911,0.0,0.0
2020-04-16 00:00:00+00:00,1.363237977027893,1.6973860263824463,1.1622810363769531,1.496016025543213,61684,0.0,0.0
2020-04-17 00:00:00+00:00,1.5198270082473755,2.3743560314178467,1.0184619426727295,2.076050043106079,63006,0.0,0.0
2020-04-18 00:00:00+00:00,2.076050043106079,2.2060000896453857,1.0419570207595825,1.7052940130233765,58419,0.0,0.0
2020-04-19 00:00:00+00:00,1.7057600021362305,1.7211899757385254,1.2241289615631104,1.284801959991455,61733,0.0,0.0
2020-04-20 00:00:00+00:00,1.2991900444030762,1.5493030548095703,1.0968660116195679,1.3016289472579956,63940,0.0,0.0
2020-04-21 00:00:00+00:00,1.2739640474319458,1.3969600200653076,1.1690850257873535,1.255942940711975,62669,0.0,0.0
2020-04-22 00:00:00+00:00,1.3043700456619263,1.3043700456619263,0.995993971824646,1.170719027519226,55481,0.0,0.0
2020-04-23 00:00:00+00:00,1.129122018814087,1.311676025390625,1.1004530191421509,1.2771309614181519,63522,0.0,0.0
2020-04-24 00:00:00+00:00,1.2764899730682373,1.3793020248413086,1.169666051864624,1.3142579793930054,63520,0.0,0.0
2020-04-25 00:00:00+00:00,1.3139599561691284,1.383592963218689,1.0108979940414429,1.1138559579849243,49932,0.0,0.0
2020-04-26 00:00:00+00:00,1.144044041633606,1.31346595287323,1.060027003288269,1.228698968887329,49037,0.0,0.0
2020-04-27 00:00:00+00:00,1.228700041770935,1.4486949443817139,1.228700041770935,1.3685499429702759,57928,0.0,0.0
2020-04-28 00:00:00+00:00,1.3869409561157227,1.427706003189087,1.239725947380066,1.3052059412002563,67134,0.0,0.0
2020-04-29 00:00:00+00:00,1.3126660585403442,1.358312964439392,1.2273449897766113,1.2907719612121582,61055,0.0,0.0
2020-04-30 00:00:00+00:00,1.2677730321884155,1.3751410245895386,1.2382960319519043,1.3246170282363892,69874,0.0,0.0
2020-05-01 00:00:00+00:00,1.3246170282363892,1.3400670289993286,0.9518700242042542,1.1823740005493164,52112,0.0,0.0
2020-05-02 00:00:00+00:00,1.1696490049362183,1.3874720335006714,0.9899320006370544,1.1814830303192139,48662,0.0,0.0
