TIMESTAMP,LUNC_OPEN_PRICE_USDT,LUNC_HIGH_PRICE_USDT,LUNC_LOW_PRICE_USDT,LUNC_CLOSE_PRICE_USDT,LUNC_FIRST_TRADE_PRICE_USDT,LUNC_HIGH_TRADE_PRICE_USDT,LUNC_LOW_TRADE_PRICE_USDT,LUNC_LAST_TRADE_PRICE_USDT,LUNC_TOTAL_TRADE_COUNT,LUNC_TOTAL_TRADES_BUY,LUNC_TOTAL_TRADES_SELL,LUNC_VOLUME_USDT,LUNC_QUOTE_VOLUME,LUNC_VOLUME_BUY,LUNC_QUOTE_VOLUME_BUY,LUNC_VOLUME_SELL,LUNC_QUOTE_VOLUME_SELL
2022-09-19,0.00027225,0.0003218,0.00026412,0.0003111,0.0002727,0.0003218,0.00026412,0.0003111,302413,158253,144160,272781800234.98,81164794.4447827,140956652316.37,42050344.955637,131825147918.61,39114449.4891434
2022-09-20,0.0003111,0.00031451,0.0002845,0.00030165,0.00031113,0.00031451,0.0002845,0.00030165,202934,101142,101792,183248006251.86,54485787.0457117,89970551538.93,26769633.2286394,93277454712.93,27716153.8170718
2022-09-21,0.00030165,0.00030999,0.00026768,0.00028429,0.00030158,0.00030999,0.00026768,0.00028429,213868,103334,110534,199537123512.24,57113951.5976979,94572805143.87,27094206.7448547,104964318368.37,30019744.8528434
2022-09-22,0.00028429,0.00029,0.00026144,0.00027701,0.00028375,0.00029,0.00026144,0.00027701,178645,89935,88710,149436526746.92,41492099.6318819,71698701595.83,19935971.9666886,77737825151.09,21556127.6651975
2022-09-23,0.00027701,0.00028384,0.00021691,0.00025617,0.00027699,0.00028384,0.00021691,0.00025617,291807,148788,143019,319321111773.54,81654345.1978272,157347504126.64,40228753.3616968,161973607646.9,41425591.8361434
2022-09-24,0.00025617,0.000268,0.00022158,0.00022572,0.00025615,0.000268,0.00022158,0.00022572,190445,92685,97760,203837494596.5,49834521.7513843,97936092444.57,23978632.1086249,105901402151.93,25855889.6427594
2022-09-25,0.00022572,0.00024103,0.00017896,0.00019669,0.00022572,0.00024103,0.00017896,0.00019669,234066,114114,119952,277659754630.3,60404657.5214799,134387615709.28,29340326.7779133,143272138921.02,31064330.7435663
2022-09-26,0.00019669,0.00033,0.00018133,0.0003099,0.00019646,0.00033,0.00018133,0.0003099,880199,438810,441389,1175072267883.61,325710561.695836,583179776373.65,161679937.888519,591892491509.96,164030623.80744
2022-09-27,0.0003099,0.000313,0.00026521,0.00027772,0.00030998,0.000313,0.00026521,0.00027772,419119,213624,205495,442415058118.29,126738880.391518,217804576263.08,62380905.2113764,224610481855.21,64357975.1799397
2022-09-28,0.00027772,0.00029676,0.00025754,0.00027498,0.00027778,0.00029676,0.00025754,0.00027498,378058,190442,187616,460603764893.62,127263235.197397,238799820555.28,66088090.021205,221803944338.34,61175145.1760584
2022-09-29,0.00027498,0.00029152,0.00027051,0.00028259,0.00027497,0.00029152,0.00027051,0.00028259,218475,110490,107985,228461447978.08,63552426.1324133,112750521306.24,31381268.9609466,115710926671.84,32171157.1714749
2022-09-30,0.00028259,0.00031081,0.00027851,0.00030364,0.00028283,0.00031081,0.00027851,0.00030364,289561,146423,143138,294391215026.21,87340097.0315094,145396286092.23,43128307.3175249,148994928933.98,44211789.7139954
2022-10-01,0.00030364,0.0003518,0.00029003,0.00033555,0.00030362,0.0003518,0.00029003,0.00033555,230245,118075,112170,212749318021.89,66006197.8598555,108266324155.09,33588521.1072376,104482993866.8,32417676.7526184
2022-10-02,0.00033555,0.00037297,0.0003227,0.00033267,0.0003356,0.00037297,0.0003227,0.00033267,470574,234439,236135,420469316454.39,143517855.034138,202390241034.84,69080924.4901104,218079075419.55,74436930.5441245
2022-10-03,0.00033267,0.000349,0.00029667,0.0003111,0.00033285,0.000349,0.00029667,0.0003111,474655,209506,265149,412543609186.41,132855924.506629,192598608532.73,62086439.060971,219945000653.68,70769485.4456077
2022-10-04,0.0003111,0.00032231,0.0003,0.00030713,0.0003111,0.00032231,0.0003,0.00030713,264961,129164,135797,227604711540.97,70897809.5876908,106708277109.75,33245159.6128488,120896434431.22,37652649.9748292
2022-10-05,0.00030713,0.000316,0.00028903,0.0003004,0.00030726,0.000316,0.00028903,0.0003004,219552,114628,104924,191394059985.98,57915093.3615766,89861356006.39,27205127.6724366,101532703979.59,30709965.6891312
2022-10-06,0.0003004,0.00030624,0.00028151,0.00028548,0.00030041,0.00030624,0.00028151,0.00028548,162671,83811,78860,135041373293.26,39703982.1644204,65561957458.2,19290452.7945405,69479415835.06,20413529.3698729
2022-10-07,0.00028548,0.00030629,0.00028195,0.00028914,0.00028557,0.00030629,0.00028195,0.00028914,223324,116430,106894,184393531953.01,53881020.2727665,92190988232.6,26944307.2121116,92202543720.41,26936713.0606528
2022-10-08,0.00028914,0.00029797,0.0002844,0.00029457,0.00028914,0.00029797,0.0002844,0.00029457,111305,57091,54214,102674890600.83,29915771.880731,51279668225.3,14950267.6455853,51395222375.53,14965504.2351507
2022-10-09,0.00029457,0.00030976,0.000291,0.00030618,0.00029458,0.00030976,0.000291,0.00030618,139521,70759,68762,145251014472.92,43293456.7138129,71784114976.14,21412955.4828414,73466899496.78,21880501.2309779
2022-10-10,0.00030618,0.00031803,0.00028269,0.00028798,0.00030626,0.00031803,0.00028269,0.00028798,227625,108896,118729,232320873481.93,70131319.5751566,108618783921.7,32805267.8228029,123702089560.23,37326051.7523456
2022-10-11,0.00028798,0.00029294,0.00026355,0.00028034,0.00028795,0.00029294,0.00026355,0.00028034,237458,117919,119539,262522280343.91,73698277.4465606,126744915052.29,35574916.2241765,135777365291.62,38123361.2223868
2022-10-12,0.00028034,0.00030299,0.0002789,0.00028654,0.00028037,0.00030299,0.0002789,0.00028654,175945,89201,86744,179252842697.91,51803069.1932424,89692956380.66,25941898.0229942,89559886317.25,25861171.1702381
2022-10-13,0.00028654,0.0002916,0.00025552,0.00027781,0.00028651,0.0002916,0.00025552,0.00027781,227884,111655,116229,238457360670.09,65148895.6228488,114091614303.47,31187543.3185938,124365746366.62,33961352.3042506
2022-10-14,0.00027781,0.00029,0.00026795,0.00027188,0.00027769,0.00029,0.00026795,0.00027188,141271,73932,67339,133415652172.29,37355300.2030646,66066922137.65,18515555.1343363,67348730034.64,18839745.0687346
2022-10-15,0.00027188,0.00027591,0.00026271,0.00026437,0.00027185,0.00027591,0.00026271,0.00026437,103652,56884,46768,100847757527.2,27179720.5226734,48745938564.85,13141120.8166598,52101818962.35,14038599.7060116
2022-10-16,0.00026437,0.00026895,0.00025548,0.00026365,0.0002644,0.00026895,0.00025548,0.00026365,95258,46533,48725,108604118830.12,28572037.9314494,52287597185.14,13756905.6251543,56316521644.98,14815132.3062897
2022-10-17,0.00026365,0.00027277,0.00026033,0.00026378,0.00026368,0.00027277,0.00026033,0.00026378,91573,45126,46447,104131949928.42,27629268.8336028,50367612788.88,13372528.4341625,53764337139.54,14256740.399441
2022-10-18,0.00026378,0.00027115,0.000245,0.00025264,0.00026376,0.00027115,0.000245,0.00025264,117009,59532,57477,123150720238.19,31981135.6505746,60260123314.42,15669510.0998416,62890596923.77,16311625.5507233
2022-10-19,0.00025264,0.0002598,0.00024,0.00025278,0.0002526,0.0002598,0.00024,0.00025278,131526,64550,66976,139945044295.52,34855459.9640974,67878423561.53,16918275.3896416,72066620733.99,17937184.5744675
2022-10-20,0.00025278,0.00025649,0.00023303,0.00023566,0.00025279,0.00025649,0.00023303,0.00023566,102644,49799,52845,100288075040.56,24715282.0100347,45232459008.76,11160103.3101678,55055616031.8,13555178.6998746
2022-10-21,0.00023566,0.00024188,0.00022521,0.00023702,0.00023567,0.00024188,0.00022521,0.00023702,110177,54094,56083,115513122124.66,27015178.421604,54332227981.02,12716436.1685247,61180894143.64,14298742.2530772
2022-10-22,0.00023702,0.00023945,0.0002286,0.00023246,0.00023712,0.00023945,0.0002286,0.00023246,74975,38327,36648,81668599809.87,19051774.0372435,39441687366.1,9203109.2906569,42226912443.77,9848664.7465807
2022-10-23,0.00023246,0.00024528,0.00022404,0.00023925,0.00023253,0.00024528,0.00022404,0.00023925,108252,53882,54370,127210521133.11,29983550.4842373,62395452309.07,14706217.6228059,64815068824.04,15277332.8614215
2022-10-24,0.00023925,0.00024629,0.00022868,0.00023103,0.00023922,0.00024629,0.00022868,0.00023103,69543,34801,34742,79010357828.59,18474556.0410134,39682442914.21,9280016.53558832,39327914914.38,9194539.5054211
2022-10-25,0.00023103,0.00024509,0.00022919,0.00023748,0.0002311,0.00024509,0.00022919,0.00023748,87766,44723,43043,109093763438.46,25740202.8808311,51001108527.23,12042998.0964545,58092654911.23,13697204.7843783
2022-10-26,0.00023748,0.00025288,0.00023577,0.00024373,0.00023758,0.00025288,0.00023577,0.00024373,101685,52655,49030,116323369884.9,28520950.9361443,59875526676.89,14680748.5539336,56447843208.01,13840202.3822101
2022-10-27,0.00024373,0.000252,0.00023287,0.0002401,0.00024371,0.000252,0.00023287,0.0002401,106285,54086,52199,124653223311.59,30474848.9644359,62376351821.01,15271206.249489,62276871490.58,15203642.7149483
2022-10-28,0.0002401,0.0002548,0.00023931,0.00024342,0.00024009,0.0002548,0.00023931,0.00024342,115180,56948,58232,154455923005.86,37905442.3555771,72474586240.14,17794945.7655323,81981336765.72,20110496.5900378
2022-10-29,0.00024342,0.00025138,0.00023441,0.00023755,0.00024344,0.00025138,0.00023441,0.00023755,132927,65753,67174,159288498678.52,38603531.6651598,77598111508.6,18811622.942883,81690387169.92,19791908.7222799
2022-10-30,0.00023755,0.000275,0.000235,0.00024956,0.0002376,0.000275,0.000235,0.00024956,207426,103774,103652,263818219342.04,66440676.9604295,133492459036.45,33627421.0897842,130325760305.59,32813255.8706446
2022-10-31,0.00024956,0.00025799,0.00023925,0.000242,0.00024971,0.00025799,0.00023925,0.000242,102044,48396,53648,124280610228.24,30648684.6012661,58074578295.52,14339039.7327954,66206031932.72,16309644.8684717
2022-11-01,0.000242,0.00024423,0.0002,0.00021978,0.00024212,0.00024423,0.0002,0.00021978,140276,60674,79602,153342094312.08,35269591.3871035,68100930472.84,15691275.9625156,85241163839.24,19578315.4245831
2022-11-02,0.00021978,0.00023369,0.00020855,0.00021323,0.00021979,0.00023369,0.00020855,0.00021323,141941,67314,74627,171055219368.41,37759764.6684902,82288921321.07,18178688.4284371,88766298047.34,19581076.2400547
2022-11-03,0.00021323,0.00022934,0.00021235,0.00021879,0.00021323,0.00022934,0.00021235,0.00021879,109748,56564,53184,132444451174.21,29399032.9330996,65464654070.09,14535533.8759087,66979797104.12,14863499.0572006
2022-11-04,0.00021879,0.00026971,0.0002167,0.00025903,0.0002189,0.00026971,0.0002167,0.00025903,204035,110357,93678,247334356443.16,59566163.3617295,127943913645.77,30888677.5697715,119390442797.39,28677485.7919398
2022-11-05,0.00025903,0.0002789,0.00024168,0.00024595,0.00025921,0.0002789,0.00024168,0.00024595,211751,108300,103451,225699416281.48,58063563.4245823,111543778035.95,28730004.0596189,114155638245.53,29333559.3649519
2022-11-06,0.00024595,0.00025544,0.0002295,0.00023202,0.00024595,0.00025544,0.0002295,0.00023202,92561,40535,52026,100865973339.7,24700715.3062147,44816477892.78,10999509.3742115,56049495446.92,13701205.9320114
2022-11-07,0.00023202,0.00024,0.0002265,0.0002355,0.00023187,0.00024,0.0002265,0.0002355,88085,39350,48735,99789186395.97,23279650.0684293,49165259656.32,11475927.312881,50623926739.65,11803722.7555482
2022-11-08,0.0002355,0.00024527,0.00013359,0.00019063,0.0002355,0.00024527,0.00013359,0.00019063,268918,121927,146991,341246107174.46,68871258.5490517,158165483180.99,32115424.8112861,183080623993.47,36755833.7377655
2022-11-09,0.00019063,0.000235,0.0001537,0.00018545,0.00019069,0.000235,0.0001537,0.00018545,361162,178968,182194,480273688876.35,88323541.6318188,233876795175.09,43173324.9495713,246396893701.26,45150216.6822424
2022-11-10,0.00018545,0.00020579,0.00018001,0.00019457,0.00018558,0.00020579,0.00018001,0.00019457,223440,111601,111839,287621678886.67,55691667.8006836,138305088371.29,26796308.1437678,149316590515.38,28895359.6569185
2022-11-11,0.00019457,0.00020699,0.00017919,0.000189,0.00019442,0.00020699,0.00017919,0.000189,121565,59793,61772,151901771714.05,29382929.6406089,74872150931.65,14516525.8166122,77029620782.4,14866403.8240004
2022-11-12,0.000189,0.00019049,0.00017943,0.0001825,0.00018942,0.00019049,0.00017943,0.0001825,75802,39143,36659,85738853672.57,15764544.0503938,42122225684.96,7747838.67177323,43616627987.61,8016705.37862578
2022-11-13,0.0001825,0.00018732,0.00016625,0.00017101,0.0001825,0.00018732,0.00016625,0.00017101,91097,45957,45140,103363029414.71,18486899.3433744,49800442000.93,8913425.08897368,53562587413.78,9573474.25440214
2022-11-14,0.00017101,0.000179,0.00015756,0.00017352,0.000171,0.000179,0.00015756,0.00017352,140865,71795,69070,161968227340.88,27302506.9681442,80687673232.96,13617753.651167,81280554107.92,13684753.3169756
2022-11-15,0.00017352,0.00019717,0.00017186,0.00018412,0.00017359,0.00019717,0.00017186,0.00018412,130336,65419,64917,146811217142.77,26491588.1190629,74224426388.82,13388337.8909401,72586790753.95,13103250.2281254
2022-11-16,0.00018412,0.00018763,0.00017505,0.00017919,0.0001842,0.00018763,0.00017505,0.00017919,111964,55997,55967,111861554631.67,20312488.9828754,55931861655.43,10156454.7986531,55929692976.24,10156034.1842214
2022-11-17,0.00017919,0.00017956,0.00016928,0.00017283,0.0001793,0.00017956,0.00016928,0.00017283,59086,28166,30920,67293245723.03,11697794.9084313,32750602465.64,5693049.66788675,34542643257.39,6004745.24054556
2022-11-18,0.00017283,0.0001832,0.00017207,0.00017693,0.00017288,0.0001832,0.00017207,0.00017693,71676,34378,37298,105366658003.69,18671949.0938897,50155415179.52,8889374.69192275,55211242824.17,9782574.40196426
2022-11-19,0.00017693,0.00017727,0.00017172,0.00017376,0.00017692,0.00017727,0.00017172,0.00017376,34158,16069,18089,40584756294.73,7062979.70100868,18687865774.62,3254181.65448001,21896890520.11,3808798.04652858
2022-11-20,0.00017376,0.00017455,0.00015521,0.00015919,0.0001738,0.00017455,0.00015521,0.00015919,73705,34464,39241,86684619290.66,14517949.7981393,41462977039.13,6943937.06194983,45221642251.53,7574012.73618523
2022-11-21,0.00015919,0.00016175,0.00014747,0.0001518,0.00015911,0.00016175,0.00014747,0.0001518,105798,50525,55273,115535816887.81,17773094.6510354,55190131945.52,8498919.97376687,60345684942.29,9274174.67727792
2022-11-22,0.0001518,0.00016518,0.00014718,0.00016133,0.00015181,0.00016518,0.00014718,0.00016133,88923,44870,44053,103695191369.47,16086933.5592737,52521482204.54,8158388.00445594,51173709164.93,7928545.55480485
2022-11-23,0.00016133,0.00016943,0.00015825,0.00016513,0.00016133,0.00016943,0.00015825,0.00016513,86015,41967,44048,97694735274.96,16006656.2678101,47403671884.57,7763543.21138526,50291063390.39,8243113.05641961
2022-11-24,0.00016513,0.00016699,0.00016074,0.00016251,0.00016513,0.00016699,0.00016074,0.00016251,43317,20688,22629,46039364868.17,7499084.0062144,21464527680.45,3496806.98978792,24574837187.72,4002277.01642627
2022-11-25,0.00016251,0.00016259,0.00015252,0.00015865,0.00016251,0.00016259,0.00015252,0.00015865,45148,22116,23032,47549939968.43,7522250.04242446,22691758449.95,3590223.17866899,24858181518.48,3932026.86375543
2022-11-26,0.00015865,0.00016499,0.00015782,0.00015922,0.00015858,0.00016499,0.00015782,0.00015922,46735,22448,24287,54981968291.87,8886381.09836914,27189932235.84,4396116.94000188,27792036056.03,4490264.15836674
2022-11-27,0.00015922,0.00016819,0.0001588,0.00016218,0.00015922,0.00016819,0.0001588,0.00016218,66272,31562,34710,75564194390.09,12334210.4019769,35846369254.75,5852617.05608385,39717825135.34,6481593.34588905
2022-11-28,0.00016218,0.0001631,0.00015303,0.00015883,0.00016212,0.0001631,0.00015303,0.00015883,46603,21879,24724,49357845077.69,7763597.19857462,22655142485.62,3563767.31575468,26702702592.07,4199829.88282034
2022-11-29,0.00015883,0.000163,0.00015751,0.00016001,0.00015877,0.000163,0.00015751,0.00016001,39854,18325,21529,44961476437.79,7212887.51430314,20424234885.35,3277867.68371408,24537241552.44,3935019.83058883
2022-11-30,0.00016001,0.00016613,0.00015942,0.00016463,0.00016004,0.00016613,0.00015942,0.00016463,51472,25295,26177,58081615764.5,9444204.13808059,27912293146.9,4539942.20892244,30169322617.6,4904261.92915867
2022-12-01,0.00016463,0.00017652,0.00016012,0.00016858,0.0001647,0.00017652,0.00016012,0.00016858,74880,35853,39027,96609263376.67,16082169.9241592,46911637900.74,7819438.51167206,49697625475.93,8262731.41248148
2022-12-02,0.00016858,0.00019437,0.00016665,0.00018084,0.00016857,0.00019437,0.00016665,0.00018084,233425,114689,118736,262770154421.84,47997789.7225232,131268121402.53,23964825.0526497,131502033019.31,24032964.6698689
2022-12-03,0.00018084,0.00018399,0.00016952,0.00017258,0.00018104,0.00018399,0.00016952,0.00017258,67615,32529,35086,74853538536.92,13383176.702251,34892693831.26,6241358.52662287,39960844705.66,7141818.17562669
2022-12-04,0.00017258,0.00017786,0.000172,0.00017607,0.00017263,0.00017786,0.000172,0.00017607,44154,21628,22526,47016908750.84,8216294.895501,23701815877.48,4143440.62177029,23315092873.36,4072854.27373076
2022-12-05,0.00017607,0.00017869,0.00017062,0.00017393,0.00017609,0.00017869,0.00017062,0.00017393,51113,23375,27738,52105255555.36,9150287.621805,23980188218.46,4211161.59581645,28125067336.9,4939126.02598885
2022-12-06,0.00017393,0.00017658,0.00016774,0.00017161,0.00017389,0.00017658,0.00016774,0.00017161,44965,20820,24145,45567047385.46,7848234.87342039,21340305432.53,3678263.5204037,24226741952.93,4169971.35301622
2022-12-07,0.00017161,0.00017242,0.00016049,0.00016523,0.00017164,0.00017242,0.00016049,0.00016523,46909,21998,24911,44641316765.68,7394422.05651898,20805441317.22,3445817.64915764,23835875448.46,3948604.40736139
2022-12-08,0.00016523,0.0001759,0.00016246,0.00017347,0.00016532,0.0001759,0.00016246,0.00017347,89914,44875,45039,107847598035.24,18472506.8308409,52961091180.34,9074194.0655769,54886506854.9,9398312.76527178
2022-12-09,0.00017347,0.000178,0.00017024,0.00017199,0.00017356,0.000178,0.00017024,0.00017199,50447,23045,27402,51628627384.51,8934729.54289255,24108179237.32,4173583.6627886,27520448147.19,4761145.88010415
2022-12-10,0.00017199,0.00017305,0.00016974,0.00017086,0.00017195,0.00017305,0.00016974,0.00017086,26208,12019,14189,30534048200.38,5238517.05581417,14056894448.97,2412416.05280817,16477153751.41,2826101.00300548
2022-12-11,0.00017086,0.00017183,0.000165,0.00016693,0.00017088,0.00017183,0.000165,0.00016693,24706,10788,13918,26769630177.81,4547593.42387539,11284658529.1,1917756.27819636,15484971648.71,2629837.14567919
2022-12-12,0.00016693,0.00017225,0.00016242,0.00017059,0.00016679,0.00017225,0.00016242,0.00017059,46709,22159,24550,50791239390.67,8495069.53212145,24574088211.04,4110776.72045568,26217151179.63,4384292.81166574
2022-12-13,0.00017059,0.00017149,0.0001614,0.00016833,0.00017064,0.00017149,0.0001614,0.00016833,52045,24466,27579,55914797956.11,9325922.83477678,26456186225.59,4413816.48549038,29458611730.52,4912106.34928625
2022-12-14,0.00016833,0.00016948,0.00016325,0.0001653,0.00016836,0.00016948,0.00016325,0.0001653,32393,15512,16881,31837190796.64,5333860.47494112,15716054214.25,2632820.84904776,16121136582.39,2701039.62589363
2022-12-15,0.0001653,0.0001656,0.00016,0.00016142,0.00016538,0.0001656,0.00016,0.00016142,31526,15214,16312,34080540086.63,5560649.14971576,16513914346.63,2695912.13152983,17566625740.0,2864737.01818632
2022-12-16,0.00016142,0.00016359,0.000121,0.00013779,0.00016157,0.00016359,0.000121,0.00013779,82811,39331,43480,101292706639.83,14681954.4317302,47676920367.74,6932609.55768972,53615786272.09,7749344.87403596
2022-12-17,0.00013779,0.000151,0.00012864,0.00014362,0.00013787,0.000151,0.00012864,0.00014362,91830,45268,46562,96649125959.04,13480929.0560772,45855821251.35,6398684.25520576,50793304707.69,7082244.80086891
2022-12-18,0.00014362,0.00014432,0.00013937,0.0001411,0.00014362,0.00014432,0.00013937,0.0001411,35899,18410,17489,34862718545.79,4928822.99999784,16778766131.24,2372901.19766312,18083952414.55,2555921.80233523
2022-12-19,0.0001411,0.00014366,0.00012566,0.00013056,0.0001411,0.00014366,0.00012566,0.00013056,71314,35036,36278,75821042694.2,10278424.2454551,37264358972.69,5054539.74381287,38556683721.51,5223884.50164151
2022-12-20,0.00013056,0.00013696,0.0001294,0.00013378,0.0001305,0.00013696,0.0001294,0.00013378,44593,21540,23053,48920832101.21,6551655.64730316,25178303429.94,3373008.70368659,23742528671.27,3178646.94361691
2022-12-21,0.00013378,0.00013407,0.00012645,0.00012922,0.00013388,0.00013407,0.00012645,0.00012922,43812,21349,22463,43722635806.78,5674155.94129338,20972685488.77,2722634.19599422,22749950318.01,2951521.74529858
2022-12-22,0.00012922,0.00014131,0.00012848,0.0001362,0.00012911,0.00014131,0.00012848,0.0001362,95974,43877,52097,117599670715.28,15902408.4735087,54275349015.13,7340309.21280756,63324321700.15,8562099.26069714
2022-12-23,0.0001362,0.00014582,0.00013541,0.00014257,0.00013623,0.00014582,0.00013541,0.00014257,77911,36426,41485,100974935561.09,14154311.549681,47965133529.29,6733672.69773267,53009802031.8,7420638.85194553
2022-12-24,0.00014257,0.000147,0.0001418,0.00014566,0.00014258,0.000147,0.0001418,0.00014566,56649,27578,29071,71787742812.67,10406921.3011228,35357543385.66,5124967.96840609,36430199427.01,5281953.33271526
2022-12-25,0.00014566,0.0001462,0.00014316,0.00014529,0.00014562,0.0001462,0.00014316,0.00014529,47808,24372,23436,62426620854.67,9007740.27791021,29865014377.55,4311196.07089135,32561606477.12,4696544.20701936
2022-12-26,0.00014529,0.0001655,0.000145,0.00016063,0.00014528,0.0001655,0.000145,0.00016063,128253,64030,64223,149909521540.26,23189143.3884393,74874113251.89,11588291.0555795,75035408288.37,11600852.3328676
2022-12-27,0.00016063,0.00018682,0.00015645,0.00017247,0.0001607,0.00018682,0.00015645,0.00017247,255576,123126,132450,349884636219.96,60849383.8432158,170252259905.38,29638950.1999746,179632376314.58,31210433.6432584
2022-12-28,0.00017247,0.00017699,0.00014633,0.00014726,0.00017255,0.00017699,0.00014633,0.00014726,212685,106621,106064,249593272295.57,39931332.946763,126230774132.52,20209176.0263659,123362498163.05,19722156.9203904
2022-12-29,0.00014726,0.00015379,0.00014402,0.00014953,0.00014729,0.00015379,0.00014402,0.00014953,117030,54967,62063,151912630479.58,22568513.3447717,74926332667.08,11136446.3510526,76986297812.5,11432066.9937292
2022-12-30,0.00014953,0.00015264,0.00013832,0.00014325,0.00014965,0.00015264,0.00013832,0.00014325,86922,40701,46221,111899409790.53,16311373.4221116,51482876785.99,7496667.31590124,60416533004.54,8814706.10620816
2022-12-31,0.00014325,0.00014993,0.0001406,0.00014497,0.00014329,0.00014993,0.0001406,0.00014497,60661,29616,31045,75890321313.85,11015644.6188868,35942524399.92,5217571.23853318,39947796913.93,5798073.38035371
2023-01-01,0.00014497,0.00015077,0.00014471,0.00015051,0.00014508,0.00015077,0.00014471,0.00015051,56508,27327,29181,85134083291.46,12589897.4404433,42358642980.65,6263549.53056413,42775440310.81,6326347.90987896
2023-01-02,0.00015051,0.00016214,0.00014758,0.00015973,0.00015053,0.00016214,0.00014758,0.00015973,84502,41507,42995,122399221947.26,18854755.4442642,60012551722.37,9243429.89872931,62386670224.89,9611325.54552906
2023-01-03,0.00015973,0.00016896,0.00015046,0.00015614,0.00015974,0.00016896,0.00015046,0.00015614,124922,57903,67019,206840527233.04,32868479.3155852,94152272058.65,14945976.6079334,112688255174.39,17922502.7076469
2023-01-04,0.00015614,0.000162,0.00015497,0.00015825,0.00015627,0.000162,0.00015497,0.00015825,68732,33042,35690,93574703417.81,14794699.0559417,45107786470.67,7132694.03537687,48466916947.14,7662005.02056751
2023-01-05,0.00015825,0.00016042,0.00015128,0.00015224,0.00015833,0.00016042,0.00015128,0.00015224,53045,24843,28202,76095954729.55,11820402.9566398,34873907957.86,5417768.88630893,41222046771.69,6402634.07032707
2023-01-06,0.00015224,0.00015685,0.00014819,0.00015609,0.0001523,0.00015685,0.00014819,0.00015609,49791,25086,24705,70209914751.51,10688007.6662593,35055950069.5,5340505.038999,35153964682.01,5347502.62726198
2023-01-07,0.00015609,0.00015709,0.00015267,0.00015341,0.00015616,0.00015709,0.00015267,0.00015341,28944,12841,16103,33888218611.35,5226072.46848092,14751357969.25,2274973.29762265,19136860642.1,2951099.17085822
2023-01-08,0.00015341,0.00015977,0.00015135,0.00015847,0.0001534,0.00015977,0.00015135,0.00015847,49416,23553,25863,66883537297.4,10380397.0973099,30707226599.25,4769579.29016938,36176310698.15,5610817.80714238
2023-01-09,0.00015847,0.00018524,0.00015744,0.00016964,0.00015856,0.00018524,0.00015744,0.00016964,156336,80245,76091,301661823261.75,50762339.790876,147324564759.13,24787789.2788444,154337258502.62,25974550.5120287
