TIMESTAMP,ADHD_OPEN_PRICE_USD,ADHD_HIGH_PRICE_USD,ADHD_LOW_PRICE_USD,ADHD_CLOSE_PRICE_USD,ADHD_VOLUME_USD,ADHD_DIVIDENDS_USD,ADHD_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,0.00018600000475998968,0.00023600000713486224,0.00014899999951012433,0.00018099999579135329,63272,0.0,0.0
2024-12-02 00:00:00+00:00,0.00018099999579135329,0.00018099999579135329,0.00014099999680183828,0.00015300000086426735,16534,0.0,0.0
2024-12-03 00:00:00+00:00,0.00015300000086426735,0.00015500000154133886,0.00011999999696854502,0.00013699999544769526,11718,0.0,0.0
2024-12-04 00:00:00+00:00,0.00013699999544769526,0.00014699999883305281,0.00011800000356743112,0.0001320000010309741,13416,0.0,0.0
2024-12-05 00:00:00+00:00,0.0001320000010309741,0.0002010000025620684,0.00012799999967683107,0.0001500000071246177,29038,0.0,0.0
2024-12-06 00:00:00+00:00,0.0001500000071246177,0.00016900000628083944,0.00011100000119768083,0.00011100000119768083,13130,0.0,0.0
2024-12-07 00:00:00+00:00,0.00011100000119768083,0.00014099999680183828,0.00010099999781232327,0.00012099999730708078,15724,0.0,0.0
2024-12-08 00:00:00+00:00,0.00011999999696854502,0.00013800000306218863,0.0001049999991664663,0.00011100000119768083,13205,0.0,0.0
2024-12-09 00:00:00+00:00,0.00011100000119768083,0.00011100000119768083,9.000000136438757e-05,9.100000170292333e-05,11882,0.0,0.0
2024-12-10 00:00:00+00:00,9.100000170292333e-05,9.999999747378752e-05,7.999999797903001e-05,9.899999713525176e-05,14438,0.0,0.0
2024-12-11 00:00:00+00:00,9.899999713525176e-05,0.00019299999985378236,9.7999996796716e-05,0.000155999994603917,37258,0.0,0.0
2024-12-12 00:00:00+00:00,0.000155999994603917,0.00018200000340584666,0.0001250000059371814,0.0001250000059371814,12154,0.0,0.0
2024-12-13 00:00:00+00:00,0.0001250000059371814,0.0001289999927394092,0.00011000000085914508,0.00011000000085914508,4989,0.0,0.0
2024-12-14 00:00:00+00:00,0.00011000000085914508,0.00013600000238511711,9.300000237999484e-05,0.00010099999781232327,12750,0.0,0.0
2024-12-15 00:00:00+00:00,0.00010099999781232327,0.00015199999324977398,9.000000136438757e-05,9.200000204145908e-05,51331,0.0,0.0
2024-12-16 00:00:00+00:00,9.200000204145908e-05,0.00012700000661425292,8.800000068731606e-05,9.40000027185306e-05,26838,0.0,0.0
2024-12-17 00:00:00+00:00,9.40000027185306e-05,0.00015500000154133886,8.70000003487803e-05,9.7999996796716e-05,33717,0.0,0.0
2024-12-18 00:00:00+00:00,9.7999996796716e-05,0.00011200000153621659,7.599999662488699e-05,7.599999662488699e-05,11705,0.0,0.0
2024-12-19 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,6.199999916134402e-05,6.199999916134402e-05,1511,0.0,0.0
2024-12-20 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,5.6000000768108293e-05,6.199999916134402e-05,586,0.0,0.0
2024-12-21 00:00:00+00:00,6.199999916134402e-05,6.500000017695129e-05,5.6000000768108293e-05,5.6000000768108293e-05,693,0.0,0.0
2024-12-22 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.0999999075429514e-05,5.0999999075429514e-05,1078,0.0,0.0
2024-12-23 00:00:00+00:00,5.0999999075429514e-05,6.199999916134402e-05,4.8999998398358e-05,4.999999873689376e-05,5839,0.0,0.0
2024-12-24 00:00:00+00:00,4.999999873689376e-05,5.500000042957254e-05,4.999999873689376e-05,5.500000042957254e-05,981,0.0,0.0
2024-12-25 00:00:00+00:00,5.500000042957254e-05,6.0999998822808266e-05,5.500000042957254e-05,6.0999998822808266e-05,1479,0.0,0.0
2024-12-26 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.700000110664405e-05,478,0.0,0.0
2024-12-27 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,4.3000000005122274e-05,4.400000034365803e-05,2395,0.0,0.0
2024-12-28 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.400000034365803e-05,4.5000000682193786e-05,315,0.0,0.0
2024-12-29 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.400000034365803e-05,4.400000034365803e-05,450,0.0,0.0
2024-12-30 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.3000000005122274e-05,604,0.0,0.0
2024-12-31 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,2659,0.0,0.0
2025-01-01 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,4.3000000005122274e-05,4.3000000005122274e-05,2951,0.0,0.0
2025-01-02 00:00:00+00:00,4.3000000005122274e-05,5.8000001445179805e-05,4.3000000005122274e-05,4.3000000005122274e-05,5891,0.0,0.0
2025-01-03 00:00:00+00:00,4.3000000005122274e-05,5.2999999752501026e-05,4.3000000005122274e-05,4.70000013592653e-05,3213,0.0,0.0
2025-01-04 00:00:00+00:00,4.70000013592653e-05,5.0999999075429514e-05,4.70000013592653e-05,4.8999998398358e-05,1056,0.0,0.0
2025-01-05 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.400000034365803e-05,4.400000034365803e-05,747,0.0,0.0
2025-01-06 00:00:00+00:00,4.400000034365803e-05,5.999999848427251e-05,4.3000000005122274e-05,5.8000001445179805e-05,2729,0.0,0.0
2025-01-07 00:00:00+00:00,5.8000001445179805e-05,0.00011100000119768083,5.400000009103678e-05,8.099999831756577e-05,17714,0.0,0.0
2025-01-08 00:00:00+00:00,8.099999831756577e-05,8.70000003487803e-05,5.199999941396527e-05,5.2999999752501026e-05,5649,0.0,0.0
2025-01-09 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.5000000682193786e-05,4.5000000682193786e-05,1099,0.0,0.0
2025-01-10 00:00:00+00:00,4.5000000682193786e-05,5.199999941396527e-05,4.5000000682193786e-05,4.8000001697801054e-05,1636,0.0,0.0
2025-01-11 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.600000102072954e-05,4.70000013592653e-05,565,0.0,0.0
2025-01-12 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.5000000682193786e-05,4.600000102072954e-05,1381,0.0,0.0
