TIMESTAMP,KNG_OPEN_PRICE_USD,KNG_HIGH_PRICE_USD,KNG_LOW_PRICE_USD,KNG_CLOSE_PRICE_USD,KNG_VOLUME_USD,KNG_DIVIDENDS_USD,KNG_STOCK_SPLITS_USD
2021-12-02 00:00:00+00:00,6.835337162017822,6.972364902496338,6.825891017913818,6.953794002532959,67347,0.0,0.0
2021-12-03 00:00:00+00:00,6.960090160369873,7.274969100952148,6.954476833343506,7.265833854675293,80319,0.0,0.0
2021-12-04 00:00:00+00:00,7.265449047088623,7.283330917358398,7.255050182342529,7.269430160522461,5295,0.0,0.0
2021-12-05 00:00:00+00:00,7.268863201141357,7.6479268074035645,7.188836097717285,7.646659851074219,137050,0.0,0.0
2021-12-06 00:00:00+00:00,7.647677898406982,8.06347942352295,7.647393226623535,8.05878734588623,110208,0.0,0.0
2021-12-07 00:00:00+00:00,8.057732582092285,8.66215705871582,8.053544998168945,8.657760620117188,147796,0.0,0.0
2021-12-08 00:00:00+00:00,8.65743637084961,9.347822189331055,8.637760162353516,9.340564727783203,162437,0.0,0.0
2021-12-09 00:00:00+00:00,9.330249786376953,9.864046096801758,9.32655143737793,9.849498748779297,100673,0.0,0.0
2021-12-10 00:00:00+00:00,9.853270530700684,10.137331008911133,9.843289375305176,10.136704444885254,74181,0.0,0.0
2021-12-11 00:00:00+00:00,10.135702133178711,10.146732330322266,10.100579261779785,10.133588790893555,8570,0.0,0.0
2021-12-12 00:00:00+00:00,10.132411003112793,10.145968437194824,10.041081428527832,10.070178031921387,25393,0.0,0.0
2021-12-13 00:00:00+00:00,10.07504940032959,10.084322929382324,9.707326889038086,9.710363388061523,79288,0.0,0.0
2021-12-14 00:00:00+00:00,9.710318565368652,9.7284574508667,9.143830299377441,9.149924278259277,128983,0.0,0.0
2021-12-15 00:00:00+00:00,9.148938179016113,9.153447151184082,8.472366333007812,8.491608619689941,155889,0.0,0.0
2021-12-16 00:00:00+00:00,8.491521835327148,8.505075454711914,8.471695899963379,8.485278129577637,919,0.0,0.0
2021-12-17 00:00:00+00:00,8.486498832702637,8.494542121887207,8.2747220993042,8.29488754272461,47349,0.0,0.0
2021-12-18 00:00:00+00:00,8.291238784790039,8.302544593811035,8.081306457519531,8.0847806930542,50706,0.0,0.0
2021-12-19 00:00:00+00:00,8.083754539489746,8.105560302734375,8.068320274353027,8.093598365783691,2200,0.0,0.0
2021-12-20 00:00:00+00:00,8.091004371643066,8.107693672180176,7.914841175079346,7.921402931213379,40236,0.0,0.0
2021-12-21 00:00:00+00:00,7.921964168548584,7.944457054138184,7.87052583694458,7.888347148895264,10972,0.0,0.0
2021-12-22 00:00:00+00:00,7.889270782470703,7.901822090148926,7.870597839355469,7.889290809631348,0,0.0,0.0
2021-12-23 00:00:00+00:00,7.888759136199951,7.9018120765686035,7.611752033233643,7.742183208465576,105714,0.0,0.0
2021-12-24 00:00:00+00:00,7.743133068084717,7.748297214508057,7.627569198608398,7.704489231109619,42178,0.0,0.0
2021-12-25 00:00:00+00:00,7.704587936401367,7.738553047180176,7.683491230010986,7.729384899139404,8947,0.0,0.0
2021-12-26 00:00:00+00:00,7.729817867279053,7.752394199371338,7.722413063049316,7.739579200744629,1724,0.0,0.0
2021-12-27 00:00:00+00:00,7.740652084350586,7.812368869781494,7.726498126983643,7.797255992889404,17142,0.0,0.0
2021-12-28 00:00:00+00:00,7.804257869720459,7.854663848876953,7.800387859344482,7.842144012451172,8694,0.0,0.0
2021-12-29 00:00:00+00:00,7.849316120147705,7.854537010192871,7.823675155639648,7.840822219848633,0,0.0,0.0
2021-12-30 00:00:00+00:00,7.841310024261475,7.854206085205078,7.825685024261475,7.846621990203857,0,0.0,0.0
2021-12-31 00:00:00+00:00,7.847127914428711,7.85358190536499,7.751554012298584,7.848133087158203,46792,0.0,0.0
2022-01-01 00:00:00+00:00,7.847382068634033,7.8815717697143555,7.8468828201293945,7.88036584854126,7511,0.0,0.0
2022-01-02 00:00:00+00:00,7.880298137664795,7.883124828338623,7.877689838409424,7.8800458908081055,0,0.0,0.0
2022-01-03 00:00:00+00:00,7.8799920082092285,7.8821539878845215,7.784331798553467,7.84411096572876,38202,0.0,0.0
2022-01-04 00:00:00+00:00,7.844079971313477,7.847036838531494,7.842644214630127,7.844453811645508,0,0.0,0.0
2022-01-05 00:00:00+00:00,7.844428062438965,7.859715938568115,7.837234020233154,7.856990814208984,6178,0.0,0.0
2022-01-06 00:00:00+00:00,7.857001781463623,7.8624138832092285,7.856393814086914,7.859245777130127,423,0.0,0.0
2022-01-07 00:00:00+00:00,7.859347820281982,7.897693157196045,7.851839065551758,7.895729064941406,11665,0.0,0.0
2022-01-08 00:00:00+00:00,7.895790100097656,7.897110939025879,7.892780780792236,7.894505977630615,0,0.0,0.0
2022-01-09 00:00:00+00:00,7.89450216293335,7.907752990722656,7.89398193359375,7.907303810119629,2894,0.0,0.0
2022-01-10 00:00:00+00:00,7.907295227050781,7.90759801864624,7.753075122833252,7.754319190979004,38018,0.0,0.0
2022-01-11 00:00:00+00:00,7.754310131072998,7.756954193115234,7.7408881187438965,7.7435479164123535,3054,0.0,0.0
2022-01-12 00:00:00+00:00,7.743599891662598,7.7459821701049805,7.532736778259277,7.53287410736084,52997,0.0,0.0
2022-01-13 00:00:00+00:00,7.5328569412231445,7.535168170928955,7.278335094451904,7.27930212020874,65199,0.0,0.0
2022-01-14 00:00:00+00:00,7.279347896575928,7.280168056488037,6.756100177764893,6.756913185119629,137372,0.0,0.0
2022-01-15 00:00:00+00:00,6.757036209106445,6.761356830596924,6.756504058837891,6.759342193603516,0,0.0,0.0
2022-01-16 00:00:00+00:00,6.759912967681885,6.760305881500244,6.666183948516846,6.6673431396484375,24373,0.0,0.0
2022-01-17 00:00:00+00:00,6.667453765869141,6.66884183883667,6.4843549728393555,6.485325813293457,49373,0.0,0.0
2022-01-18 00:00:00+00:00,6.4852142333984375,6.4877119064331055,6.332408905029297,6.333372116088867,42178,0.0,0.0
