,BTC
ETH,0.7893812283124396
QTUM,0.6815745171383796
XRP,0.6768775925320494
ETC,0.6661061592470339
SC,0.660928911429915
BTS,0.6550395710053817
DGB,0.6489365392068802
DOGE,0.6465004237013987
DCR,0.6406378004996246
LSK,0.6287761250280962
XEM,0.6263112438947241
GNO,0.6027285908758662
MONA,0.6020414172178845
FIRO,0.5945224871230067
STEEM,0.5711353525632126
KMD,0.5639096990984146
MAID,0.5635935056006031
ZEN,0.544242592449307
ANT,0.5275522271075692
RLC,0.5266926423911049
ARK,0.5157671289052872
SYS,0.5088639565223345
VERI,0.3801852488231569
XWC,0.3178328022251324
CON,0.2509345311286756
USDT,0.0515518088874544
