,BTC
ETH,0.7861228413718423
QTUM,0.6927951599594137
DCR,0.6861237161293247
XRP,0.6822624549167016
BTS,0.6763620302140557
DGB,0.6751275618883549
SC,0.6719528125559292
ETC,0.6671385847794078
DOGE,0.665773296458123
LSK,0.6437922178983121
MONA,0.6426995691662739
XEM,0.6392720038745405
FIRO,0.6289097393643568
GNO,0.6150751279917118
STEEM,0.6102261918767581
KMD,0.6083026378561691
ARK,0.5943318251345736
ZEN,0.5797108180535707
RLC,0.5795138207998581
SYS,0.5749359240144157
ANT,0.5576552466103507
MAID,0.5407601145442844
VERI,0.3767175107386219
CON,0.3377801771710435
XWC,0.2924149219806511
USDT,0.2582804718128664
