,BTC
ETH,0.7413809141788136
XRP,0.584356632527234
QTUM,0.5808340067036425
BTS,0.5690871223140362
ETC,0.5667667349426314
SC,0.5628144900409098
DGB,0.5521250518238765
DOGE,0.5484379928640147
DCR,0.5307386243865297
GNO,0.5149851270481085
MONA,0.510191591534695
MAID,0.506069555176844
XEM,0.4917042463073865
LSK,0.4734344006788795
FIRO,0.4655804503236276
ZEN,0.4461237932092021
ANT,0.4244893124747454
KMD,0.3978936258996569
STEEM,0.3977227306358438
RLC,0.3822418413473948
ARK,0.3689671298062959
SYS,0.3470983303538653
VERI,0.3457086112710105
XWC,0.305367450941369
CON,0.1815835398133417
USDT,0.1495375868113724
