TIMESTAMP,SMARS_OPEN_PRICE_USD,SMARS_HIGH_PRICE_USD,SMARS_LOW_PRICE_USD,SMARS_CLOSE_PRICE_USD,SMARS_VOLUME_USD,SMARS_DIVIDENDS_USD,SMARS_STOCK_SPLITS_USD
2021-06-18 00:00:00+00:00,,,,0.0,227274,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,330382,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,289967,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,270391,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,261133,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,145947,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,72719,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,99751,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,60821,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,79211,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,69629,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,62884,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,68748,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,87485,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,76737,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,55635,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,140729,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,165882,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,143354,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,127312,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,79234,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,99150,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,110734,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,79032,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,56442,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,57873,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,68674,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,81874,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,174227,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,455174,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,770770,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,1199831,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,943684,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,640742,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,538732,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,233115,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,246298,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,241697,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,318907,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,299248,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,216747,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,236386,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,256044,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,313365,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,369866,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,345555,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,256067,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,165723,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,164153,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,234801,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,337230,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,406047,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,394019,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,290730,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,339914,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,459845,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,352279,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,291045,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,269441,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,165088,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,124979,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,80619,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,117640,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,123536,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,1441785,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,362521,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,301160,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,292470,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,368503,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,268509,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,537621,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,802703,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,754962,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,530456,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,330615,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,376431,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,368792,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,524602,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,453472,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,298666,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,225373,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,2275298,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,1933232,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,227925,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,201427,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,165781,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,140904,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,120349,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,127479,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,111956,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,193713,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,317472,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,142787,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,115643,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,154862,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,120722,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,107795,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,96781,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,110412,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,110064,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,171579,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,98853,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,99579,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,98873,0.0,0.0
