TIMESTAMP,MICRODOGE_OPEN_PRICE_USD,MICRODOGE_HIGH_PRICE_USD,MICRODOGE_LOW_PRICE_USD,MICRODOGE_CLOSE_PRICE_USD,MICRODOGE_VOLUME_USD,MICRODOGE_DIVIDENDS_USD,MICRODOGE_STOCK_SPLITS_USD
2024-09-16 00:00:00+00:00,,,,0.0,385923,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,1150208,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,427309,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,382861,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,254924,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,189824,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,176164,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,168049,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,161898,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,156745,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,175240,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,192053,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,183468,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,186857,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,157397,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,152488,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,160050,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,146487,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,135555,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,149887,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,234124,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,229401,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,173313,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,154969,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,150330,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,141925,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,163577,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,161100,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,174634,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,183502,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,191407,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,193692,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,190834,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,196566,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,191509,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,169549,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,169142,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,154724,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,147116,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,159583,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,176635,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,192711,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,491,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,2856,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,284,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,744,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,448,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,287,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1128,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,290,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,687,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,328,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,436,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,737,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,364,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,137,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,158,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,719,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,632,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,79,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,176,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,401,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,226,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1546,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,482,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,184,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,133,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,8109,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1796,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,920,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,1060,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,452,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,264,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-06-01 00:00:00+00:00,1.334800003952594e-14,1.334800003952594e-14,1.3347939053153738e-14,1.3347939053153738e-14,0,0.0,0.0
