TIMESTAMP,DIP31195_OPEN_PRICE_USD,DIP31195_HIGH_PRICE_USD,DIP31195_LOW_PRICE_USD,DIP31195_CLOSE_PRICE_USD,DIP31195_VOLUME_USD,DIP31195_DIVIDENDS_USD,DIP31195_STOCK_SPLITS_USD
2024-05-10 00:00:00+00:00,0.0013289999915286899,0.0013299999991431832,0.0012240000069141388,0.001231999951414764,295784,0.0,0.0
2024-05-11 00:00:00+00:00,0.001231999951414764,0.0012550000101327896,0.0012150000547990203,0.0012240000069141388,182563,0.0,0.0
2024-05-12 00:00:00+00:00,0.001218999968841672,0.0012240000069141388,0.0011630000080913305,0.0011759999906644225,213805,0.0,0.0
2024-05-13 00:00:00+00:00,0.001180000021122396,0.0012260000221431255,0.0011470000026747584,0.0012069999938830733,204251,0.0,0.0
2024-05-14 00:00:00+00:00,0.0012069999938830733,0.0012240000069141388,0.001155999954789877,0.0011620000004768372,162814,0.0,0.0
2024-05-15 00:00:00+00:00,0.0011620000004768372,0.0012159999459981918,0.0011620000004768372,0.0012029999634250998,155910,0.0,0.0
2024-05-16 00:00:00+00:00,0.0012049999786540866,0.0012100000167265534,0.0011449999874457717,0.001158999977633357,221602,0.0,0.0
2024-05-17 00:00:00+00:00,0.0011480000102892518,0.0011889999732375145,0.0011399999493733048,0.001183000043965876,139115,0.0,0.0
2024-05-18 00:00:00+00:00,0.0011869999580085278,0.0011909999884665012,0.0011690000537782907,0.0011780000058934093,109262,0.0,0.0
2024-05-19 00:00:00+00:00,0.0011749999830499291,0.0011790000135079026,0.001117000007070601,0.0011180000146850944,110785,0.0,0.0
2024-05-20 00:00:00+00:00,0.001120000029914081,0.001164000015705824,0.0011149999918416142,0.001164000015705824,130335,0.0,0.0
2024-05-21 00:00:00+00:00,0.001164000015705824,0.0013970000436529517,0.001164000015705824,0.001319000031799078,727940,0.0,0.0
2024-05-22 00:00:00+00:00,0.001319000031799078,0.001361000002361834,0.0012440000427886844,0.0012610000558197498,299131,0.0,0.0
2024-05-23 00:00:00+00:00,0.0012610000558197498,0.0012649999698624015,0.0011889999732375145,0.0012260000221431255,110030,0.0,0.0
2024-05-24 00:00:00+00:00,0.0012209999840706587,0.0012290000449866056,0.0011840000515803695,0.0011869999580085278,99625,0.0,0.0
2024-05-25 00:00:00+00:00,0.0011869999580085278,0.0011970000341534615,0.0011630000080913305,0.0011660000309348106,98899,0.0,0.0
2024-05-26 00:00:00+00:00,0.0011739999754354358,0.0011749999830499291,0.0010920000495389104,0.001108999946154654,147630,0.0,0.0
2024-05-27 00:00:00+00:00,0.001108999946154654,0.0011320000048726797,0.0010949999559670687,0.0011249999515712261,80597,0.0,0.0
2024-05-28 00:00:00+00:00,0.0011259999591857195,0.0011490000179037452,0.0010949999559670687,0.0011340000201016665,100741,0.0,0.0
2024-05-29 00:00:00+00:00,0.0011239999439567327,0.0011340000201016665,0.0010930000571534038,0.0010969999711960554,150912,0.0,0.0
2024-05-30 00:00:00+00:00,0.0010979999788105488,0.0011099999537691474,0.00107999995816499,0.0010979999788105488,126966,0.0,0.0
2024-05-31 00:00:00+00:00,0.0010949999559670687,0.0010949999559670687,0.0010270000202581286,0.0010479999473318458,137921,0.0,0.0
2024-06-01 00:00:00+00:00,0.0010470000561326742,0.0010529999854043126,0.0010179999517276883,0.0010219999821856618,90820,0.0,0.0
2024-06-02 00:00:00+00:00,0.0010209999745711684,0.0010420000180602074,0.0009879999561235309,0.0009950000094249845,97693,0.0,0.0
2024-06-03 00:00:00+00:00,0.0009899999713525176,0.0010430000256747007,0.0009850000496953726,0.0010239999974146485,97261,0.0,0.0
2024-06-04 00:00:00+00:00,0.001016999944113195,0.0010550000006332994,0.0009740000241436064,0.0010550000006332994,122552,0.0,0.0
2024-06-05 00:00:00+00:00,0.0010600000387057662,0.0012779999524354935,0.0010590000310912728,0.0012779999524354935,380948,0.0,0.0
2024-06-06 00:00:00+00:00,0.0012829999905079603,0.0012989999959245324,0.001171999960206449,0.0011950000189244747,281720,0.0,0.0
2024-06-07 00:00:00+00:00,0.001193000003695488,0.0012290000449866056,0.0011309999972581863,0.0011500000255182385,132851,0.0,0.0
2024-06-08 00:00:00+00:00,0.0011500000255182385,0.0011699999449774623,0.0011060000397264957,0.0011070000473409891,69485,0.0,0.0
2024-06-09 00:00:00+00:00,0.0011070000473409891,0.0011239999439567327,0.001088000019080937,0.0010900000343099236,65553,0.0,0.0
