TIMESTAMP,TANGYUAN_OPEN_PRICE_USD,TANGYUAN_HIGH_PRICE_USD,TANGYUAN_LOW_PRICE_USD,TANGYUAN_CLOSE_PRICE_USD,TANGYUAN_VOLUME_USD,TANGYUAN_DIVIDENDS_USD,TANGYUAN_STOCK_SPLITS_USD
2024-02-01 00:00:00+00:00,,,,0.0,400912,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,190990,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,198424,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,329040,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,168829,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,188317,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,937574,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,1377525,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,1151504,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,277438,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,152692,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,231687,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,110497,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,127299,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,88749,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,56767,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,69866,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,109376,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,58890,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,73270,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,112555,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,151278,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,122032,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,161913,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,50649,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,21895,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,27385,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,25735,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,18075,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,15251,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,15280,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,13510,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,11370,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,12863,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,5406,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,6201,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,5729,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,29784,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,9031,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,11408,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,6201,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,10880,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,7357,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,4065,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,3623,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,3373,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,4100,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,3633,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,2654,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,2296,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,1238,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,1817,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,2767,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,29882,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,3677,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,2332,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,2724,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,2654,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,411,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,1041,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,2905,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,1514,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,799,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,1490,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1566,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,1293,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,1153,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,2112,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,934,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,773,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,1815,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,330,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,642,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,666,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,440,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,551,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,796,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,160,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,1092,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,1826,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,1316,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,1705,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,973,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,878,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,2280,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,39536,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,5641,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,3059,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,4352,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,315,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,3029,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,3795,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,17215,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,5301,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,7313,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,1336,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,1236,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,1898,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,1886,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,2027,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,1897,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,1292,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,914,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,6235,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1994,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,2670,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1109,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,790,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,8031,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,578,0.0,0.0
