,BTC
XEM,1.8589025342198515e-05
ETH,2.8724382042076724e-05
IBANK,9.869262991302026e-05
XRP,0.00017739327217070625
QBC,0.0003985391470576458
LTC,0.001202747896564019
QTUM,0.0016985823395253253
ARK,0.001786552344118783
GAS,0.0017869438053327027
SC,0.0028402873836087957
CJ,0.003228429016283905
ETC,0.0032703575753433
KMD,0.004912758875851497
TAJ,0.007931700753399166
SWING,0.008286767761917953
FRN,0.008626261091706718
RLC,0.01315880146395745
ZCL,0.016180740155272703
XWC,0.017026064609467827
USDT,0.017878896769009656
KOBO,0.01818391969960852
ZEC,0.019259158229393704
SKULL,0.023400109457537104
C2,0.023749939944450967
VIDZ,0.025673414780127572
EVIL,0.026638986234594948
RBT,0.027102994875582577
ICON,0.03342497554768858
PXI,0.034510877890870914
XLM,0.03595881661551948
DGB,0.03720960949358625
WGR,0.03875060647027841
ZEN,0.0426063487456547
XMS,0.04317652519821955
XMR,0.0436886704480339
SYS,0.05038214918710472
LTCR,0.05269786576266031
PPC,0.054927661529907294
PIVX,0.06404703188380588
KURT,0.06429326273335825
GNO,0.06653787132381458
BLK,0.06714294576590876
VLT,0.06807155936154653
DASH,0.0704303711792031
CREVA,0.07092609940758723
BCN,0.07363487106733262
VEC2,0.07603482915902031
UNIT,0.07610474970257883
XHI,0.0821574992295552
MONA,0.08235350176869004
ACES,0.0847727970713995
IMS,0.08624812517060618
AV,0.08654795215717483
ZET,0.09074367916478024
CETI,0.10022068556104594
XPY,0.10252738581579086
LSK,0.10697808637139725
BAT,0.12109843356999346
OZO,0.12524085661651777
ANT,0.14159747870770498
PZM,0.14447137750376862
EUC,0.14698077181880312
MAID,0.14892734546176903
POST,0.15074217981283475
NMC,0.15116681981549326
WAVES,0.15389969939860002
DCR,0.15851134408451767
AE,0.15915354374191
42,0.1593025328696928
WYZ,0.16572251743642646
COOL,0.16712799002060238
TRST,0.1792144792965902
LOG,0.18091435151929816
WBB,0.18617487597423646
GBYTE,0.18641783232830228
NOBL,0.19507648960994853
ENT,0.19540374538272764
HBD,0.20541602470105239
DCT,0.20950493310878215
GLC,0.2219489531642402
NEWB,0.2241078064056141
ZER,0.22594342208899532
JLP,0.2277366130537787
HUSH,0.23015846117903366
DEM,0.23102913356338667
FOREX,0.23232225711437757
NXS,0.2376135998529701
NAV,0.24261035380287505
FIRO,0.25001946570298494
SKR,0.2515343552895466
TAB,0.2547868161264259
OPAL,0.2673366263108829
SPR,0.268555844971801
XPX,0.2702916419174105
DOGE,0.2730112407132267
VAL,0.27447374524149015
BS,0.27661226413993656
BCDN,0.28759763201128236
LMC,0.28802426903955686
BTB,0.29018035839374734
ZOOM,0.2934924452318964
ZYD,0.2943501349387339
ADC,0.29730882565620437
MST,0.30268263961888126
ZUR,0.3052313650835992
CF,0.31116333947377994
IRL,0.3191147728647818
ADZ,0.3312704771297227
VERI,0.3336452836644312
EDRC,0.35266655540060543
CKC,0.35893483039559426
BTCS,0.36374333922504754
STEEM,0.3686964183530962
GRS,0.3749634884986559
CARBON,0.37567794598881876
2GIVE,0.3824257779845244
NETKO,0.38897592758535665
MCN,0.3962647610545877
SILK,0.40654309032613306
FRC,0.4071795088674071
CAB,0.4085815284383052
PUT,0.4140863227301591
LUN,0.418249533932631
XTO,0.42564179447255324
TECH,0.4267511689073393
PLU,0.4267882372855425
CLUB,0.4309573895757884
ARGUS,0.4357711067261589
ACOIN,0.43820532444007754
LAMB,0.452639951482669
BLAZR,0.46210385510746704
XDN,0.4623700783234569
SXC,0.47060417206070304
IOTA,0.4732914184672888
WINGS,0.4756842548104529
RBY,0.47978045226930216
LDOGE,0.48736592934978923
BTS,0.48855381267076836
QTZ,0.4962853322371403
IFC,0.5030092135658558
EFL,0.5088976168535913
CANN,0.5189099226818907
CYT,0.5327231041455841
WC,0.5480491700468141
AMS,0.5484416491526871
CSC,0.5515137402777246
SWT,0.5671666796334496
LOOK,0.5725835540215253
KIN,0.5740977151549853
XQN,0.5853035582687235
PXC,0.5976946876829433
SNRG,0.6040539896497179
EQB,0.6045186317737203
START,0.6088009007069175
MOTO,0.6100057733469806
NVC,0.6118057227610674
LBC,0.6208668328467264
IXC,0.6298255086862995
INF,0.6321736701816022
NEVA,0.6446849886762316
XBY,0.6564033445047052
SIB,0.6622353193435941
XCP,0.6637201459751959
BERN,0.6645661475140573
CLAM,0.667762383219149
AMBER,0.6785607937561772
XBC,0.6861281267726697
LUNC,0.702406566710525
RRT,0.7028788690682546
VTC,0.72639416922661
XPM,0.7274261462414183
PASC,0.7300239478070222
OK,0.7354458656971996
SIGNA,0.7356583864896264
HBN,0.7416690451963001
DCY,0.7459453981491388
POT,0.7504084804743723
BOLI,0.7542411941387286
BLU,0.7543387572649761
PIE,0.7617815784417209
BSTY,0.7638537455402832
AXIOM,0.7721520476509777
MNTC,0.7740143224606791
SLS,0.7842499075258702
NXT,0.7927639436704154
FTC,0.8005862669465207
AGRS,0.8017511459571544
MAY,0.8075352510563248
ZENI,0.8174044881784709
PKB,0.8186711907494654
RDD,0.821685302507622
BRIT,0.8258802816817681
RBIES,0.8267408005682092
XST,0.8275759305187279
ILC,0.8371643090562927
PAK,0.8501274604721243
TES,0.8599834419445618
HMQ,0.879009490273136
ICOB,0.8791109307903547
ALIAS,0.8824852420182304
CRW,0.8841984453253333
LANA,0.8844485497128947
HVCO,0.8911860571993224
BTA,0.896727573738567
SANDG,0.9044895416918516
HNC,0.9142998512655822
SWIFT,0.9234124839112217
XPTX,0.923549594597042
CNT,0.938905947055076
BIS,0.9406510906114259
PTOY,0.9471286994060677
BITS,0.9522766450497413
GCC,0.9566037603989946
PHR,0.957119770703044
CLOAK,0.9790620406733795
SONG,0.9808855207247746
DGC,0.9834779387020625
