TIMESTAMP,FANX_OPEN_PRICE_USD,FANX_HIGH_PRICE_USD,FANX_LOW_PRICE_USD,FANX_CLOSE_PRICE_USD,FANX_VOLUME_USD,FANX_DIVIDENDS_USD,FANX_STOCK_SPLITS_USD
2023-11-13 00:00:00+00:00,0.0031049998942762613,0.00864499993622303,0.0026310000102967024,0.007666999939829111,464699,0.0,0.0
2023-11-14 00:00:00+00:00,0.007662999909371138,0.011446000076830387,0.005098000168800354,0.00902200024574995,751147,0.0,0.0
2023-11-15 00:00:00+00:00,0.00902399979531765,0.040334999561309814,0.00902399979531765,0.0284659992903471,3605700,0.0,0.0
2023-11-16 00:00:00+00:00,0.028457000851631165,0.03126100078225136,0.012609999626874924,0.015931999310851097,1035047,0.0,0.0
2023-11-17 00:00:00+00:00,0.015923000872135162,0.019047999754548073,0.011288999579846859,0.012303999625146389,630160,0.0,0.0
2023-11-18 00:00:00+00:00,0.012315000407397747,0.021234000101685524,0.011481000110507011,0.0183470007032156,425442,0.0,0.0
2023-11-19 00:00:00+00:00,0.018346000462770462,0.019507000222802162,0.014247000217437744,0.016648000106215477,159314,0.0,0.0
2023-11-20 00:00:00+00:00,0.016644999384880066,0.019797999411821365,0.01395300030708313,0.016447000205516815,267969,0.0,0.0
2023-11-21 00:00:00+00:00,0.016447000205516815,0.018955999985337257,0.014608999714255333,0.014866000041365623,155458,0.0,0.0
2023-11-22 00:00:00+00:00,0.01485699974000454,0.017470000311732292,0.01079699955880642,0.011521999724209309,287059,0.0,0.0
2023-11-23 00:00:00+00:00,0.011478000320494175,0.011843999847769737,0.00722600007429719,0.00943399965763092,289065,0.0,0.0
2023-11-24 00:00:00+00:00,0.009434999898076057,0.0106819998472929,0.005644999910145998,0.005834999959915876,240176,0.0,0.0
2023-11-25 00:00:00+00:00,0.0060720001347362995,0.008655999787151814,0.00587099976837635,0.008036999963223934,177490,0.0,0.0
2023-11-26 00:00:00+00:00,0.008038000203669071,0.008038000203669071,0.004641999956220388,0.005402000155299902,235562,0.0,0.0
2023-11-27 00:00:00+00:00,0.005394000094383955,0.009468999691307545,0.005382999777793884,0.00817199982702732,274891,0.0,0.0
2023-11-28 00:00:00+00:00,0.00817199982702732,0.009421999566257,0.006940000224858522,0.007739999797195196,129336,0.0,0.0
2023-11-29 00:00:00+00:00,0.00773700000718236,0.008898000232875347,0.00773600023239851,0.00825599953532219,44472,0.0,0.0
2023-11-30 00:00:00+00:00,0.008781000040471554,0.010125000029802322,0.007280000019818544,0.0073090000078082085,112371,0.0,0.0
2023-12-01 00:00:00+00:00,0.0073079997673630714,0.007646999787539244,0.006641000043600798,0.006645000074058771,40433,0.0,0.0
2023-12-02 00:00:00+00:00,0.006645000074058771,0.007369999773800373,0.006023999769240618,0.0071829999797046185,63197,0.0,0.0
2023-12-03 00:00:00+00:00,0.0071829999797046185,0.007228999864310026,0.00621700007468462,0.006312000099569559,24387,0.0,0.0
2023-12-04 00:00:00+00:00,0.006316999904811382,0.006442000158131123,0.004005999770015478,0.005528999958187342,93988,0.0,0.0
2023-12-05 00:00:00+00:00,0.005166999995708466,0.005665999837219715,0.004573000129312277,0.005665999837219715,84427,0.0,0.0
2023-12-06 00:00:00+00:00,0.005665000062435865,0.007141999900341034,0.004676000215113163,0.005030999891459942,59281,0.0,0.0
2023-12-07 00:00:00+00:00,0.005030999891459942,0.005929000210016966,0.00457700015977025,0.004910000134259462,62129,0.0,0.0
2023-12-08 00:00:00+00:00,0.004910000134259462,0.004922000225633383,0.004495999775826931,0.004860000219196081,25057,0.0,0.0
2023-12-09 00:00:00+00:00,0.004860000219196081,0.005588000174611807,0.004666999913752079,0.005129000172019005,29152,0.0,0.0
2023-12-10 00:00:00+00:00,0.005129000172019005,0.008888999931514263,0.004856999963521957,0.007342000026255846,168788,0.0,0.0
